frame,source,nominalSeconds,event,width,height,fov,near,far,px,py,pz,fx,fy,fz,view00,view01,view02,view03,view10,view11,view12,view13,view20,view21,view22,view23,view30,view31,view32,view33,no00,no01,no02,no03,no10,no11,no12,no13,no20,no21,no22,no23,no30,no31,no32,no33,zo00,zo01,zo02,zo03,zo10,zo11,zo12,zo13,zo20,zo21,zo22,zo23,zo30,zo31,zo32,zo33,poseHash,noHash,zoHash
0,0,0,recovery,1280,720,60,0.10000000149011612,800,0,45.080280303955078,72,0,-0.51538974046707153,-0.85695594549179077,1,0,-0,0,-0,0.85695594549179077,0.51538974046707153,0,0,-0.51538974046707153,0.85695594549179077,0,-0,-1.5237503051757812,-84.934738159179688,1,0.97427862882614136,0,0,0,0,1.732050895690918,0,0,0,0,-1.000249981880188,-1,0,0,-0.20002499222755432,0,0.97427862882614136,0,0,0,0,1.732050895690918,0,0,0,0,-1.0001249313354492,-1,0,0,-0.10001249611377716,0,17415915477932954208,1411702720098791393,2493401400443817425
1,1,0.033333333333333333,recovery,1280,720,60,0.10000000149011612,800,0,45.080280303955078,72,0,-0.51538974046707153,-0.85695594549179077,1,0,-0,0,-0,0.85695594549179077,0.51538974046707153,0,0,-0.51538974046707153,0.85695594549179077,0,-0,-1.5237503051757812,-84.934738159179688,1,0.97427862882614136,0,0,0,0,1.732050895690918,0,0,0,0,-1.000249981880188,-1,0,0,-0.20002499222755432,0,0.97427862882614136,0,0,0,0,1.732050895690918,0,0,0,0,-1.0001249313354492,-1,0,0,-0.10001249611377716,0,17415915477932954208,1411702720098791393,2493401400443817425
2,2,0.066666666666666666,recovery,1280,720,60,0.10000000149011612,800,0,45.080280303955078,72,0,-0.51538974046707153,-0.85695594549179077,1,0,-0,0,-0,0.85695594549179077,0.51538974046707153,0,0,-0.51538974046707153,0.85695594549179077,0,-0,-1.5237503051757812,-84.934738159179688,1,0.97427862882614136,0,0,0,0,1.732050895690918,0,0,0,0,-1.000249981880188,-1,0,0,-0.20002499222755432,0,0.97427862882614136,0,0,0,0,1.732050895690918,0,0,0,0,-1.0001249313354492,-1,0,0,-0.10001249611377716,0,17415915477932954208,1411702720098791393,2493401400443817425
3,3,0.10000000000000001,recovery,1280,720,60,0.10000000149011612,800,0,45.080280303955078,72,0,-0.51538974046707153,-0.85695594549179077,1,0,-0,0,-0,0.85695594549179077,0.51538974046707153,0,0,-0.51538974046707153,0.85695594549179077,0,-0,-1.5237503051757812,-84.934738159179688,1,0.97427862882614136,0,0,0,0,1.732050895690918,0,0,0,0,-1.000249981880188,-1,0,0,-0.20002499222755432,0,0.97427862882614136,0,0,0,0,1.732050895690918,0,0,0,0,-1.0001249313354492,-1,0,0,-0.10001249611377716,0,17415915477932954208,1411702720098791393,2493401400443817425
4,4,0.13333333333333333,recovery,1280,720,60,0.10000000149011612,800,0,45.080280303955078,72,0,-0.51538974046707153,-0.85695594549179077,1,0,-0,0,-0,0.85695594549179077,0.51538974046707153,0,0,-0.51538974046707153,0.85695594549179077,0,-0,-1.5237503051757812,-84.934738159179688,1,0.97427862882614136,0,0,0,0,1.732050895690918,0,0,0,0,-1.000249981880188,-1,0,0,-0.20002499222755432,0,0.97427862882614136,0,0,0,0,1.732050895690918,0,0,0,0,-1.0001249313354492,-1,0,0,-0.10001249611377716,0,17415915477932954208,1411702720098791393,2493401400443817425
5,5,0.16666666666666666,recovery,1280,720,60,0.10000000149011612,800,0,45.080280303955078,72,0,-0.51538974046707153,-0.85695594549179077,1,0,-0,0,-0,0.85695594549179077,0.51538974046707153,0,0,-0.51538974046707153,0.85695594549179077,0,-0,-1.5237503051757812,-84.934738159179688,1,0.97427862882614136,0,0,0,0,1.732050895690918,0,0,0,0,-1.000249981880188,-1,0,0,-0.20002499222755432,0,0.97427862882614136,0,0,0,0,1.732050895690918,0,0,0,0,-1.0001249313354492,-1,0,0,-0.10001249611377716,0,17415915477932954208,1411702720098791393,2493401400443817425
6,6,0.20000000000000001,recovery,1280,720,60,0.10000000149011612,800,0,45.080280303955078,72,0,-0.51538974046707153,-0.85695594549179077,1,0,-0,0,-0,0.85695594549179077,0.51538974046707153,0,0,-0.51538974046707153,0.85695594549179077,0,-0,-1.5237503051757812,-84.934738159179688,1,0.97427862882614136,0,0,0,0,1.732050895690918,0,0,0,0,-1.000249981880188,-1,0,0,-0.20002499222755432,0,0.97427862882614136,0,0,0,0,1.732050895690918,0,0,0,0,-1.0001249313354492,-1,0,0,-0.10001249611377716,0,17415915477932954208,1411702720098791393,2493401400443817425
7,7,0.23333333333333334,recovery,1280,720,60,0.10000000149011612,800,0,45.080280303955078,72,0,-0.51538974046707153,-0.85695594549179077,1,0,-0,0,-0,0.85695594549179077,0.51538974046707153,0,0,-0.51538974046707153,0.85695594549179077,0,-0,-1.5237503051757812,-84.934738159179688,1,0.97427862882614136,0,0,0,0,1.732050895690918,0,0,0,0,-1.000249981880188,-1,0,0,-0.20002499222755432,0,0.97427862882614136,0,0,0,0,1.732050895690918,0,0,0,0,-1.0001249313354492,-1,0,0,-0.10001249611377716,0,17415915477932954208,1411702720098791393,2493401400443817425
8,8,0.26666666666666666,recovery,1280,720,60,0.10000000149011612,800,0,45.080280303955078,72,0,-0.51538974046707153,-0.85695594549179077,1,0,-0,0,-0,0.85695594549179077,0.51538974046707153,0,0,-0.51538974046707153,0.85695594549179077,0,-0,-1.5237503051757812,-84.934738159179688,1,0.97427862882614136,0,0,0,0,1.732050895690918,0,0,0,0,-1.000249981880188,-1,0,0,-0.20002499222755432,0,0.97427862882614136,0,0,0,0,1.732050895690918,0,0,0,0,-1.0001249313354492,-1,0,0,-0.10001249611377716,0,17415915477932954208,1411702720098791393,2493401400443817425
9,9,0.29999999999999999,recovery,1280,720,60,0.10000000149011612,800,0,45.080280303955078,72,0,-0.51538974046707153,-0.85695594549179077,1,0,-0,0,-0,0.85695594549179077,0.51538974046707153,0,0,-0.51538974046707153,0.85695594549179077,0,-0,-1.5237503051757812,-84.934738159179688,1,0.97427862882614136,0,0,0,0,1.732050895690918,0,0,0,0,-1.000249981880188,-1,0,0,-0.20002499222755432,0,0.97427862882614136,0,0,0,0,1.732050895690918,0,0,0,0,-1.0001249313354492,-1,0,0,-0.10001249611377716,0,17415915477932954208,1411702720098791393,2493401400443817425
