frame,rootIndex,task,thread,startMs,endMs,durationMs,fitCalls,fitMs,pointwiseCalls,pointwiseMs
4,138,receiver_stage/3,4,16.084428,16.187891,0.103463,7,0.055922,0,0.0
4,141,receiver_stage/3,4,16.188051,16.399177,0.211126,7,0.11629,0,0.0
4,148,receiver_stage/3,4,16.399237,16.804259,0.405022,7,0.318489,0,0.0
4,158,receiver_stage/3,4,16.804369,16.911562,0.107193,7,0.065711,0,0.0
4,159,receiver_stage/3,4,16.911762,17.002675,0.090913,7,0.063249,0,0.0
4,0,receiver_stage/0,5,7.451745,13.291459,5.839714,2,0.858246,1,4.935897
4,76,receiver_stage/0,5,13.291559,13.466434,0.174875,7,0.093051,0,0.0
4,78,receiver_stage/0,5,13.466874,13.594498,0.127624,7,0.058171,0,0.0
4,81,receiver_stage/0,5,13.594668,13.682011,0.087343,7,0.045922,0,0.0
4,85,receiver_stage/0,5,13.682151,14.029111,0.34696,7,0.295368,0,0.0
4,91,receiver_stage/0,5,14.029191,14.592958,0.563767,7,0.468445,0,0.0
4,100,receiver_stage/0,5,14.593018,14.935958,0.34294,7,0.285119,0,0.0
4,113,receiver_stage/0,5,14.936108,15.157605,0.221497,7,0.146354,0,0.0
4,117,receiver_stage/0,5,15.157715,15.588887,0.431172,7,0.376042,0,0.0
4,126,receiver_stage/0,5,15.588937,15.740322,0.151385,7,0.064301,0,0.0
4,131,receiver_stage/0,5,15.740402,16.406012,0.66561,7,0.568618,0,0.0
4,149,receiver_stage/0,5,16.406322,16.658959,0.252637,7,0.166026,0,0.0
4,154,receiver_stage/0,5,16.659129,17.097032,0.437903,7,0.372753,0,0.0
4,7,receiver_stage/7,6,7.553995,8.498353,0.944358,7,0.587557,1,0.254017
4,17,receiver_stage/7,6,8.498853,8.860624,0.361771,7,0.309046,0,0.0
4,19,receiver_stage/7,6,8.860754,9.181493,0.320739,7,0.276507,0,0.0
4,21,receiver_stage/7,6,9.181923,9.375629,0.193706,7,0.118042,0,0.0
4,23,receiver_stage/7,6,9.376089,9.544504,0.168415,7,0.134873,0,0.0
4,25,receiver_stage/7,6,9.544624,9.660887,0.116263,7,0.093442,0,0.0
4,27,receiver_stage/7,6,9.661287,9.801472,0.140185,7,0.069682,0,0.0
4,30,receiver_stage/7,6,9.801802,9.989987,0.188185,7,0.132555,0,0.0
4,33,receiver_stage/7,6,9.990237,12.016757,2.02652,8,0.960857,3,0.959498
