frame,phase,frameMs,dispatchMs,taskSumMs,taskMaxMs,tasks,threads,waitMs,afterLastTaskMs,balanceRatio
9,face_fill,25.206614,0.159569,0.005871,0.004081,8,1,0.00018,0.106342,0.17982724822347462
9,mesh_fill,25.206614,0.135964,0.005209,0.00275,8,1,0.00155,0.084818,0.2367727272727273
10,view_projection,22.154558,4.306728,29.283583,4.153628,8,8,4.160774,0.042902,0.8812652156139162
10,view_scores,22.154558,1.835935,12.11274,1.705361,8,8,1.69475,0.056727,0.8878428086487261
10,receiver_stage,22.154558,12.733843,83.829759,12.571058,8,8,12.573048,0.058438,0.8335591065604819
10,face_fill,22.154558,0.129854,0.00143,0.00099,8,1,0.00012,0.090009,0.18055555555555555
10,mesh_fill,22.154558,0.134424,0.00515,0.00343,8,1,0.00012,0.080508,0.18768221574344024
11,view_projection,32.047518,4.451349,30.264375,4.286702,8,8,4.309283,0.045438,0.8825075489268907
11,view_scores,32.047518,2.54691,16.602533,2.441423,8,8,2.401365,0.050717,0.8500438576191017
11,receiver_stage,32.047518,17.950844,129.114823,17.750717,8,8,17.764678,0.111124,0.9092225894311762
11,face_fill,32.047518,0.129403,0.00165,0.00103,8,1,0.00014,0.081462,0.2002427184466019
11,mesh_fill,32.047518,0.125584,0.005361,0.002281,8,1,0.00012,0.077247,0.29378562034195527
12,view_projection,35.245708,3.657474,24.82127,3.528114,8,8,3.508459,0.043492,0.8794100048921322
12,view_scores,35.245708,2.396686,15.091047,2.260082,8,8,2.252972,0.055087,0.8346515192811588
12,receiver_stage,35.245708,20.228276,146.771642,19.98954,8,8,20.04433,0.064682,0.9178027733504623
12,face_fill,35.245708,0.150425,0.002748,0.00161,8,1,0.00012,0.095234,0.21335403726708074
12,mesh_fill,35.245708,0.127574,0.012051,0.004341,8,2,0.00012,0.067327,0.3470110573600552
13,view_projection,28.246215,3.093492,22.537843,2.87763,8,8,2.959158,0.042501,0.9790106354882316
13,view_scores,28.246215,2.466104,16.052882,2.35902,8,8,2.33219,0.043406,0.8506118006629871
13,receiver_stage,28.246215,16.520086,113.559875,16.367852,8,8,16.357791,0.066077,0.8672478450440535
13,face_fill,28.246215,0.157475,0.00305,0.0019,8,1,0.00027,0.087853,0.20065789473684212
13,mesh_fill,28.246215,0.153254,0.00722,0.00309,8,1,0.00012,0.102344,0.29207119741100324
14,view_projection,31.801405,3.89109,25.356115,3.636809,8,8,3.759177,0.101462,0.8715097149726587
14,view_scores,31.801405,2.836224,18.324934,2.70204,8,8,2.68207,0.073892,0.8477360623824961
14,receiver_stage,31.801405,18.171246,119.877063,18.031656,8,8,17.996671,0.094948,0.8310181202991006
14,face_fill,31.801405,0.154604,0.00285,0.00175,8,1,0.00012,0.084187,0.20357142857142857
14,mesh_fill,31.801405,0.141074,0.00601,0.00306,8,1,0.00012,0.086317,0.24550653594771243
15,view_projection,33.928239,3.962338,26.469471,3.751941,8,8,3.813054,0.058237,0.8818592496523799
15,view_scores,33.928239,2.567586,16.481545,2.445063,8,8,2.415782,0.047176,0.8425930640641979
15,receiver_stage,33.928239,18.646474,143.48435,18.434498,8,8,18.47661,0.082263,0.9729336676268592
15,face_fill,33.928239,0.129024,0.00169,0.00103,8,1,0.00013,0.087353,0.20509708737864077
15,mesh_fill,33.928239,0.138394,0.01473,0.00488,8,2,0.00012,0.058917,0.37730532786885246
16,view_projection,48.565814,3.462458,24.337093,3.285778,8,8,3.316764,0.077337,0.9258497150446561
16,view_scores,48.565814,3.086912,18.868169,2.922707,8,8,2.901646,0.057687,0.8069646136270247
16,receiver_stage,48.565814,29.296556,207.517886,29.1027,8,8,29.127011,0.070542,0.8913171544220984
16,face_fill,48.565814,0.140345,0.00194,0.00117,8,1,0.00143,0.082808,0.20726495726495728
16,mesh_fill,48.565814,0.220026,0.025409,0.0067,8,4,0.070542,0.102513,0.47404850746268656
17,view_projection,51.954694,3.460308,24.151658,3.285598,8,8,3.305503,0.055696,0.9188455952310661
17,view_scores,51.954694,2.364705,15.267442,2.216276,8,8,2.204651,0.064437,0.8610977378268772
17,receiver_stage,51.954694,36.923477,201.646046,36.745343,8,8,36.755442,0.077367,0.685957830084754
17,face_fill,51.954694,0.154074,0.012909,0.00956,8,1,0.00048,0.078932,0.1687892259414226
17,mesh_fill,51.954694,0.132314,0.009821,0.004651,8,1,0.00011,0.071787,0.26394861320146207
18,view_projection,33.946113,4.106246,27.726436,3.87782,8,8,3.971293,0.067791,0.893750741395939
18,view_scores,33.946113,2.089993,13.984387,1.962899,8,8,1.943567,0.064827,0.8905442282053229
18,receiver_stage,33.946113,20.274333,140.171415,20.106073,8,8,20.101878,0.084477,0.8714494807116239
18,face_fill,33.946113,0.132284,0.001829,0.00102,8,1,0.00011,0.083312,0.22414215686274508
18,mesh_fill,33.946113,0.124704,0.00725,0.0034,8,1,0.00013,0.078298,0.2665441176470589
19,view_projection,33.106234,3.226771,22.690355,3.072196,8,8,3.081637,0.057287,0.9232140055517292
19,view_scores,33.106234,3.978238,21.142281,3.824934,8,8,3.814773,0.058681,0.6909361377215921
19,receiver_stage,33.106234,19.03202,118.823092,18.913782,8,8,18.874776,0.063087,0.785294368942182
19,face_fill,33.106234,0.157715,0.00285,0.00118,8,2,0.00036,0.085688,0.3019067796610169
19,mesh_fill,33.106234,0.126254,0.0054,0.00253,8,1,0.00012,0.082997,0.26679841897233203
20,view_projection,41.673744,3.412472,24.498082,3.242217,8,8,3.278527,0.083508,0.9444957724914772
20,view_scores,41.673744,2.782093,16.909336,2.657219,8,8,2.608957,0.049942,0.7954432811145788
20,receiver_stage,41.673744,25.38176,177.312256,25.255991,8,8,25.219545,0.080623,0.8775752256167655
20,face_fill,41.673744,0.151984,0.002691,0.00183,8,1,0.00012,0.087487,0.18381147540983606
20,mesh_fill,41.673744,0.128474,0.01546,0.00773,8,1,0.00015,0.072848,0.25
21,view_projection,46.73092,4.072406,29.720425,3.912106,8,8,3.941652,0.053226,0.9496299755170232
21,view_scores,46.73092,2.790033,17.859671,2.601428,8,8,2.642979,0.128334,0.8581666972908726
21,receiver_stage,46.73092,28.138656,186.526598,28.026083,8,8,27.972012,0.059016,0.8319330514364066
21,face_fill,46.73092,0.301199,0.00316,0.00195,8,1,0.00024,0.228317,0.20256410256410257
21,mesh_fill,46.73092,0.135974,0.019721,0.006221,8,2,0.00012,0.043626,0.39625864009001766
22,view_projection,50.360658,3.859395,25.959201,3.653038,8,8,3.72575,0.077958,0.8882743965433703
22,view_scores,50.360658,2.866275,18.579345,2.753241,8,8,2.69799,0.044511,0.8435215533256987
22,receiver_stage,50.360658,34.430348,186.906738,34.14047,8,8,34.235353,0.17189,0.6843298364082275
22,face_fill,50.360658,0.141464,0.00229,0.00144,8,1,0.00012,0.094637,0.1987847222222222
22,mesh_fill,50.360658,0.129884,0.01178,0.00372,8,2,0.00011,0.069242,0.3958333333333333
23,view_projection,48.617935,3.509609,24.469962,3.34757,8,8,3.352535,0.043811,0.9137210723002057
23,view_scores,48.617935,2.054156,13.613069,1.946153,8,8,1.908902,0.049396,0.8743575787720698
23,receiver_stage,48.617935,29.785705,222.109046,29.558988,8,8,29.62298,0.069472,0.9392618837289017
23,face_fill,48.617935,0.136444,0.006641,0.004711,8,1,0.00013,0.086057,0.17620993419656125
23,mesh_fill,48.617935,0.129284,0.014561,0.00413,8,3,0.00012,0.055277,0.44070823244552054
24,view_projection,46.4382,3.095307,20.797559,2.929742,8,8,2.964403,0.071238,0.8873460103312851
24,view_scores,46.4382,3.255206,18.70196,3.087577,8,8,3.073272,0.085662,0.7571454898128857
24,receiver_stage,46.4382,27.76005,202.900179,27.519233,8,8,27.594345,0.079397,0.9216289703641086
24,face_fill,46.4382,0.193315,0.002079,0.00151,8,1,0.00013,0.128883,0.17210264900662253
24,mesh_fill,46.4382,0.131694,0.01082,0.00509,8,1,0.00011,0.076362,0.26571709233791746
25,view_projection,53.923902,3.299037,22.061841,3.110973,8,8,3.140803,0.058026,0.8864526066282157
25,view_scores,53.923902,3.583637,21.150933,3.441442,8,8,3.415482,0.080448,0.7682438422614706
25,receiver_stage,53.923902,35.48132,214.61488,35.314874,8,8,35.307675,0.070568,0.7596476204332485
25,face_fill,53.923902,0.147665,0.01263,0.00918,8,1,0.00018,0.065448,0.17197712418300654
25,mesh_fill,53.923902,0.148125,0.011728,0.00615,8,1,0.00016,0.079008,0.2383739837398374
26,view_projection,39.760862,3.529959,24.273949,3.355849,8,8,3.370285,0.071807,0.9041657193157381
26,view_scores,39.760862,2.192161,14.173257,2.039571,8,8,2.018886,0.062657,0.8686420453124701
26,receiver_stage,39.760862,24.008134,179.368871,23.803198,8,8,23.781687,0.116998,0.9419368302948202
26,face_fill,39.760862,0.152934,0.00218,0.00124,8,1,0.00012,0.108888,0.21975806451612903
26,mesh_fill,39.760862,0.136224,0.01198,0.00368,8,2,0.00112,0.075918,0.4069293478260869
27,view_projection,63.976362,4.196985,26.210262,4.036595,8,8,4.101381,0.040801,0.8116451489436022
27,view_scores,63.976362,2.405261,15.078387,2.282593,8,8,2.270167,0.053856,0.8257268707123872
27,receiver_stage,63.976362,40.091962,243.930819,39.742976,8,8,39.855734,0.168825,0.7672136171936396
27,face_fill,63.976362,0.194456,0.021501,0.01561,8,1,0.00015,0.076192,0.1721732863549007
27,mesh_fill,63.976362,0.280699,0.050702,0.017831,8,3,0.00017,0.036876,0.35543435589703326
28,view_projection,72.057102,4.976714,30.012216,4.671963,8,8,4.752587,0.097994,0.802987309616964
28,view_scores,72.057102,4.606086,30.036092,4.470877,8,8,4.40178,0.053157,0.8397706982321366
28,receiver_stage,72.057102,45.770945,273.91556,45.331457,8,8,45.418935,0.226957,0.7553131371885974
28,face_fill,72.057102,0.208137,0.00288,0.00154,8,1,0.00012,0.109008,0.2337662337662338
28,mesh_fill,72.057102,0.161335,0.01852,0.00616,8,2,0.00012,0.059561,0.3758116883116883
29,view_projection,61.432816,3.70307,24.595582,3.513735,8,8,3.526045,0.053931,0.8749799714548764
29,view_scores,61.432816,4.422183,24.771423,4.245466,8,8,4.269057,0.061193,0.7293493517554962
29,receiver_stage,61.432816,38.087022,271.161018,37.886361,8,8,37.878286,0.077553,0.8946524911695795
29,face_fill,61.432816,0.139975,0.00162,0.00114,8,1,0.00031,0.084198,0.17763157894736842
29,mesh_fill,61.432816,0.147344,0.016671,0.009011,8,1,0.00012,0.072382,0.23125901675729663
30,view_projection,50.436319,3.374715,23.443962,3.167314,8,8,3.220111,0.132754,0.925230416056002
30,view_scores,50.436319,3.01436,18.464175,2.831594,8,8,2.829435,0.055802,0.8150963291347559
30,receiver_stage,50.436319,27.450851,197.449112,27.147476,8,8,27.245875,0.118099,0.9091504123624605
30,face_fill,50.436319,0.160405,0.00446,0.00199,8,2,0.00013,0.085893,0.28015075376884424
30,mesh_fill,50.436319,0.159545,0.01418,0.00621,8,1,0.00017,0.079343,0.285426731078905
31,view_projection,40.152749,2.848685,20.524775,2.692205,8,8,2.706291,0.037991,0.9529723312303484
31,view_scores,40.152749,2.154769,13.983496,2.000889,8,8,2.019995,0.053867,0.8735801936039431
31,receiver_stage,40.152749,24.043239,181.728466,23.814898,8,8,23.876244,0.072932,0.9538591452291755
31,face_fill,40.152749,0.161144,0.040591,0.036911,8,1,0.00016,0.065157,0.13746240957980008
31,mesh_fill,40.152749,0.165554,0.016301,0.00696,8,2,0.00012,0.090077,0.29276221264367813
