frame,phase,frameMs,dispatchMs,taskSumMs,taskMaxMs,tasks,threads,waitMs,afterLastTaskMs,balanceRatio
14,face_fill,47.998308,0.133043,0.00239,0.00181,8,1,0.00012,0.086927,0.16505524861878454
14,mesh_fill,47.998308,0.126213,0.00539,0.00266,8,1,0.00012,0.076682,0.2532894736842105
15,view_projection,53.769608,4.497227,31.24355,4.294871,8,8,4.362643,0.083793,0.9093273697859611
15,view_scores,53.769608,2.683584,17.389592,2.525566,8,8,2.49354,0.053411,0.8606779628803999
15,receiver_stage,53.769608,38.324896,140.261579,38.023843,8,8,38.09991,0.144214,0.46109745863930696
15,face_fill,53.769608,0.137493,0.00212,0.00167,8,1,0.00013,0.085882,0.15868263473053892
15,mesh_fill,53.769608,0.132434,0.009568,0.00471,8,1,0.00012,0.060177,0.25392781316348195
16,view_projection,63.887761,4.63243,34.454618,4.524687,8,8,4.508307,0.039602,0.951850868358408
16,view_scores,63.887761,2.255349,14.297031,2.13343,8,8,2.113635,0.047937,0.8376787028400275
16,receiver_stage,63.887761,44.360893,203.704264,44.082256,8,8,44.167918,0.128898,0.5776254509297346
16,face_fill,63.887761,0.157224,0.00308,0.00236,8,1,0.00137,0.088672,0.16313559322033896
16,mesh_fill,63.887761,0.209416,0.051742,0.015141,8,4,0.065792,0.083248,0.42716795456046497
17,view_projection,82.658428,4.21722,28.046274,3.872439,8,8,3.943653,0.080173,0.9053168429509154
17,view_scores,82.658428,2.429248,15.650956,2.28575,8,8,2.255723,0.058516,0.8558982828393306
17,receiver_stage,82.658428,66.448392,202.047961,66.175345,8,8,66.239856,0.106163,0.3816526400429042
17,face_fill,82.658428,0.174404,0.01203,0.00798,8,1,0.00025,0.082462,0.18843984962406019
17,mesh_fill,82.658428,0.140984,0.013098,0.0079,8,1,0.00012,0.083703,0.20724683544303796
18,view_projection,58.824019,3.735302,25.137758,3.541112,8,8,3.600398,0.075822,0.887353958304623
18,view_scores,58.824019,3.08791,19.065835,2.933846,8,8,2.911975,0.064292,0.8123225878249914
18,receiver_stage,58.824019,43.797254,137.106161,43.575372,8,8,43.625449,0.078572,0.3933017513883759
18,face_fill,58.824019,0.162354,0.003499,0.00229,8,1,0.00012,0.093658,0.19099344978165939
18,mesh_fill,58.824019,0.132683,0.0134,0.00708,8,1,0.00014,0.079607,0.2365819209039548
19,view_projection,39.079436,3.984434,29.07998,3.829479,8,8,3.83217,0.045556,0.9492146320687487
19,view_scores,39.079436,1.623832,10.80362,1.54348,8,8,1.487049,0.041662,0.8749400704900615
19,receiver_stage,39.079436,27.043707,115.974658,26.780216,8,8,26.831772,0.126903,0.5413261883324616
19,face_fill,39.079436,0.141054,0.0028,0.00124,8,1,0.00175,0.083383,0.282258064516129
19,mesh_fill,39.079436,0.147184,0.012068,0.00662,8,1,0.00012,0.100298,0.2278700906344411
20,view_projection,73.598303,4.349683,30.207404,4.140192,8,8,4.199228,0.060807,0.9120170030761858
20,view_scores,73.598303,2.869205,19.287663,2.757652,8,8,2.68449,0.050887,0.8742792328401117
20,receiver_stage,73.598303,55.695013,173.705225,55.346798,8,8,55.422756,0.221431,0.39231091787821226
20,face_fill,73.598303,0.153934,0.00411,0.00296,8,1,0.00033,0.078408,0.1735641891891892
20,mesh_fill,73.598303,0.132104,0.008139,0.00346,8,1,0.00014,0.048807,0.2940390173410405
21,view_projection,67.1661,3.922712,27.067056,3.743961,8,8,3.790079,0.067488,0.9036905031863313
21,view_scores,67.1661,2.680885,17.824159,2.542346,8,8,2.51335,0.047247,0.8763637502527194
21,receiver_stage,67.1661,48.800179,183.374618,48.569391,8,8,48.615443,0.102993,0.4719397706674971
21,face_fill,67.1661,0.140433,0.00195,0.00131,8,1,0.00014,0.092117,0.18606870229007633
21,mesh_fill,67.1661,0.158924,0.01168,0.00576,8,1,0.00014,0.057957,0.2534722222222222
22,view_projection,77.043122,3.370737,23.304424,3.137372,8,8,3.226244,0.04779,0.9285009874506435
22,view_scores,77.043122,1.812787,11.55434,1.690424,8,8,1.668653,0.046986,0.8543965892580797
22,receiver_stage,77.043122,55.764749,187.367567,55.344208,8,8,55.451811,0.254866,0.4231869371949455
22,face_fill,77.043122,0.356029,0.0158,0.01176,8,1,0.00026,0.16365,0.16794217687074833
22,mesh_fill,77.043122,0.227816,0.017631,0.007031,8,2,0.00079,0.112368,0.3134511449295975
23,view_projection,91.500119,5.811126,34.129409,5.684442,8,8,5.618681,0.065127,0.7505004229087042
23,view_scores,91.500119,4.451331,25.255257,4.155898,8,8,4.261555,0.225866,0.7596209351143844
23,receiver_stage,91.500119,67.238773,231.156217,66.92015,8,8,66.993767,0.17642,0.4317761858722671
23,face_fill,91.500119,0.175145,0.00403,0.00317,8,1,0.00016,0.102358,0.1589116719242902
23,mesh_fill,91.500119,0.214395,0.019729,0.008331,8,2,0.038791,0.116618,0.2960178850078022
24,view_projection,72.118884,3.42402,23.620059,3.244129,8,8,3.289446,0.063272,0.9101078825780357
24,view_scores,72.118884,2.364211,14.598644,2.235468,8,8,2.209967,0.052966,0.8163080393009428
24,receiver_stage,72.118884,54.623355,199.775133,54.365252,8,8,54.429939,0.109189,0.4593355260268085
24,face_fill,72.118884,0.162004,0.00723,0.00367,8,2,0.00011,0.075192,0.24625340599455042
24,mesh_fill,72.118884,0.172365,0.031951,0.01606,8,2,0.00012,0.074817,0.24868462017434617
25,view_projection,128.036828,3.164717,21.674685,2.984468,8,8,3.018024,0.065851,0.9078119199133647
25,view_scores,128.036828,2.68819,15.903018,2.52202,8,8,2.504765,0.047036,0.7882083607584397
25,receiver_stage,128.036828,109.465356,218.119692,109.117476,8,8,109.223899,0.18899,0.249867963404872
25,face_fill,128.036828,0.196625,0.003679,0.00296,8,1,0.00037,0.086567,0.15536317567567567
25,mesh_fill,128.036828,0.139483,0.00931,0.00458,8,1,0.00012,0.086037,0.2540938864628821
26,view_projection,63.013848,3.024174,20.122783,2.819233,8,8,2.894251,0.045716,0.8922100000248293
26,view_scores,63.013848,2.302955,14.715693,2.060004,8,8,2.155881,0.19063,0.8929408025421309
26,receiver_stage,63.013848,47.70942,176.212202,47.450277,8,8,47.519085,0.106949,0.4642022479658022
26,face_fill,63.013848,0.146733,0.003,0.00227,8,1,0.00013,0.084172,0.16519823788546256
26,mesh_fill,63.013848,0.163275,0.0115,0.00548,8,1,0.00026,0.093803,0.2623175182481752
27,view_projection,103.69138,3.505331,23.445836,3.365206,8,8,3.366337,0.058282,0.8708915590902904
27,view_scores,103.69138,2.068159,13.169636,1.888569,8,8,1.909195,0.096748,0.871667648891833
27,receiver_stage,103.69138,85.036505,234.392891,84.69446,8,8,84.777099,0.193791,0.3459389359705463
27,face_fill,103.69138,0.160225,0.00626,0.00369,8,2,0.00019,0.085928,0.21205962059620595
27,mesh_fill,103.69138,0.129764,0.01048,0.0037,8,2,0.00012,0.071017,0.35405405405405405
28,view_projection,114.401229,3.825179,27.381653,3.632699,8,8,3.662005,0.099617,0.9421938412733892
28,view_scores,114.401229,2.86045,18.43293,2.735791,8,8,2.689925,0.055357,0.8422120878385813
28,receiver_stage,114.401229,93.420923,250.528752,93.116904,8,8,93.178617,0.103648,0.336309441731439
28,face_fill,114.401229,0.162994,0.00579,0.00346,8,2,0.00012,0.084277,0.20917630057803469
28,mesh_fill,114.401229,0.154524,0.015551,0.00818,8,1,0.00017,0.079777,0.2376375305623472
29,view_projection,88.873515,3.547958,24.437837,3.358267,8,8,3.413434,0.065722,0.9096148772566326
29,view_scores,88.873515,2.815353,17.782457,2.744771,8,8,2.650169,0.047111,0.809833361325954
29,receiver_stage,88.873515,67.51126,219.439617,67.238197,8,8,67.286844,0.141014,0.40795192835108296
29,face_fill,88.873515,0.151494,0.00431,0.00205,8,2,0.00023,0.078048,0.26280487804878044
29,mesh_fill,88.873515,0.152534,0.01322,0.0048,8,2,0.00012,0.078752,0.34427083333333336
30,view_projection,98.929866,3.184537,21.886394,3.044739,8,8,3.035654,0.056476,0.8985332568735777
30,view_scores,98.929866,3.145082,18.759167,2.993807,8,8,2.961157,0.050691,0.7832488450324288
30,receiver_stage,98.929866,75.614121,193.675138,75.375015,8,8,75.425555,0.103128,0.3211859029149115
30,face_fill,98.929866,0.146104,0.00386,0.00308,8,1,0.00012,0.090489,0.15665584415584416
30,mesh_fill,98.929866,0.158114,0.032361,0.015171,8,2,0.00015,0.075572,0.2666353569309868
31,view_projection,76.55455,3.540287,24.280281,3.31402,8,8,3.398924,0.042997,0.915816779922873
31,view_scores,76.55455,2.15168,14.777018,2.046073,8,8,2.013437,0.047701,0.9027670322613124
31,receiver_stage,76.55455,58.917477,177.565397,58.718531,8,8,58.732002,0.103078,0.37800119054408904
31,face_fill,76.55455,0.139284,0.002671,0.002191,8,1,0.00012,0.090037,0.15238475581926064
31,mesh_fill,76.55455,0.125793,0.0197,0.00908,8,2,0.00012,0.062527,0.27120044052863435
