case,group,metric,processes,mean,minimum,maximum,values
dem-canyon-b50000-classic-t1,warm,cpuMs,3,44.768305699885104,43.35525473727975,45.5395827857397,"[45.41007957663587, 45.5395827857397, 43.35525473727975]"
dem-canyon-b50000-classic-t1,warm,frameMs,3,45.83636810035843,44.39153655913979,46.648672043010755,"[46.46889569892473, 46.648672043010755, 44.39153655913979]"
dem-canyon-b50000-classic-t1,warm,uploadMs,3,0.3304853032711947,0.3121924722036447,0.34753655823027735,"[0.331726879379662, 0.34753655823027735, 0.3121924722036447]"
dem-canyon-b50000-classic-t1,warm,uploadBytes,3,860210.5806451613,860210.5806451613,860210.5806451613,"[860210.5806451613, 860210.5806451613, 860210.5806451613]"
dem-canyon-b50000-classic-t1,warm,faces,3,43794.215053763444,43794.215053763444,43794.215053763444,"[43794.215053763444, 43794.215053763444, 43794.215053763444]"
dem-canyon-b50000-classic-t1,warm,utilization,3,0.8758843010752688,0.8758843010752688,0.8758843010752688,"[0.8758843010752688, 0.8758843010752688, 0.8758843010752688]"
dem-canyon-b50000-classic-t1,warm,unattributedCpuMs,3,22.254620009582926,21.19225031751902,22.799588188408535,"[22.772021522821223, 22.799588188408535, 21.19225031751902]"
dem-canyon-b50000-classic-t1,warm,seedMs,0,,,,[]
dem-canyon-b50000-classic-t1,warm,initializeMs,0,,,,[]
dem-canyon-b50000-classic-t1,warm,viewMs,0,,,,[]
dem-canyon-b50000-classic-t1,warm,receiverMs,0,,,,[]
dem-canyon-b50000-classic-t1,warm,donorMs,0,,,,[]
dem-canyon-b50000-classic-t1,warm,reservationMs,0,,,,[]
dem-canyon-b50000-classic-t1,warm,topologyPrepareMs,0,,,,[]
dem-canyon-b50000-classic-t1,warm,topologyPublishMs,0,,,,[]
dem-canyon-b50000-classic-t1,warm,sampleRepairMs,0,,,,[]
dem-canyon-b50000-classic-t1,warm,meshPrepareMs,0,,,,[]
dem-canyon-b50000-classic-t1,warm,continuationMs,0,,,,[]
dem-canyon-b50000-classic-t1,warm,adapterMs,0,,,,[]
dem-canyon-b50000-classic-t1,warm,splitScoreMs,3,13.946067407567014,13.835361255112515,14.160225786188597,"[13.835361255112515, 14.160225786188597, 13.84261518139993]"
dem-canyon-b50000-classic-t1,warm,mergeScoreMs,3,2.8074268724328726,2.765002131462097,2.8328182838296376,"[2.8244602020068834, 2.8328182838296376, 2.765002131462097]"
dem-canyon-b50000-classic-t1,warm,splitTopologyMs,3,2.3777741236399605,2.31851222908615,2.473583505044551,"[2.473583505044551, 2.3412266367891807, 2.31851222908615]"
dem-canyon-b50000-classic-t1,warm,mergeTopologyMs,3,1.4994674596842046,1.426535086125456,1.5621961082822533,"[1.5621961082822533, 1.5096711846449042, 1.426535086125456]"
dem-canyon-b50000-classic-t1,warm,meshEmitMs,3,1.8829498269781304,1.8103397916871002,1.9424569833684482,"[1.9424569833684482, 1.8960527058788426, 1.8103397916871002]"
dem-canyon-b50000-classic-t1,warm,raw,0,,,,[]
dem-canyon-b50000-classic-t1,warm,examined,0,,,,[]
dem-canyon-b50000-classic-t1,warm,receivers,0,,,,[]
dem-canyon-b50000-classic-t1,warm,need,0,,,,[]
dem-canyon-b50000-classic-t1,warm,feasible,0,,,,[]
dem-canyon-b50000-classic-t1,warm,exchanges,0,,,,[]
dem-canyon-b50000-classic-t1,warm,free,0,,,,[]
dem-canyon-b50000-classic-t1,warm,pairs,0,,,,[]
dem-canyon-b50000-classic-t1,warm,conflicts,0,,,,[]
dem-canyon-b50000-classic-t1,warm,donorReuse,0,,,,[]
dem-canyon-b50000-classic-t1,warm,touches,0,,,,[]
dem-canyon-b50000-classic-t1,warm,evaluations,0,,,,[]
dem-canyon-b50000-classic-t1,warm,vertexWrites,0,,,,[]
dem-canyon-b50000-classic-t1,warm,indexWrites,0,,,,[]
dem-canyon-b50000-classic-t1,warm,gpuComputeMs,0,,,,[]
dem-canyon-b50000-classic-t1,warm,gpuDrawMs,0,,,,[]
dem-canyon-b50000-classic-t1,moving,cpuMs,3,43.405877025648095,41.27962428125842,44.823979180434655,"[44.11402761525121, 44.823979180434655, 41.27962428125842]"
dem-canyon-b50000-classic-t1,moving,frameMs,3,44.76635862068965,42.622979310344824,46.28983103448276,"[45.38626551724138, 46.28983103448276, 42.622979310344824]"
dem-canyon-b50000-classic-t1,moving,uploadMs,3,0.5444137918195505,0.5087517207038814,0.6025517238625164,"[0.5087517207038814, 0.6025517238625164, 0.5219379308922537]"
dem-canyon-b50000-classic-t1,moving,uploadBytes,3,1166696.2758620689,1166696.2758620689,1166696.2758620689,"[1166696.2758620689, 1166696.2758620689, 1166696.2758620689]"
dem-canyon-b50000-classic-t1,moving,faces,3,39451.793103448275,39451.793103448275,39451.793103448275,"[39451.793103448275, 39451.793103448275, 39451.793103448275]"
dem-canyon-b50000-classic-t1,moving,utilization,3,0.7890358620689655,0.7890358620689655,0.7890358620689655,"[0.7890358620689655, 0.7890358620689655, 0.7890358620689655]"
dem-canyon-b50000-classic-t1,moving,unattributedCpuMs,3,20.16702641495343,19.065272491553735,20.856099926192186,"[20.579706827114368, 20.856099926192186, 19.065272491553735]"
dem-canyon-b50000-classic-t1,moving,seedMs,0,,,,[]
dem-canyon-b50000-classic-t1,moving,initializeMs,0,,,,[]
dem-canyon-b50000-classic-t1,moving,viewMs,0,,,,[]
dem-canyon-b50000-classic-t1,moving,receiverMs,0,,,,[]
dem-canyon-b50000-classic-t1,moving,donorMs,0,,,,[]
dem-canyon-b50000-classic-t1,moving,reservationMs,0,,,,[]
dem-canyon-b50000-classic-t1,moving,topologyPrepareMs,0,,,,[]
dem-canyon-b50000-classic-t1,moving,topologyPublishMs,0,,,,[]
dem-canyon-b50000-classic-t1,moving,sampleRepairMs,0,,,,[]
dem-canyon-b50000-classic-t1,moving,meshPrepareMs,0,,,,[]
dem-canyon-b50000-classic-t1,moving,continuationMs,0,,,,[]
dem-canyon-b50000-classic-t1,moving,adapterMs,0,,,,[]
dem-canyon-b50000-classic-t1,moving,splitScoreMs,3,12.557112688305734,12.096169027788886,13.107631009200524,"[12.467538027927793, 13.107631009200524, 12.096169027788886]"
dem-canyon-b50000-classic-t1,moving,mergeScoreMs,3,2.490844819052466,2.438903434523221,2.5243724111852974,"[2.5243724111852974, 2.50925861144888, 2.438903434523221]"
dem-canyon-b50000-classic-t1,moving,splitTopologyMs,3,2.9185141160570343,2.7487276710312942,3.0524587836758843,"[3.0524587836758843, 2.954355893463924, 2.7487276710312942]"
dem-canyon-b50000-classic-t1,moving,mergeTopologyMs,3,2.5048169055204283,2.422251639695003,2.5932239766778618,"[2.5932239766778618, 2.49897510018842, 2.422251639695003]"
dem-canyon-b50000-classic-t1,moving,meshEmitMs,3,2.7675620817590034,2.508300016666281,2.897658639940722,"[2.8967275886700072, 2.897658639940722, 2.508300016666281]"
dem-canyon-b50000-classic-t1,moving,raw,0,,,,[]
dem-canyon-b50000-classic-t1,moving,examined,0,,,,[]
dem-canyon-b50000-classic-t1,moving,receivers,0,,,,[]
dem-canyon-b50000-classic-t1,moving,need,0,,,,[]
dem-canyon-b50000-classic-t1,moving,feasible,0,,,,[]
dem-canyon-b50000-classic-t1,moving,exchanges,0,,,,[]
dem-canyon-b50000-classic-t1,moving,free,0,,,,[]
dem-canyon-b50000-classic-t1,moving,pairs,0,,,,[]
dem-canyon-b50000-classic-t1,moving,conflicts,0,,,,[]
dem-canyon-b50000-classic-t1,moving,donorReuse,0,,,,[]
dem-canyon-b50000-classic-t1,moving,touches,0,,,,[]
dem-canyon-b50000-classic-t1,moving,evaluations,0,,,,[]
dem-canyon-b50000-classic-t1,moving,vertexWrites,0,,,,[]
dem-canyon-b50000-classic-t1,moving,indexWrites,0,,,,[]
dem-canyon-b50000-classic-t1,moving,gpuComputeMs,0,,,,[]
dem-canyon-b50000-classic-t1,moving,gpuDrawMs,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,cpuMs,3,45.38565619289875,44.29577478766441,45.9973531216383,"[45.9973531216383, 45.86384066939354, 44.29577478766441]"
dem-canyon-b50000-classic-t1,return-recovery,frameMs,3,46.32121614583333,45.1929140625,46.9594625,"[46.9594625, 46.811271875, 45.1929140625]"
dem-canyon-b50000-classic-t1,return-recovery,uploadMs,3,0.23354895689772093,0.21715156123536872,0.25151249815462506,"[0.25151249815462506, 0.231982811303169, 0.21715156123536872]"
dem-canyon-b50000-classic-t1,return-recovery,uploadBytes,3,721334.25,721334.25,721334.25,"[721334.25, 721334.25, 721334.25]"
dem-canyon-b50000-classic-t1,return-recovery,faces,3,45761.875,45761.875,45761.875,"[45761.875, 45761.875, 45761.875]"
dem-canyon-b50000-classic-t1,return-recovery,utilization,3,0.9152375,0.9152375,0.9152375,"[0.9152375, 0.9152375, 0.9152375]"
dem-canyon-b50000-classic-t1,return-recovery,unattributedCpuMs,3,23.200560857149412,22.156037144909533,23.76541411931339,"[23.76541411931339, 23.680231307225313, 22.156037144909533]"
dem-canyon-b50000-classic-t1,return-recovery,seedMs,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,initializeMs,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,viewMs,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,receiverMs,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,donorMs,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,reservationMs,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,topologyPrepareMs,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,topologyPublishMs,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,sampleRepairMs,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,meshPrepareMs,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,continuationMs,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,adapterMs,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,splitScoreMs,3,14.57543751473228,14.455156154930592,14.637182794511318,"[14.455156154930592, 14.637182794511318, 14.633973594754934]"
dem-canyon-b50000-classic-t1,return-recovery,mergeScoreMs,3,2.9508781153708696,2.9127656035125256,2.9794312603771687,"[2.9604374822229147, 2.9794312603771687, 2.9127656035125256]"
dem-canyon-b50000-classic-t1,return-recovery,splitTopologyMs,3,2.1327513145759744,2.063402442358438,2.211280644414728,"[2.211280644414728, 2.063402442358438, 2.123570856954757]"
dem-canyon-b50000-classic-t1,return-recovery,mergeTopologyMs,3,1.0439184920396656,0.9753510227892548,1.0950116054154932,"[1.0950116054154932, 1.0613928479142487, 0.9753510227892548]"
dem-canyon-b50000-classic-t1,return-recovery,meshEmitMs,3,1.4821098990305472,1.4422000170070532,1.5100531153411794,"[1.5100531153411794, 1.4422000170070532, 1.494076564743409]"
dem-canyon-b50000-classic-t1,return-recovery,raw,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,examined,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,receivers,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,need,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,feasible,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,exchanges,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,free,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,pairs,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,conflicts,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,donorReuse,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,touches,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,evaluations,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,vertexWrites,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,indexWrites,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,gpuComputeMs,0,,,,[]
dem-canyon-b50000-classic-t1,return-recovery,gpuDrawMs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,cpuMs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,frameMs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,uploadMs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,uploadBytes,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,faces,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,utilization,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,unattributedCpuMs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,seedMs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,initializeMs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,viewMs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,receiverMs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,donorMs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,reservationMs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,topologyPrepareMs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,topologyPublishMs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,sampleRepairMs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,meshPrepareMs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,continuationMs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,adapterMs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,splitScoreMs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,mergeScoreMs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,splitTopologyMs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,mergeTopologyMs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,meshEmitMs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,raw,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,examined,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,receivers,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,need,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,feasible,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,exchanges,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,free,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,pairs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,conflicts,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,donorReuse,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,touches,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,evaluations,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,vertexWrites,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,indexWrites,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,gpuComputeMs,0,,,,[]
dem-canyon-b50000-classic-t1,stationary,gpuDrawMs,0,,,,[]
dem-canyon-b50000-classic-t1,cold,cpuMs,3,324.423095703125,306.8874816894531,340.943115234375,"[306.8874816894531, 325.4386901855469, 340.943115234375]"
dem-canyon-b50000-classic-t1,cold,frameMs,3,330.35336666666666,311.7337,347.6998,"[311.7337, 331.6266, 347.6998]"
dem-canyon-b50000-classic-t1,cold,uploadMs,3,3.5617666244506836,2.6073999404907227,4.467700004577637,"[2.6073999404907227, 3.6101999282836914, 4.467700004577637]"
dem-canyon-b50000-classic-t1,cold,uploadBytes,3,8400000.0,8400000.0,8400000.0,"[8400000.0, 8400000.0, 8400000.0]"
dem-canyon-b50000-classic-t1,cold,faces,3,50000.0,50000.0,50000.0,"[50000.0, 50000.0, 50000.0]"
dem-canyon-b50000-classic-t1,cold,utilization,3,1.0,1.0,1.0,"[1.0, 1.0, 1.0]"
dem-canyon-b50000-classic-t1,cold,unattributedCpuMs,3,125.37532778727473,120.89677919315,129.754010058532,"[120.89677919315, 125.47519411014218, 129.754010058532]"
dem-canyon-b50000-classic-t1,cold,seedMs,0,,,,[]
dem-canyon-b50000-classic-t1,cold,initializeMs,0,,,,[]
dem-canyon-b50000-classic-t1,cold,viewMs,0,,,,[]
dem-canyon-b50000-classic-t1,cold,receiverMs,0,,,,[]
dem-canyon-b50000-classic-t1,cold,donorMs,0,,,,[]
dem-canyon-b50000-classic-t1,cold,reservationMs,0,,,,[]
dem-canyon-b50000-classic-t1,cold,topologyPrepareMs,0,,,,[]
dem-canyon-b50000-classic-t1,cold,topologyPublishMs,0,,,,[]
dem-canyon-b50000-classic-t1,cold,sampleRepairMs,0,,,,[]
dem-canyon-b50000-classic-t1,cold,meshPrepareMs,0,,,,[]
dem-canyon-b50000-classic-t1,cold,continuationMs,0,,,,[]
dem-canyon-b50000-classic-t1,cold,adapterMs,0,,,,[]
dem-canyon-b50000-classic-t1,cold,splitScoreMs,3,0.0006666666595265269,0.0005999999702908099,0.000800000037997961,"[0.0005999999702908099, 0.0005999999702908099, 0.000800000037997961]"
dem-canyon-b50000-classic-t1,cold,mergeScoreMs,3,0.00030000000454795855,0.00019999999494757503,0.0005000000237487257,"[0.00019999999494757503, 0.00019999999494757503, 0.0005000000237487257]"
dem-canyon-b50000-classic-t1,cold,splitTopologyMs,3,137.4473673502604,128.9989013671875,146.6486053466797,"[128.9989013671875, 136.69459533691406, 146.6486053466797]"
dem-canyon-b50000-classic-t1,cold,mergeTopologyMs,3,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
dem-canyon-b50000-classic-t1,cold,meshEmitMs,3,61.59943389892578,56.99100112915039,64.53919982910156,"[56.99100112915039, 63.26810073852539, 64.53919982910156]"
dem-canyon-b50000-classic-t1,cold,raw,0,,,,[]
dem-canyon-b50000-classic-t1,cold,examined,0,,,,[]
dem-canyon-b50000-classic-t1,cold,receivers,0,,,,[]
dem-canyon-b50000-classic-t1,cold,need,0,,,,[]
dem-canyon-b50000-classic-t1,cold,feasible,0,,,,[]
dem-canyon-b50000-classic-t1,cold,exchanges,0,,,,[]
dem-canyon-b50000-classic-t1,cold,free,0,,,,[]
dem-canyon-b50000-classic-t1,cold,pairs,0,,,,[]
dem-canyon-b50000-classic-t1,cold,conflicts,0,,,,[]
dem-canyon-b50000-classic-t1,cold,donorReuse,0,,,,[]
dem-canyon-b50000-classic-t1,cold,touches,0,,,,[]
dem-canyon-b50000-classic-t1,cold,evaluations,0,,,,[]
dem-canyon-b50000-classic-t1,cold,vertexWrites,0,,,,[]
dem-canyon-b50000-classic-t1,cold,indexWrites,0,,,,[]
dem-canyon-b50000-classic-t1,cold,gpuComputeMs,0,,,,[]
dem-canyon-b50000-classic-t1,cold,gpuDrawMs,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,cpuMs,3,53.18229993184408,49.181400299072266,56.959449768066406,"[49.181400299072266, 53.406049728393555, 56.959449768066406]"
dem-canyon-b50000-classic-t1,warmup,frameMs,3,56.220933333333335,51.29715,60.82455,"[51.29715, 56.5411, 60.82455]"
dem-canyon-b50000-classic-t1,warmup,uploadMs,3,1.8442666629950206,1.232800006866455,2.3541999459266663,"[1.232800006866455, 1.9458000361919403, 2.3541999459266663]"
dem-canyon-b50000-classic-t1,warmup,uploadBytes,3,8400000.0,8400000.0,8400000.0,"[8400000.0, 8400000.0, 8400000.0]"
dem-canyon-b50000-classic-t1,warmup,faces,3,50000.0,50000.0,50000.0,"[50000.0, 50000.0, 50000.0]"
dem-canyon-b50000-classic-t1,warmup,utilization,3,1.0,1.0,1.0,"[1.0, 1.0, 1.0]"
dem-canyon-b50000-classic-t1,warmup,unattributedCpuMs,3,26.808783163626988,25.490800708532333,28.603299528360367,"[25.490800708532333, 26.332249253988266, 28.603299528360367]"
dem-canyon-b50000-classic-t1,warmup,seedMs,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,initializeMs,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,viewMs,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,receiverMs,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,donorMs,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,reservationMs,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,topologyPrepareMs,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,topologyPublishMs,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,sampleRepairMs,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,meshPrepareMs,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,continuationMs,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,adapterMs,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,splitScoreMs,3,15.956616878509521,13.740399837493896,17.487500190734863,"[13.740399837493896, 16.641950607299805, 17.487500190734863]"
dem-canyon-b50000-classic-t1,warmup,mergeScoreMs,3,3.5150166352589927,3.4852499961853027,3.5363999605178833,"[3.5363999605178833, 3.4852499961853027, 3.5233999490737915]"
dem-canyon-b50000-classic-t1,warmup,splitTopologyMs,3,1.5097166697184246,1.4318498373031616,1.592150330543518,"[1.4318498373031616, 1.5051498413085938, 1.592150330543518]"
dem-canyon-b50000-classic-t1,warmup,mergeTopologyMs,3,0.8877833386262258,0.8076001703739166,0.9294997751712799,"[0.9262500703334808, 0.8076001703739166, 0.9294997751712799]"
dem-canyon-b50000-classic-t1,warmup,meshEmitMs,3,4.504383246103923,4.05569988489151,4.823599994182587,"[4.05569988489151, 4.633849859237671, 4.823599994182587]"
dem-canyon-b50000-classic-t1,warmup,raw,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,examined,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,receivers,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,need,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,feasible,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,exchanges,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,free,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,pairs,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,conflicts,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,donorReuse,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,touches,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,evaluations,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,vertexWrites,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,indexWrites,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,gpuComputeMs,0,,,,[]
dem-canyon-b50000-classic-t1,warmup,gpuDrawMs,0,,,,[]
dem-canyon-b50000-classic-t1,all,cpuMs,3,47.85666797558467,46.73854901393255,48.619083215792976,"[48.21237169702848, 48.619083215792976, 46.73854901393255]"
dem-canyon-b50000-classic-t1,all,frameMs,3,49.01643194444444,47.89335208333333,49.823284375,"[49.332659375, 49.823284375, 47.89335208333333]"
dem-canyon-b50000-classic-t1,all,uploadMs,3,0.39568159536106073,0.3742041639222104,0.41481979079253506,"[0.3742041639222104, 0.41481979079253506, 0.39802083136843674]"
dem-canyon-b50000-classic-t1,all,uploadBytes,3,1095829.0,1095829.0,1095829.0,"[1095829.0, 1095829.0, 1095829.0]"
dem-canyon-b50000-classic-t1,all,faces,3,43988.145833333336,43988.145833333336,43988.145833333336,"[43988.145833333336, 43988.145833333336, 43988.145833333336]"
dem-canyon-b50000-classic-t1,all,utilization,3,0.8797629166666666,0.8797629166666666,0.8797629166666666,"[0.8797629166666666, 0.8797629166666666, 0.8797629166666666]"
dem-canyon-b50000-classic-t1,all,unattributedCpuMs,3,23.423672447976465,22.477498840047097,23.94272285562617,"[23.85079564825613, 23.94272285562617, 22.477498840047097]"
dem-canyon-b50000-classic-t1,all,seedMs,0,,,,[]
dem-canyon-b50000-classic-t1,all,initializeMs,0,,,,[]
dem-canyon-b50000-classic-t1,all,viewMs,0,,,,[]
dem-canyon-b50000-classic-t1,all,receiverMs,0,,,,[]
dem-canyon-b50000-classic-t1,all,donorMs,0,,,,[]
dem-canyon-b50000-classic-t1,all,reservationMs,0,,,,[]
dem-canyon-b50000-classic-t1,all,topologyPrepareMs,0,,,,[]
dem-canyon-b50000-classic-t1,all,topologyPublishMs,0,,,,[]
dem-canyon-b50000-classic-t1,all,sampleRepairMs,0,,,,[]
dem-canyon-b50000-classic-t1,all,meshPrepareMs,0,,,,[]
dem-canyon-b50000-classic-t1,all,continuationMs,0,,,,[]
dem-canyon-b50000-classic-t1,all,adapterMs,0,,,,[]
dem-canyon-b50000-classic-t1,all,splitScoreMs,3,13.842689263827197,13.689270795837729,14.06443228468864,"[13.689270795837729, 14.06443228468864, 13.77436471095522]"
dem-canyon-b50000-classic-t1,all,mergeScoreMs,3,2.7929274209039554,2.7520051887931913,2.8169041707137694,"[2.809872903204905, 2.8169041707137694, 2.7520051887931913]"
dem-canyon-b50000-classic-t1,all,splitTopologyMs,3,3.7666645227938917,3.7233226275096363,3.8068181595081114,"[3.769852781363928, 3.7233226275096363, 3.8068181595081114]"
dem-canyon-b50000-classic-t1,all,mergeTopologyMs,3,1.4711045877904527,1.401320443333437,1.5326743563637137,"[1.5326743563637137, 1.4793189636742075, 1.401320443333437]"
dem-canyon-b50000-classic-t1,all,meshEmitMs,3,2.5596097322927056,2.5265416712954902,2.592382313580553,"[2.5599052120020738, 2.592382313580553, 2.5265416712954902]"
dem-canyon-b50000-classic-t1,all,raw,0,,,,[]
dem-canyon-b50000-classic-t1,all,examined,0,,,,[]
dem-canyon-b50000-classic-t1,all,receivers,0,,,,[]
dem-canyon-b50000-classic-t1,all,need,0,,,,[]
dem-canyon-b50000-classic-t1,all,feasible,0,,,,[]
dem-canyon-b50000-classic-t1,all,exchanges,0,,,,[]
dem-canyon-b50000-classic-t1,all,free,0,,,,[]
dem-canyon-b50000-classic-t1,all,pairs,0,,,,[]
dem-canyon-b50000-classic-t1,all,conflicts,0,,,,[]
dem-canyon-b50000-classic-t1,all,donorReuse,0,,,,[]
dem-canyon-b50000-classic-t1,all,touches,0,,,,[]
dem-canyon-b50000-classic-t1,all,evaluations,0,,,,[]
dem-canyon-b50000-classic-t1,all,vertexWrites,0,,,,[]
dem-canyon-b50000-classic-t1,all,indexWrites,0,,,,[]
dem-canyon-b50000-classic-t1,all,gpuComputeMs,0,,,,[]
dem-canyon-b50000-classic-t1,all,gpuDrawMs,0,,,,[]
dem-canyon-b50000-dod-t8,warm,cpuMs,3,19.52056243855466,18.97370433807373,20.290596869684034,"[19.297386107906217, 18.97370433807373, 20.290596869684034]"
dem-canyon-b50000-dod-t8,warm,frameMs,3,20.642786738351255,20.09516989247312,21.479786021505376,"[20.35340430107527, 20.09516989247312, 21.479786021505376]"
dem-canyon-b50000-dod-t8,warm,uploadMs,3,0.393434408212608,0.36826236533021095,0.416202151281659,"[0.36826236533021095, 0.3958387080259541, 0.416202151281659]"
dem-canyon-b50000-dod-t8,warm,uploadBytes,3,941061.9354838709,941061.9354838709,941061.9354838709,"[941061.9354838709, 941061.9354838709, 941061.9354838709]"
dem-canyon-b50000-dod-t8,warm,faces,3,43794.04301075269,43794.04301075269,43794.04301075269,"[43794.04301075269, 43794.04301075269, 43794.04301075269]"
dem-canyon-b50000-dod-t8,warm,utilization,3,0.8758808602150537,0.8758808602150537,0.8758808602150537,"[0.8758808602150537, 0.8758808602150537, 0.8758808602150537]"
dem-canyon-b50000-dod-t8,warm,unattributedCpuMs,3,10.747027314672376,10.344381711694853,11.358004424991385,"[10.538695807330889, 10.344381711694853, 11.358004424991385]"
dem-canyon-b50000-dod-t8,warm,seedMs,0,,,,[]
dem-canyon-b50000-dod-t8,warm,initializeMs,0,,,,[]
dem-canyon-b50000-dod-t8,warm,viewMs,0,,,,[]
dem-canyon-b50000-dod-t8,warm,receiverMs,0,,,,[]
dem-canyon-b50000-dod-t8,warm,donorMs,0,,,,[]
dem-canyon-b50000-dod-t8,warm,reservationMs,0,,,,[]
dem-canyon-b50000-dod-t8,warm,topologyPrepareMs,0,,,,[]
dem-canyon-b50000-dod-t8,warm,topologyPublishMs,0,,,,[]
dem-canyon-b50000-dod-t8,warm,sampleRepairMs,0,,,,[]
