configuration,case,run,terrain,algorithm,budget,area,capacity,frame,status,valid,N,Emax,RMS,Hmax,Q,missing,ambiguous,witness,meshHash,poseHash,sampleHash,qualityPath
7efcbda8b68784c774d975b111f81c7f1024c669811c61d3d1b71faebced0839,generated-ridge-b50000-dod-t8,visual-generated-ridge-b50000-dod-t8,generated-ridge,dod,50000,,,48,ok,True,7999.0,1.0365793890682853,0.12085657653852276,0.16026546048146795,1574913,0,0,"[678820, 0.4928385416666667, 0.4303385416666667]",11401394300358607924,6476063656186917898,2831584742635955469,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-generated-ridge-b50000-dod-t8
7efcbda8b68784c774d975b111f81c7f1024c669811c61d3d1b71faebced0839,generated-ridge-b50000-dod-t8,visual-generated-ridge-b50000-dod-t8,generated-ridge,dod,50000,,,80,ok,True,8458.0,0.9894729283102867,0.10571067795233853,0.16026546048146795,1574913,0,0,"[678820, 0.4928385416666667, 0.4303385416666667]",1218869520259524038,4604272192395127190,2831584742635955469,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-generated-ridge-b50000-dod-t8
7efcbda8b68784c774d975b111f81c7f1024c669811c61d3d1b71faebced0839,generated-ridge-b50000-dod-t8,visual-generated-ridge-b50000-dod-t8,generated-ridge,dod,50000,,,95,ok,True,8264.0,0.9717988452426315,0.10697041840446621,0.16026546048146795,1574913,0,0,"[678820, 0.4928385416666667, 0.4303385416666667]",11233800147624771858,5675507174324619792,2831584742635955469,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-generated-ridge-b50000-dod-t8
f496ffb3b25f1aaf30b382e3a702feed3a21e73a8512e439cdd5cc7cb02e30bd,generated-ridge-b50000-transactional-t8,visual-generated-ridge-b50000-transactional-t8,generated-ridge,transactional,50000,,,2,ok,True,5467.0,1.0641896547471814,0.1600259640441498,0.17697385410117583,1574913,0,0,"[626750, 0.5546875, 0.3984375]",3596818016874259591,4928933533577085759,2831584742635955469,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-generated-ridge-b50000-transactional-t8
f496ffb3b25f1aaf30b382e3a702feed3a21e73a8512e439cdd5cc7cb02e30bd,generated-ridge-b50000-transactional-t8,visual-generated-ridge-b50000-transactional-t8,generated-ridge,transactional,50000,,,48,ok,True,5593.0,1.1639886185997521,0.163679141230028,0.17697385410117583,1574913,0,0,"[626750, 0.5546875, 0.3984375]",13296071271573581660,6476063656186917898,2831584742635955469,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-generated-ridge-b50000-transactional-t8
f496ffb3b25f1aaf30b382e3a702feed3a21e73a8512e439cdd5cc7cb02e30bd,generated-ridge-b50000-transactional-t8,visual-generated-ridge-b50000-transactional-t8,generated-ridge,transactional,50000,,,80,ok,True,5655.0,1.1313194441342629,0.15951925388582444,0.17697385410117583,1574913,0,0,"[920366, 0.0703125, 0.5859375]",18245783686074650734,4604272192395127190,2831584742635955469,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-generated-ridge-b50000-transactional-t8
f496ffb3b25f1aaf30b382e3a702feed3a21e73a8512e439cdd5cc7cb02e30bd,generated-ridge-b50000-transactional-t8,visual-generated-ridge-b50000-transactional-t8,generated-ridge,transactional,50000,,,95,ok,True,5747.0,1.0599563283465288,0.15914419192066903,0.17697385410117583,1574913,0,0,"[626750, 0.5546875, 0.3984375]",15680178614184418227,5675507174324619792,2831584742635955469,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-generated-ridge-b50000-transactional-t8
45674d23a8c6384f3678240891a1aae40a569089905bbcbb34588b854c8bbf04,generated-ridge-cbt-a16,visual-generated-ridge-cbt-a16,generated-ridge,cbt,,16,524288,2,ok,True,48.0,48.631061236831215,9.367308797969987,7.373926255926712,1574913,0,0,"[929370, 1, 0.58984375]",1522283884452305537,4928933533577085759,2831584742635955469,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-generated-ridge-cbt-a16
45674d23a8c6384f3678240891a1aae40a569089905bbcbb34588b854c8bbf04,generated-ridge-cbt-a16,visual-generated-ridge-cbt-a16,generated-ridge,cbt,,16,524288,48,ok,True,25662.0,2.629352874864637,0.20479442152507876,0.4477356133898702,1574913,0,0,"[1010316, 0.33203125, 0.642578125]",7177545686479448926,6476063656186917898,2831584742635955469,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-generated-ridge-cbt-a16
45674d23a8c6384f3678240891a1aae40a569089905bbcbb34588b854c8bbf04,generated-ridge-cbt-a16,visual-generated-ridge-cbt-a16,generated-ridge,cbt,,16,524288,80,ok,True,24990.0,2.5300134204531366,0.19287939930079523,0.48972557417856466,1574913,0,0,"[572278, 0.8333333333333334, 0.3626302083333333]",9168455210194049115,4604272192395127190,2831584742635955469,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-generated-ridge-cbt-a16
45674d23a8c6384f3678240891a1aae40a569089905bbcbb34588b854c8bbf04,generated-ridge-cbt-a16,visual-generated-ridge-cbt-a16,generated-ridge,cbt,,16,524288,95,ok,True,25574.0,4.148092801367077,0.22176758047665993,0.6822267492562197,1574913,0,0,"[618266, 0.794921875, 0.392578125]",1803894170808599363,5675507174324619792,2831584742635955469,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-generated-ridge-cbt-a16
f301192ce2c1eef365c89f965f2558e639401f2561759bbc8003c55814bea112,generated-ridge-cbt-a4,visual-generated-ridge-cbt-a4,generated-ridge,cbt,,4,524288,2,ok,True,48.0,48.631061236831215,9.367308797969987,7.373926255926712,1574913,0,0,"[929370, 1, 0.58984375]",1522283884452305537,4928933533577085759,2831584742635955469,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-generated-ridge-cbt-a4
f301192ce2c1eef365c89f965f2558e639401f2561759bbc8003c55814bea112,generated-ridge-cbt-a4,visual-generated-ridge-cbt-a4,generated-ridge,cbt,,4,524288,48,ok,True,101264.0,1.5187826730764014,0.09445220996252489,0.2682917515652896,1574913,0,0,"[1083551, 0.1552734375, 0.689453125]",11817268453489511603,6476063656186917898,2831584742635955469,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-generated-ridge-cbt-a4
f301192ce2c1eef365c89f965f2558e639401f2561759bbc8003c55814bea112,generated-ridge-cbt-a4,visual-generated-ridge-cbt-a4,generated-ridge,cbt,,4,524288,80,ok,True,98461.0,2.0548900390369087,0.10279747086215923,0.397997295112515,1574913,0,0,"[587681, 0.8447265625, 0.373046875]",17993914234451287703,4604272192395127190,2831584742635955469,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-generated-ridge-cbt-a4
f301192ce2c1eef365c89f965f2558e639401f2561759bbc8003c55814bea112,generated-ridge-cbt-a4,visual-generated-ridge-cbt-a4,generated-ridge,cbt,,4,524288,95,ok,True,100869.0,2.314244006444096,0.12942758595985782,0.397997295112515,1574913,0,0,"[618487, 0.8662109375, 0.392578125]",2623905667877588092,5675507174324619792,2831584742635955469,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-generated-ridge-cbt-a4
eeba721acb032ab7d1ac90fb9c2d01aaa865f39c1434b69cd998e42208ddcbbe,generated-ridge-cbt-a8,visual-generated-ridge-cbt-a8,generated-ridge,cbt,,8,524288,2,ok,True,48.0,48.631061236831215,9.367308797969987,7.373926255926712,1574913,0,0,"[929370, 1, 0.58984375]",14277848022491910713,4928933533577085759,2831584742635955469,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-generated-ridge-cbt-a8
eeba721acb032ab7d1ac90fb9c2d01aaa865f39c1434b69cd998e42208ddcbbe,generated-ridge-cbt-a8,visual-generated-ridge-cbt-a8,generated-ridge,cbt,,8,524288,48,ok,True,50943.0,2.1412280746718895,0.13279031327746615,0.3557879289665795,1574913,0,0,"[1022160, 0.18424479166666666, 0.6490885416666666]",6122251446050052282,6476063656186917898,2831584742635955469,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-generated-ridge-cbt-a8
eeba721acb032ab7d1ac90fb9c2d01aaa865f39c1434b69cd998e42208ddcbbe,generated-ridge-cbt-a8,visual-generated-ridge-cbt-a8,generated-ridge,cbt,,8,524288,80,ok,True,49577.0,2.306863147840471,0.13860716552029434,0.4465670882583028,1574913,0,0,"[633882, 0.875, 0.40234375]",18267482713124806875,4604272192395127190,2831584742635955469,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-generated-ridge-cbt-a8
eeba721acb032ab7d1ac90fb9c2d01aaa865f39c1434b69cd998e42208ddcbbe,generated-ridge-cbt-a8,visual-generated-ridge-cbt-a8,generated-ridge,cbt,,8,524288,95,ok,True,50744.0,2.8934366842808177,0.15296409825264487,0.4849208794468911,1574913,0,0,"[587464, 0.7740885416666666, 0.3717447916666667]",16534676879518123526,5675507174324619792,2831584742635955469,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-generated-ridge-cbt-a8
01b61705d78f4b0248b9b04cbdc040d2c6da20c654079fb0efde1b7a132e31e5,peking547-b100000-classic-t1,visual-peking547-b100000-classic-t1,peking547,classic,100000,,,2,ok,True,100000.0,0.3308686511891794,0.020319497799001624,0.1675816474447367,1790881,0,0,"[209346, 0.5311355590820312, 0.11721611768007278]",2716671275141012076,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b100000-classic-t1
01b61705d78f4b0248b9b04cbdc040d2c6da20c654079fb0efde1b7a132e31e5,peking547-b100000-classic-t1,visual-peking547-b100000-classic-t1,peking547,classic,100000,,,15,ok,True,100000.0,0.34919519544202426,0.019292469572540657,0.281968581366959,1790881,0,0,"[839376, 0.7307692170143127, 0.46886447072029114]",10960559178781818421,13198516499610291869,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b100000-classic-t1
01b61705d78f4b0248b9b04cbdc040d2c6da20c654079fb0efde1b7a132e31e5,peking547-b100000-classic-t1,visual-peking547-b100000-classic-t1,peking547,classic,100000,,,16,ok,True,100000.0,0.3308686511891794,0.020320304851441495,0.1675816474447367,1790881,0,0,"[209346, 0.5311355590820312, 0.11721611768007278]",13774038715122324462,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b100000-classic-t1
01b61705d78f4b0248b9b04cbdc040d2c6da20c654079fb0efde1b7a132e31e5,peking547-b100000-classic-t1,visual-peking547-b100000-classic-t1,peking547,classic,100000,,,23,ok,True,100000.0,0.3308686511891794,0.020319497799001624,0.1675816474447367,1790881,0,0,"[209346, 0.5311355590820312, 0.11721611768007278]",14697457783582881936,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b100000-classic-t1
abb420a5ff72b66b7f14694060d0ab6947c74cda214c377fadf432159534de5e,peking547-b100000-dod-t8,visual-peking547-b100000-dod-t8,peking547,dod,100000,,,2,ok,True,99999.0,0.3308686511891794,0.020320305091660544,0.1675816474447367,1790881,0,0,"[209346, 0.5311355590820312, 0.11721611768007278]",12244141998834553077,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b100000-dod-t8
abb420a5ff72b66b7f14694060d0ab6947c74cda214c377fadf432159534de5e,peking547-b100000-dod-t8,visual-peking547-b100000-dod-t8,peking547,dod,100000,,,15,ok,True,100000.0,0.34919519544202426,0.019292469572540657,0.281968581366959,1790881,0,0,"[839376, 0.7307692170143127, 0.46886447072029114]",8668289608846171773,13198516499610291869,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b100000-dod-t8
abb420a5ff72b66b7f14694060d0ab6947c74cda214c377fadf432159534de5e,peking547-b100000-dod-t8,visual-peking547-b100000-dod-t8,peking547,dod,100000,,,16,ok,True,99999.0,0.3308686511891794,0.020320305091660544,0.1675816474447367,1790881,0,0,"[209346, 0.5311355590820312, 0.11721611768007278]",16650303125109825741,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b100000-dod-t8
abb420a5ff72b66b7f14694060d0ab6947c74cda214c377fadf432159534de5e,peking547-b100000-dod-t8,visual-peking547-b100000-dod-t8,peking547,dod,100000,,,23,ok,True,99999.0,0.3308686511891794,0.020320305091660544,0.1675816474447367,1790881,0,0,"[209346, 0.5311355590820312, 0.11721611768007278]",4752941854859068213,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b100000-dod-t8
6ed17f1185eeaac863c1111c060642cf2461aad1943d9c8a5be3c23ffaf3c228,peking547-b100000-transactional-t8,visual-peking547-b100000-transactional-t8,peking547,transactional,100000,,,2,ok,True,99999.0,0.3308686511891794,0.020320305091660527,0.1675816474447367,1790881,0,0,"[209346, 0.5311355590820312, 0.11721611768007278]",13105252334162227265,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b100000-transactional-t8
6ed17f1185eeaac863c1111c060642cf2461aad1943d9c8a5be3c23ffaf3c228,peking547-b100000-transactional-t8,visual-peking547-b100000-transactional-t8,peking547,transactional,100000,,,15,ok,True,99999.0,1.9965571109865088,0.10526095809692457,0.1675816474447367,1790881,0,0,"[1790794, 0.9743589758872986, 1]",1945562967341713323,13198516499610291869,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b100000-transactional-t8
6ed17f1185eeaac863c1111c060642cf2461aad1943d9c8a5be3c23ffaf3c228,peking547-b100000-transactional-t8,visual-peking547-b100000-transactional-t8,peking547,transactional,100000,,,16,ok,True,99999.0,0.3308686511891794,0.020293466193769795,0.1675816474447367,1790881,0,0,"[209346, 0.5311355590820312, 0.11721611768007278]",1945562967341713323,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b100000-transactional-t8
6ed17f1185eeaac863c1111c060642cf2461aad1943d9c8a5be3c23ffaf3c228,peking547-b100000-transactional-t8,visual-peking547-b100000-transactional-t8,peking547,transactional,100000,,,23,ok,True,99999.0,0.3308686511891794,0.020293466193769795,0.1675816474447367,1790881,0,0,"[209346, 0.5311355590820312, 0.11721611768007278]",1945562967341713323,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b100000-transactional-t8
5ad43194d0ae5d933f30fbbae9fe29bcbe8aff83b6589145621a9476337175fa,peking547-b200000-classic-t1,visual-peking547-b200000-classic-t1,peking547,classic,200000,,,2,ok,True,200000.0,0.20915012134511052,0.011188298892161089,0.1675816474447367,1790881,0,0,"[176837, 0.6135531067848206, 0.09798534959554672]",18168545245544607835,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b200000-classic-t1
5ad43194d0ae5d933f30fbbae9fe29bcbe8aff83b6589145621a9476337175fa,peking547-b200000-classic-t1,visual-peking547-b200000-classic-t1,peking547,classic,200000,,,15,ok,True,200000.0,0.19377242496389396,0.010453204108428621,0.281968581366959,1790881,0,0,"[855772, 0.732600748538971, 0.4780219793319702]",873938917020348981,13198516499610291869,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b200000-classic-t1
5ad43194d0ae5d933f30fbbae9fe29bcbe8aff83b6589145621a9476337175fa,peking547-b200000-classic-t1,visual-peking547-b200000-classic-t1,peking547,classic,200000,,,16,ok,True,200000.0,0.20915012134511052,0.011188298892161089,0.1675816474447367,1790881,0,0,"[176837, 0.6135531067848206, 0.09798534959554672]",6562769491634897455,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b200000-classic-t1
5ad43194d0ae5d933f30fbbae9fe29bcbe8aff83b6589145621a9476337175fa,peking547-b200000-classic-t1,visual-peking547-b200000-classic-t1,peking547,classic,200000,,,23,ok,True,200000.0,0.20915012134511052,0.011188298892161089,0.1675816474447367,1790881,0,0,"[176837, 0.6135531067848206, 0.09798534959554672]",17742950710656916519,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b200000-classic-t1
adc6c5f2f0d1a2aa6c273c0a3c9ba67193ee3cae6052e83aaad649dde697a576,peking547-b200000-dod-t8,visual-peking547-b200000-dod-t8,peking547,dod,200000,,,2,ok,True,200000.0,0.20915012134511052,0.011188298892161089,0.1675816474447367,1790881,0,0,"[176837, 0.6135531067848206, 0.09798534959554672]",6655352339049424715,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b200000-dod-t8
adc6c5f2f0d1a2aa6c273c0a3c9ba67193ee3cae6052e83aaad649dde697a576,peking547-b200000-dod-t8,visual-peking547-b200000-dod-t8,peking547,dod,200000,,,15,ok,True,199999.0,0.19377242496389396,0.010453214829506351,0.281968581366959,1790881,0,0,"[855772, 0.732600748538971, 0.4780219793319702]",6873051146041761150,13198516499610291869,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b200000-dod-t8
adc6c5f2f0d1a2aa6c273c0a3c9ba67193ee3cae6052e83aaad649dde697a576,peking547-b200000-dod-t8,visual-peking547-b200000-dod-t8,peking547,dod,200000,,,16,ok,True,200000.0,0.20915012134511052,0.011188298892161089,0.1675816474447367,1790881,0,0,"[176837, 0.6135531067848206, 0.09798534959554672]",12123532629016581379,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b200000-dod-t8
adc6c5f2f0d1a2aa6c273c0a3c9ba67193ee3cae6052e83aaad649dde697a576,peking547-b200000-dod-t8,visual-peking547-b200000-dod-t8,peking547,dod,200000,,,23,ok,True,200000.0,0.20915012134511052,0.011188298892161089,0.1675816474447367,1790881,0,0,"[176837, 0.6135531067848206, 0.09798534959554672]",8757541173156340851,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b200000-dod-t8
0fe355d678854765e3545727db1040702b3729f2d9d045ef16adbd32a6a3439c,peking547-b200000-transactional-t8,visual-peking547-b200000-transactional-t8,peking547,transactional,200000,,,2,ok,True,200000.0,0.20915012134511052,0.011188298892161082,0.1675816474447367,1790881,0,0,"[176837, 0.6135531067848206, 0.09798534959554672]",7457631040611022267,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b200000-transactional-t8
0fe355d678854765e3545727db1040702b3729f2d9d045ef16adbd32a6a3439c,peking547-b200000-transactional-t8,visual-peking547-b200000-transactional-t8,peking547,transactional,200000,,,15,ok,True,200000.0,1.9965571109865088,0.0995989540610598,0.1675816474447367,1790881,0,0,"[1790794, 0.9743589758872986, 1]",13058053244743975573,13198516499610291869,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b200000-transactional-t8
0fe355d678854765e3545727db1040702b3729f2d9d045ef16adbd32a6a3439c,peking547-b200000-transactional-t8,visual-peking547-b200000-transactional-t8,peking547,transactional,200000,,,16,ok,True,200000.0,0.20915012134511052,0.011030719324344596,0.1675816474447367,1790881,0,0,"[176837, 0.6135531067848206, 0.09798534959554672]",13058053244743975573,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b200000-transactional-t8
0fe355d678854765e3545727db1040702b3729f2d9d045ef16adbd32a6a3439c,peking547-b200000-transactional-t8,visual-peking547-b200000-transactional-t8,peking547,transactional,200000,,,23,ok,True,200000.0,0.20915012134511052,0.011030719324344596,0.1675816474447367,1790881,0,0,"[176837, 0.6135531067848206, 0.09798534959554672]",13058053244743975573,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b200000-transactional-t8
1196acc201b207cbf559978d043d77302090394ad5b59dd131e9b75a494f2150,peking547-b50000-classic-t1,visual-peking547-b50000-classic-t1,peking547,classic,50000,,,2,ok,True,50000.0,0.44188556383409333,0.0358324237514829,0.1675816474447367,1790881,0,0,"[13560, 0.8040292859077454, 0.007326007355004549]",17973188218998938993,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b50000-classic-t1
1196acc201b207cbf559978d043d77302090394ad5b59dd131e9b75a494f2150,peking547-b50000-classic-t1,visual-peking547-b50000-classic-t1,peking547,classic,50000,,,15,ok,True,50000.0,0.418727498700991,0.03405166256535189,0.281968581366959,1790881,0,0,"[852488, 0.7307692170143127, 0.4761904776096344]",3657799171779971871,13198516499610291869,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b50000-classic-t1
1196acc201b207cbf559978d043d77302090394ad5b59dd131e9b75a494f2150,peking547-b50000-classic-t1,visual-peking547-b50000-classic-t1,peking547,classic,50000,,,16,ok,True,50000.0,0.44188556383409333,0.0358324237514829,0.1675816474447367,1790881,0,0,"[13560, 0.8040292859077454, 0.007326007355004549]",18146684489654787983,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b50000-classic-t1
1196acc201b207cbf559978d043d77302090394ad5b59dd131e9b75a494f2150,peking547-b50000-classic-t1,visual-peking547-b50000-classic-t1,peking547,classic,50000,,,23,ok,True,50000.0,0.44188556383409333,0.03582261171767115,0.1675816474447367,1790881,0,0,"[13560, 0.8040292859077454, 0.007326007355004549]",12215008980106393295,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b50000-classic-t1
dad0f8db375276c73bfc6721b65f3592c2e5b08ccecc1f8dee41b70df82e2a33,peking547-b50000-dod-t8,visual-peking547-b50000-dod-t8,peking547,dod,50000,,,2,ok,True,49999.0,0.44188556383409333,0.0358324237514829,0.1675816474447367,1790881,0,0,"[13560, 0.8040292859077454, 0.007326007355004549]",3504792134666985163,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b50000-dod-t8
dad0f8db375276c73bfc6721b65f3592c2e5b08ccecc1f8dee41b70df82e2a33,peking547-b50000-dod-t8,visual-peking547-b50000-dod-t8,peking547,dod,50000,,,15,ok,True,50000.0,0.418727498700991,0.03405166256535189,0.281968581366959,1790881,0,0,"[852488, 0.7307692170143127, 0.4761904776096344]",18334981271927936407,13198516499610291869,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b50000-dod-t8
dad0f8db375276c73bfc6721b65f3592c2e5b08ccecc1f8dee41b70df82e2a33,peking547-b50000-dod-t8,visual-peking547-b50000-dod-t8,peking547,dod,50000,,,16,ok,True,49999.0,0.44188556383409333,0.0358324237514829,0.1675816474447367,1790881,0,0,"[13560, 0.8040292859077454, 0.007326007355004549]",7203336847110121610,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b50000-dod-t8
dad0f8db375276c73bfc6721b65f3592c2e5b08ccecc1f8dee41b70df82e2a33,peking547-b50000-dod-t8,visual-peking547-b50000-dod-t8,peking547,dod,50000,,,23,ok,True,49999.0,0.44188556383409333,0.0358324237514829,0.1675816474447367,1790881,0,0,"[13560, 0.8040292859077454, 0.007326007355004549]",2147019052593932915,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b50000-dod-t8
213559c1d6f0f84fbef44566ae5a3ae2a679316bdcb2200de07d899b58d15ec6,peking547-b50000-transactional-t8,visual-peking547-b50000-transactional-t8,peking547,transactional,50000,,,2,ok,True,49999.0,0.44188556383409333,0.0358324237514829,0.1675816474447367,1790881,0,0,"[13560, 0.8040292859077454, 0.007326007355004549]",18435347681902994536,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b50000-transactional-t8
213559c1d6f0f84fbef44566ae5a3ae2a679316bdcb2200de07d899b58d15ec6,peking547-b50000-transactional-t8,visual-peking547-b50000-transactional-t8,peking547,transactional,50000,,,15,ok,True,49999.0,1.9965571109865088,0.11532652990377568,0.1675816474447367,1790881,0,0,"[1790794, 0.9743589758872986, 1]",10475014748678183350,13198516499610291869,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b50000-transactional-t8
213559c1d6f0f84fbef44566ae5a3ae2a679316bdcb2200de07d899b58d15ec6,peking547-b50000-transactional-t8,visual-peking547-b50000-transactional-t8,peking547,transactional,50000,,,16,ok,True,49999.0,0.44188556383409333,0.03562219810256677,0.1675816474447367,1790881,0,0,"[13560, 0.8040292859077454, 0.007326007355004549]",10475014748678183350,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b50000-transactional-t8
213559c1d6f0f84fbef44566ae5a3ae2a679316bdcb2200de07d899b58d15ec6,peking547-b50000-transactional-t8,visual-peking547-b50000-transactional-t8,peking547,transactional,50000,,,23,ok,True,49999.0,0.44188556383409333,0.03562219810256677,0.1675816474447367,1790881,0,0,"[13560, 0.8040292859077454, 0.007326007355004549]",10475014748678183350,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-b50000-transactional-t8
