run,configuration,case,algorithm,cpuTimeMeaning,warmCpuMs,warmFrameMs,warmP95CpuMs,warmMaxCpuMs,gpuComputeMs,gpuDrawMs,initialCapturedN,finalCapturedN,minimumCapturedN,maximumCapturedN,raw,examined,receivers,need,feasible,exchanges,free,pairs,conflicts,donorReuse,touches,evaluations,vertexWrites,indexWrites
r3-dem-sierra-b50000-classic-t1,7f8329291874c939c1f910e56ccbe298a880c927c1cd9b7eb8d78cccf09d95f5,dem-sierra-b50000-classic-t1,classic,complete CPU update,7.38915269221029,8.749408602150538,13.169099807739258,14.697600364685059,,,8792.0,15919.0,2622.0,15919.0,,,,,,,,,,,,,,
r3-dem-sierra-b50000-dod-t8,55536e548f374fabbb0779cc5a58589f6aeb498d9c3c9a040c3ce4bebbbb6895,dem-sierra-b50000-dod-t8,dod,complete CPU update,2.4916720307001503,3.5715118279569893,4.475599765777588,4.960400104522705,,,8792.0,15919.0,2622.0,15919.0,,,,,,,,,,,,,,
r3-dem-sierra-b50000-transactional-t8,14db56aebefdb78d60f0205aea3d327f0cb2a0f1f91a786cc8e289d90d9eef44,dem-sierra-b50000-transactional-t8,transactional,complete CPU update,11.861806425997006,12.816232258064517,25.186399459838867,33.23789978027344,,,8798.0,8976.0,8798.0,8976.0,217269.0,15008.0,169.0,0.0,0.0,0.0,92.0,0.0,77.0,0.0,209971.0,102421927.0,27483.0,28014.0
r3-dem-sierra-cbt-a16,96a8e2ec0e7365f14a76b85c8bfaceaf052ad0f6fe2ef329a509109ab9051e02,dem-sierra-cbt-a16,cbt,host command recording,0.03294516122469338,0.274505376344086,0.05139999836683273,0.058400001376867294,0.06742118933534884,0.01200668127429518,,,,,,,,,,,,,,,,,,
r3-dem-sierra-cbt-a4,555420f41bf89282bb13269cac7dd71c31a82c7658a6a68cf507077f4828184e,dem-sierra-cbt-a4,cbt,host command recording,0.03655268828715048,0.6112537634408602,0.05220000073313713,0.09109999984502792,0.08171709983067198,0.02359384624287486,,,,,,,,,,,,,,,,,,
r3-dem-sierra-cbt-a8,280b9cbc756da0c1ef5fe688d56511a3e83a8334dbdd357654ff4fea9561b79e,dem-sierra-cbt-a8,cbt,host command recording,0.03843978494005178,0.6904129032258065,0.06120000034570694,0.1354999989271164,0.0700455397613101,0.01637626370763058,,,,,,,,,,,,,,,,,,
r3-generated-ridge-b50000-classic-t1,a58618edccfba74c623ff11b099fd0e5208cb431b78dc1a8c716675ef9925edc,generated-ridge-b50000-classic-t1,classic,complete CPU update,3.587575271565427,5.182784946236559,5.360400199890137,6.405300140380859,,,5443.0,8264.0,5443.0,8458.0,,,,,,,,,,,,,,
r3-generated-ridge-b50000-dod-t8,7efcbda8b68784c774d975b111f81c7f1024c669811c61d3d1b71faebced0839,generated-ridge-b50000-dod-t8,dod,complete CPU update,1.4212354870252712,2.861351612903226,2.0741000175476074,2.245800018310547,,,5443.0,8264.0,5443.0,8458.0,,,,,,,,,,,,,,
r3-generated-ridge-b50000-transactional-t8,f496ffb3b25f1aaf30b382e3a702feed3a21e73a8512e439cdd5cc7cb02e30bd,generated-ridge-b50000-transactional-t8,transactional,complete CPU update,35.14956226143786,37.180007526881724,45.273399353027344,62.241600036621094,,,5443.0,5747.0,5443.0,5747.0,65913.0,14548.0,246.0,0.0,0.0,0.0,152.0,0.0,94.0,0.0,2797340.0,151364864.0,18141.0,19020.0
r3-generated-ridge-cbt-a16,45674d23a8c6384f3678240891a1aae40a569089905bbcbb34588b854c8bbf04,generated-ridge-cbt-a16,cbt,host command recording,0.037772042897119315,0.7659978494623656,0.04969999939203262,0.09149999916553497,0.08358997802485477,0.01382364829551879,,,,,,,,,,,,,,,,,,
r3-generated-ridge-cbt-a4,f301192ce2c1eef365c89f965f2558e639401f2561759bbc8003c55814bea112,generated-ridge-cbt-a4,cbt,host command recording,0.04174086018916099,0.8314860215053763,0.07349999994039536,0.147599995136261,0.08730373646204288,0.028808087985553257,,,,,,,,,,,,,,,,,,
r3-generated-ridge-cbt-a8,eeba721acb032ab7d1ac90fb9c2d01aaa865f39c1434b69cd998e42208ddcbbe,generated-ridge-cbt-a8,cbt,host command recording,0.03803655915763429,0.6072677419354838,0.05380000174045563,0.11659999936819077,0.08651850470802286,0.019590681255027487,,,,,,,,,,,,,,,,,,
r3-peking547-b100000-classic-t1,01b61705d78f4b0248b9b04cbdc040d2c6da20c654079fb0efde1b7a132e31e5,peking547-b100000-classic-t1,classic,complete CPU update,228.1664534069243,230.6972,315.67779541015625,596.9376220703125,,,100000.0,100000.0,100000.0,100000.0,,,,,,,,,,,,,,
r3-peking547-b100000-dod-t8,abb420a5ff72b66b7f14694060d0ab6947c74cda214c377fadf432159534de5e,peking547-b100000-dod-t8,dod,complete CPU update,138.1358915056501,141.45570952380953,217.3031005859375,327.22088623046875,,,99999.0,99999.0,99999.0,100000.0,,,,,,,,,,,,,,
r3-peking547-b100000-transactional-t8,6ed17f1185eeaac863c1111c060642cf2461aad1943d9c8a5be3c23ffaf3c228,peking547-b100000-transactional-t8,transactional,complete CPU update,61.37058566865467,62.135357142857146,212.46969604492188,249.53460693359375,,,99999.0,99999.0,99999.0,99999.0,2304963.0,7680.0,412.0,412.0,412.0,173.0,0.0,79672.0,69987.0,5327.0,429077.0,26937776.0,303291.0,306477.0
r3-peking547-b200000-classic-t1,5ad43194d0ae5d933f30fbbae9fe29bcbe8aff83b6589145621a9476337175fa,peking547-b200000-classic-t1,classic,complete CPU update,492.2393253871373,496.6768380952381,724.091796875,1269.8953857421875,,,200000.0,200000.0,200000.0,200000.0,,,,,,,,,,,,,,
r3-peking547-b200000-dod-t8,adc6c5f2f0d1a2aa6c273c0a3c9ba67193ee3cae6052e83aaad649dde697a576,peking547-b200000-dod-t8,dod,complete CPU update,315.7036866687593,320.59104761904763,482.6706848144531,743.0350952148438,,,200000.0,200000.0,199999.0,200000.0,,,,,,,,,,,,,,
r3-peking547-b200000-transactional-t8,0fe355d678854765e3545727db1040702b3729f2d9d045ef16adbd32a6a3439c,peking547-b200000-transactional-t8,transactional,complete CPU update,500.76489684695287,501.60689523809526,3076.91943359375,3516.729248046875,,,200000.0,200000.0,200000.0,200000.0,4368289.0,15360.0,1114.0,1114.0,1114.0,522.0,0.0,412142.0,355191.0,48240.0,786401.0,26983753.0,609588.0,618948.0
r3-peking547-b50000-classic-t1,1196acc201b207cbf559978d043d77302090394ad5b59dd131e9b75a494f2150,peking547-b50000-classic-t1,classic,complete CPU update,102.07397333780925,103.70997619047618,154.7574005126953,235.00320434570312,,,50000.0,50000.0,50000.0,50000.0,,,,,,,,,,,,,,
r3-peking547-b50000-dod-t8,dad0f8db375276c73bfc6721b65f3592c2e5b08ccecc1f8dee41b70df82e2a33,peking547-b50000-dod-t8,dod,complete CPU update,56.259871709914435,58.25022857142857,88.6238021850586,128.12750244140625,,,49999.0,49999.0,49999.0,50000.0,,,,,,,,,,,,,,
r3-peking547-b50000-transactional-t1,f465d2c4d412982bec70567f3977779fd735bca1880bead215c3c76b65d212d1,peking547-b50000-transactional-t1,transactional,complete CPU update,128.4253471465338,129.32978571428572,285.8529052734375,298.02069091796875,,,49999.0,49999.0,49999.0,49999.0,1190653.0,3840.0,308.0,308.0,308.0,145.0,0.0,28580.0,23551.0,4127.0,469533.0,26960324.0,152655.0,155226.0
r3-peking547-b50000-transactional-t8,213559c1d6f0f84fbef44566ae5a3ae2a679316bdcb2200de07d899b58d15ec6,peking547-b50000-transactional-t8,transactional,complete CPU update,37.59019095557077,38.3023619047619,132.7008056640625,139.5384063720703,,,49999.0,49999.0,49999.0,49999.0,1190653.0,3840.0,308.0,308.0,308.0,145.0,0.0,28580.0,23551.0,4127.0,469533.0,26960324.0,152655.0,155226.0
r3-peking547-cbt-a16,34595dd6be4fba239ef2abccbfb0662c83c788be677afb95daa83c657efd0783,peking547-cbt-a16,cbt,host command recording,0.03690000002582868,0.23733333333333334,0.0568000003695488,0.09149999916553497,0.07816589584476069,0.014145684183428162,,,,,,,,,,,,,,,,,,
r3-peking547-cbt-a4,06c5ba862c982c55f04bbb726316f197828d5f5c97fd8bfb1a5b1fe266ea3a8d,peking547-cbt-a4,cbt,host command recording,0.03949523823601859,0.2586428571428571,0.061799999326467514,0.08030000329017639,0.09568842108312406,0.0223612630935876,,,,,,,,,,,,,,,,,,
r3-peking547-cbt-a8,9476fc0c35c7830b8a27be5741d88b0f191ab8db7fa65fd455e86f05097752e6,peking547-cbt-a8,cbt,host command recording,0.0360142859142451,0.24971904761904762,0.04690000042319298,0.04820000007748604,0.0920067400132355,0.01860547364738427,,,,,,,,,,,,,,,,,,
