case,arm,frame,warmup,hash,faces,raw,examined,receivers,need,feasible,exchanges,free,pairs,conflicts,cpuMs,viewMs,receiverMs,donorMs,reservationMs,sampleRepairMs
dem-sierra-b50000-transactional-t8,A,90,0,12391839687085977834,11282,145,145,0,0,0,0,0,0,0,3.4814999103546143,0,3.3771,0,0,0
dem-sierra-b50000-transactional-t8,A,91,0,12391839687085977834,11282,145,145,0,0,0,0,0,0,0,4.4808001518249512,0,4.2584999999999997,0,0.00029999999999999997,0
dem-sierra-b50000-transactional-t8,A,92,0,12391839687085977834,11282,145,145,0,0,0,0,0,0,0,3.5645999908447266,0,3.4754999999999998,0,9.9999999999999991e-05,0
dem-sierra-b50000-transactional-t8,A,93,0,12391839687085977834,11282,145,145,0,0,0,0,0,0,0,3.6900999546051025,0,3.6092,0,9.9999999999999991e-05,0
dem-sierra-b50000-transactional-t8,A,94,0,12391839687085977834,11282,145,145,0,0,0,0,0,0,0,3.1405999660491943,0,3.0354999999999999,0,9.9999999999999991e-05,0
dem-sierra-b50000-transactional-t8,A,95,0,12391839687085977834,11282,145,145,0,0,0,0,0,0,0,2.8722999095916748,0,2.8096999999999999,0,9.9999999999999991e-05,0
dem-sierra-b50000-transactional-t8,B,0,1,10614948797217787403,8938,3224,160,146,0,0,0,73,0,73,1863.4205322265625,0,272.77839999999998,0,1.9236,57.9818
dem-sierra-b50000-transactional-t8,B,1,1,869182821163855324,8974,3352,160,32,0,0,0,18,0,14,96.088798522949219,16.8139,65.899600000000007,0,0.25270000000000004,9.6728000000000005
dem-sierra-b50000-transactional-t8,B,2,1,14184253686552524531,8982,3371,160,6,0,0,0,4,0,2,104.57060241699219,13.7463,85.725200000000001,0,0.057800000000000004,3.4514
dem-sierra-b50000-transactional-t8,B,3,0,4794261026087534644,8988,3381,160,5,0,0,0,3,0,2,67.588699340820312,15.029499999999999,47.794799999999995,0,0.034799999999999998,3.4794
dem-sierra-b50000-transactional-t8,B,4,0,8802446917163747513,8994,3388,160,5,0,0,0,3,0,2,108.81340026855469,14.647500000000001,88.936999999999998,0,0.057500000000000002,3.4531999999999998
dem-sierra-b50000-transactional-t8,B,5,0,2383639958892908847,9000,3390,160,6,0,0,0,3,0,3,88.243301391601562,14.4871,70.650300000000001,0,0.045699999999999998,2.0282999999999998
dem-sierra-b50000-transactional-t8,B,6,0,7598916528618273600,9010,3389,160,10,0,0,0,5,0,5,71.204803466796875,16.6053,50.4651,0,0.072499999999999995,2.9358
dem-sierra-b50000-transactional-t8,B,7,0,5292163452386352362,9014,3354,160,2,0,0,0,2,0,0,40.707099914550781,14.0924,24.120999999999999,0,0.024899999999999999,1.7590999999999999
dem-sierra-b50000-transactional-t8,B,8,0,8436409303447532651,9026,3350,160,9,0,0,0,6,0,3,91.127296447753906,14.6531,70.841799999999992,0,0.076399999999999996,3.9582000000000002
dem-sierra-b50000-transactional-t8,B,9,0,11574355727639974185,9038,3329,160,12,0,0,0,6,0,6,72.6697998046875,12.674100000000001,54.893900000000002,0,0.082799999999999999,3.8505000000000003
dem-sierra-b50000-transactional-t8,B,10,0,15077772663398844959,9046,3302,160,7,0,0,0,4,0,3,68.795097351074219,11.658399999999999,53.705200000000005,0,0.052200000000000003,2.589
dem-sierra-b50000-transactional-t8,B,11,0,18113898229799567770,9064,3183,160,18,0,0,0,9,0,9,195.08700561523438,12.3834,174.09369999999998,0,0.14459999999999998,6.4025999999999996
dem-sierra-b50000-transactional-t8,B,12,0,796085475633915408,9094,3089,160,28,0,0,0,15,0,13,199.83419799804688,13.195,169.2526,0,0.31839999999999996,13.7058
dem-sierra-b50000-transactional-t8,B,13,0,10693029512272087764,9110,2977,160,14,0,0,0,8,0,6,158.84669494628906,13.3864,138.2987,0,0.13569999999999999,5.2885
dem-sierra-b50000-transactional-t8,B,14,0,2587596260887119176,9126,2811,160,15,0,0,0,8,0,7,162.28070068359375,19.801300000000001,132.5582,0,0.1583,7.1801000000000004
dem-sierra-b50000-transactional-t8,B,15,0,14342377880161008233,9152,2636,160,24,0,0,0,13,0,11,203.03849792480469,42.264400000000002,147.62539999999998,0,0.1656,10.2216
dem-sierra-b50000-transactional-t8,B,16,0,13074557621847783456,9196,2445,160,36,0,0,0,22,0,14,220.875,13.3582,184.94399999999999,0,0.34139999999999998,17.390800000000002
dem-sierra-b50000-transactional-t8,B,17,0,16096628276660680315,9226,2287,160,30,0,0,0,15,0,15,263.60031127929688,19.051300000000001,227.97540000000001,0,0.21640000000000001,13.2675
dem-sierra-b50000-transactional-t8,B,18,0,4219560368679999140,9248,2177,160,20,0,0,0,11,0,9,192.84429931640625,13.669600000000001,164.4332,0,0.21609999999999999,11.3086
dem-sierra-b50000-transactional-t8,B,19,0,6691561641966146201,9262,2053,160,11,0,0,0,7,0,4,147.96299743652344,11.480700000000001,126.1253,0,0.14119999999999999,7.8144000000000009
dem-sierra-b50000-transactional-t8,B,20,0,2008108845369341129,9288,1915,160,21,0,0,0,13,0,8,310.24310302734375,30.555399999999999,202.0873,0,1.4085000000000001,60.859999999999999
dem-sierra-b50000-transactional-t8,B,21,0,9978416355558604967,9322,1788,160,29,0,0,0,17,0,12,221.154296875,14.7515,189.32329999999999,0,0.37230000000000002,12.3636
dem-sierra-b50000-transactional-t8,B,22,0,4293560374887554394,9350,1681,160,25,0,0,0,14,0,11,251.19329833984375,29.925699999999999,182.61420000000001,0,0.24590000000000001,35.494699999999995
dem-sierra-b50000-transactional-t8,B,23,0,12154626617803244314,9386,1514,160,32,0,0,0,18,0,14,273.1099853515625,11.523399999999999,236.8596,0,0.37719999999999998,19.482099999999999
dem-sierra-b50000-transactional-t8,B,24,0,2796233627665261066,9418,1415,160,30,0,0,0,16,0,14,218.8883056640625,19.554100000000002,183.40790000000001,0,0.23350000000000001,11.829800000000001
dem-sierra-b50000-transactional-t8,B,25,0,1300190253350903476,9448,1303,160,25,0,0,0,15,0,10,404.03759765625,11.464,374.28899999999999,0,0.2797,14.123900000000001
dem-sierra-b50000-transactional-t8,B,26,0,10956306208591884016,9476,1169,160,24,0,0,0,14,0,10,266.58990478515625,38.403700000000001,176.4769,0,0.28339999999999999,29.822099999999999
dem-sierra-b50000-transactional-t8,B,27,0,11548884893225981875,9506,1022,160,24,0,0,0,15,0,9,373.85110473632812,11.403699999999999,347.05960000000005,0,0.40589999999999998,11.017000000000001
dem-sierra-b50000-transactional-t8,B,28,0,12480294666879463048,9538,903,160,25,0,0,0,16,0,9,411.3037109375,35.521599999999999,346.97000000000003,0,0.30870000000000003,15.6572
dem-sierra-b50000-transactional-t8,B,29,0,9257862519506546720,9576,751,160,33,0,0,0,19,0,14,297.55859375,11.5497,256.01800000000003,0,0.42509999999999998,22.6616
dem-sierra-b50000-transactional-t8,B,30,0,3388576060020666606,9614,652,160,30,0,0,0,19,0,11,352.10989379882812,14.9648,308.34650000000005,0,0.37090000000000001,22.199400000000001
dem-sierra-b50000-transactional-t8,B,31,0,14362824107813519185,9646,571,160,32,0,0,0,16,0,16,244.3450927734375,10.525,217.37110000000001,0,0.2286,10.296700000000001
dem-sierra-b50000-transactional-t8,B,32,0,11139025950728383120,9654,572,160,7,0,0,0,4,0,3,131.84190368652344,9.9764999999999997,116.31469999999999,0,0.13200000000000001,3.5097999999999998
dem-sierra-b50000-transactional-t8,B,33,0,14768332087635205767,9658,669,160,2,0,0,0,2,0,0,53.985801696777344,12.694000000000001,39.006399999999999,0,0.026599999999999999,1.6044
dem-sierra-b50000-transactional-t8,B,34,0,14768332087635205767,9658,805,160,0,0,0,0,0,0,0,92.529502868652344,10.6037,81.686199999999999,0,9.9999999999999991e-05,0
dem-sierra-b50000-transactional-t8,B,35,0,6553494487908325002,9662,977,160,3,0,0,0,2,0,1,128.48109436035156,12.401,112.751,0,0.033000000000000002,2.4628999999999999
dem-sierra-b50000-transactional-t8,B,36,0,2005181765657442078,9664,1131,160,2,0,0,0,1,0,1,177.73989868164062,12.177999999999999,163.5718,0,0.020999999999999998,1.2104999999999999
dem-sierra-b50000-transactional-t8,B,37,0,6360695696711393998,9666,1294,160,1,0,0,0,1,0,0,43.078098297119141,10.722799999999999,31.462600000000002,0,0.010999999999999999,0.57269999999999999
dem-sierra-b50000-transactional-t8,B,38,0,5024859066437390605,9672,1482,160,4,0,0,0,3,0,1,107.63330078125,12.698499999999999,92.3155,0,0.0453,1.7884000000000002
dem-sierra-b50000-transactional-t8,B,39,0,1705271438146540216,9674,1625,160,2,0,0,0,1,0,1,73.050300598144531,11.461499999999999,60.098800000000004,0,0.013100000000000001,0.99449999999999994
dem-sierra-b50000-transactional-t8,B,40,0,17947872249613484476,9676,1750,160,1,0,0,0,1,0,0,90.877799987792969,19.0093,70.495100000000008,0,0.0126,0.89190000000000003
dem-sierra-b50000-transactional-t8,B,41,0,6107807903201846897,9688,1942,160,8,0,0,0,6,0,2,113.21700286865234,22.950100000000003,84.541699999999992,0,0.10919999999999999,4.1093000000000002
dem-sierra-b50000-transactional-t8,B,42,0,15027804525358123589,9696,2090,160,5,0,0,0,4,0,1,71.097801208496094,12.042199999999999,55.997,0,0.0659,2.0230999999999999
dem-sierra-b50000-transactional-t8,B,43,0,11386497302929310765,9698,2255,160,1,0,0,0,1,0,0,57.519699096679688,10.867900000000001,44.885799999999996,0,0.013299999999999999,1.0206999999999999
dem-sierra-b50000-transactional-t8,B,44,0,6933044654974636422,9700,2407,160,2,0,0,0,1,0,1,76.975303649902344,11.6713,63.363699999999994,0,0.026100000000000002,1.2925
dem-sierra-b50000-transactional-t8,B,45,0,17205562924212516077,9702,2554,160,1,0,0,0,1,0,0,58.454299926757812,12.9899,41.971300000000006,0,0.020400000000000001,2.4762999999999997
dem-sierra-b50000-transactional-t8,B,46,0,13020453336753438404,9710,2686,160,6,0,0,0,4,0,2,100.58149719238281,11.8309,84.876499999999993,0,0.077499999999999999,2.8014000000000001
dem-sierra-b50000-transactional-t8,B,47,0,3610830327693279907,9722,2893,160,7,0,0,0,6,0,1,72.640998840332031,13.671900000000001,53.937899999999999,0,0.082200000000000009,3.9015999999999997
dem-sierra-b50000-transactional-t8,B,48,0,852793122568151991,9734,3081,160,9,0,0,0,6,0,3,59.158298492431641,12.1562,43.084900000000005,0,0.078600000000000003,2.7212999999999998
dem-sierra-b50000-transactional-t8,B,49,0,7377527221252110974,9738,3284,160,3,0,0,0,2,0,1,63.977901458740234,33.0107,29.268800000000002,0,0.037499999999999999,1.0805
dem-sierra-b50000-transactional-t8,B,50,0,8684787969369474198,9740,3474,160,1,0,0,0,1,0,0,43.400199890136719,14.486600000000001,27.5778,0,0.0135,0.87229999999999996
dem-sierra-b50000-transactional-t8,B,51,0,15821191493676342612,9742,3639,160,1,0,0,0,1,0,0,49.340000152587891,13.9146,34.219499999999996,0,0.014500000000000001,0.83699999999999997
dem-sierra-b50000-transactional-t8,B,52,0,15022935836973062697,9744,3766,160,1,0,0,0,1,0,0,48.947799682617188,15.796100000000001,31.715100000000003,0,0.0155,0.9405
dem-sierra-b50000-transactional-t8,B,53,0,8831458171409363733,9746,3895,160,2,0,0,0,1,0,1,49.930801391601562,13.194700000000001,35.654699999999998,0,0.014199999999999999,0.66859999999999997
dem-sierra-b50000-transactional-t8,B,54,0,8831458171409363733,9746,3946,160,0,0,0,0,0,0,0,41.130599975585938,12.484399999999999,28.5062,0,0,0
dem-sierra-b50000-transactional-t8,B,55,0,14909530707667831442,9748,3996,160,1,0,0,0,1,0,0,41.451301574707031,12.761800000000001,27.309900000000003,0,0.014800000000000001,0.87469999999999992
dem-sierra-b50000-transactional-t8,B,56,0,14909530707667831442,9748,3998,160,0,0,0,0,0,0,0,43.070098876953125,12.9262,29.932099999999998,0,0.00029999999999999997,0
dem-sierra-b50000-transactional-t8,B,57,0,14909530707667831442,9748,4035,160,0,0,0,0,0,0,0,41.478099822998047,13.222,28.004899999999999,0,0.00029999999999999997,0
dem-sierra-b50000-transactional-t8,B,58,0,14909530707667831442,9748,4051,160,0,0,0,0,0,0,0,41.507598876953125,13.270199999999999,28.021699999999999,0,9.9999999999999991e-05,0
dem-sierra-b50000-transactional-t8,B,59,0,14909530707667831442,9748,4052,160,0,0,0,0,0,0,0,36.799301147460938,15.094099999999999,21.5319,0,0.00019999999999999998,0
dem-sierra-b50000-transactional-t8,B,60,0,40167193442142411,9752,4038,160,3,0,0,0,2,0,1,56.356899261474609,20.551199999999998,33.345500000000001,0,0.029000000000000001,1.7987000000000002
dem-sierra-b50000-transactional-t8,B,61,0,40167193442142411,9752,4028,160,0,0,0,0,0,0,0,60.812000274658203,17.067700000000002,43.6066,0,9.9999999999999991e-05,0
dem-sierra-b50000-transactional-t8,B,62,0,40167193442142411,9752,4007,160,0,0,0,0,0,0,0,51.986198425292969,17.118299999999998,34.635199999999998,0,9.9999999999999991e-05,0
dem-sierra-b50000-transactional-t8,B,63,0,40167193442142411,9752,4019,160,0,0,0,0,0,0,0,32.901298522949219,15.5329,17.233600000000003,0,9.9999999999999991e-05,0
dem-sierra-b50000-transactional-t8,B,64,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,38.828701019287109,19.426500000000001,19.2103,0,0.00019999999999999998,0
dem-sierra-b50000-transactional-t8,B,65,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,24.002399444580078,0,23.8307,0,0.00019999999999999998,0
dem-sierra-b50000-transactional-t8,B,66,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,19.92140007019043,0,19.535599999999999,0,0.00019999999999999998,0
dem-sierra-b50000-transactional-t8,B,67,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,15.902099609375,0,15.755999999999998,0,0.00019999999999999998,0
dem-sierra-b50000-transactional-t8,B,68,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,22.681499481201172,0,22.4894,0,9.9999999999999991e-05,0
dem-sierra-b50000-transactional-t8,B,69,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,18.086599349975586,0,17.866300000000003,0,0.00019999999999999998,0
dem-sierra-b50000-transactional-t8,B,70,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,17.507200241088867,0,17.328699999999998,0,0.00039999999999999996,0
dem-sierra-b50000-transactional-t8,B,71,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,15.67650032043457,0,15.497800000000002,0,0.00019999999999999998,0
dem-sierra-b50000-transactional-t8,B,72,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,25.950599670410156,0,25.566300000000002,0,9.9999999999999991e-05,0
dem-sierra-b50000-transactional-t8,B,73,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,24.304300308227539,0,24.153700000000001,0,0.00029999999999999997,0
dem-sierra-b50000-transactional-t8,B,74,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,16.611799240112305,0,16.451599999999999,0,0,0
dem-sierra-b50000-transactional-t8,B,75,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,18.126199722290039,0,17.976700000000001,0,9.9999999999999991e-05,0
dem-sierra-b50000-transactional-t8,B,76,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,21.593900680541992,0,21.3064,0,9.9999999999999991e-05,0
dem-sierra-b50000-transactional-t8,B,77,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,18.272300720214844,0,18.072499999999998,0,9.9999999999999991e-05,0
dem-sierra-b50000-transactional-t8,B,78,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,20.432600021362305,0,20.2776,0,9.9999999999999991e-05,0
dem-sierra-b50000-transactional-t8,B,79,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,29.29210090637207,0,28.918499999999998,0,0.00029999999999999997,0
dem-sierra-b50000-transactional-t8,B,80,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,16.755500793457031,0,16.587399999999999,0,9.9999999999999991e-05,0
dem-sierra-b50000-transactional-t8,B,81,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,18.936300277709961,0,18.761300000000002,0,9.9999999999999991e-05,0
dem-sierra-b50000-transactional-t8,B,82,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,22.009500503540039,0,21.773700000000002,0,9.9999999999999991e-05,0
dem-sierra-b50000-transactional-t8,B,83,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,21.870700836181641,0,21.099499999999999,0,0,0
dem-sierra-b50000-transactional-t8,B,84,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,17.679399490356445,0,17.488199999999999,0,0.00029999999999999997,0
dem-sierra-b50000-transactional-t8,B,85,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,19.40519905090332,0,19.266300000000001,0,0,0
dem-sierra-b50000-transactional-t8,B,86,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,18.712200164794922,0,18.549199999999999,0,0,0
dem-sierra-b50000-transactional-t8,B,87,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,32.982799530029297,0,32.773900000000005,0,0,0
dem-sierra-b50000-transactional-t8,B,88,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,20.892400741577148,0,20.7423,0,9.9999999999999991e-05,0
dem-sierra-b50000-transactional-t8,B,89,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,20.093799591064453,0,19.938000000000002,0,9.9999999999999991e-05,0
dem-sierra-b50000-transactional-t8,B,90,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,20.596599578857422,0,20.415599999999998,0,9.9999999999999991e-05,0
dem-sierra-b50000-transactional-t8,B,91,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,57.179698944091797,0,56.9206,0,0.00019999999999999998,0
dem-sierra-b50000-transactional-t8,B,92,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,31.581399917602539,0,30.762699999999999,0,0.00029999999999999997,0
dem-sierra-b50000-transactional-t8,B,93,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,19.226999282836914,0,18.788900000000002,0,0.00029999999999999997,0
dem-sierra-b50000-transactional-t8,B,94,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,18.000499725341797,0,17.835100000000001,0,9.9999999999999991e-05,0
dem-sierra-b50000-transactional-t8,B,95,0,40167193442142411,9752,4036,160,0,0,0,0,0,0,0,19.968799591064453,0,19.807399999999998,0,9.9999999999999991e-05,0
dem-canyon-b50000-transactional-t8,A,0,1,18310532186020248733,50000,269,160,39,39,39,23,0,2988,966,4847.89501953125,0,28.258299999999998,6.9487999999999994,15.393799999999999,25.925000000000001
dem-canyon-b50000-transactional-t8,A,1,1,7181735728708327569,50000,249,160,27,27,27,12,0,2576,982,71.82080078125,17.939400000000003,19.8995,5.9090999999999996,9.8139000000000003,15.899300000000002
dem-canyon-b50000-transactional-t8,A,2,1,1415755428884888934,50000,256,160,22,22,22,10,0,2089,910,63.340900421142578,17.852399999999999,14.778700000000001,6.8741999999999992,9.1815999999999995,12.6473
dem-canyon-b50000-transactional-t8,A,3,0,2484248843349495766,49999,285,160,44,44,44,20,0,4382,2341,96.033798217773438,17.667999999999999,20.434899999999999,5.9131,21.101800000000001,27.299099999999999
dem-canyon-b50000-transactional-t8,A,4,0,9260607519311205385,50000,316,160,40,39,39,19,1,3776,1886,106.78389739990234,16.675700000000003,20.027699999999999,6.3768000000000002,20.118000000000002,37.8018
dem-canyon-b50000-transactional-t8,A,5,0,10210823176353397553,50000,338,160,33,33,33,12,0,3721,1744,81.944297790527344,17.9649,23.028099999999998,7.1086999999999998,13.5252,16.844200000000001
dem-canyon-b50000-transactional-t8,A,6,0,14513748919935768525,50000,390,160,30,30,30,13,0,3088,1409,85.360603332519531,17.3017,29.670100000000001,6.1725000000000003,11.189500000000001,18.058999999999997
dem-canyon-b50000-transactional-t8,A,7,0,18115781184970968521,49999,456,160,23,23,23,11,0,2263,1028,72.077201843261719,19.595700000000001,21.125299999999999,6.2277000000000005,8.7688000000000006,13.746499999999999
dem-canyon-b50000-transactional-t8,A,8,0,1739700633004978214,49997,528,160,30,29,29,15,1,2826,928,79.562400817871094,17.735500000000002,20.273099999999999,6.4755000000000003,7.7119,24.3705
dem-canyon-b50000-transactional-t8,A,9,0,13161621297279532671,50000,633,160,23,21,19,10,2,2197,570,73.644798278808594,19.748100000000001,20.935499999999998,5.8488999999999995,5.1673,19.400199999999998
dem-canyon-b50000-transactional-t8,A,10,0,16594265425784660547,50000,710,160,24,24,22,13,0,2455,656,71.790901184082031,17.4054,22.355699999999999,5.7898000000000005,4.6854000000000005,18.519100000000002
dem-canyon-b50000-transactional-t8,A,11,0,2152659177218640062,49999,810,160,19,19,17,9,0,2008,519,66.558601379394531,19.318300000000001,24.8245,6.1028000000000002,3.3904000000000001,11.0665
dem-canyon-b50000-transactional-t8,A,12,0,17394019967020694636,49999,953,160,24,24,24,13,0,2375,712,73.205703735351562,17.2117,22.5105,5.6271999999999993,5.7930000000000001,19.516500000000001
dem-canyon-b50000-transactional-t8,A,13,0,1142821854136610354,49999,1133,160,21,20,20,13,0,1962,273,69.86419677734375,16.221800000000002,26.122900000000001,6.3742000000000001,2.7430000000000003,15.655900000000001
dem-canyon-b50000-transactional-t8,A,14,0,9965028003053994292,49999,1464,160,30,29,29,15,1,3460,520,80.695098876953125,17.069299999999998,29.910900000000002,5.6212999999999997,4.5217000000000001,19.472300000000001
dem-canyon-b50000-transactional-t8,A,15,0,5089035496710288755,49999,1844,160,30,30,30,16,0,3180,549,74.444900512695312,16.660700000000002,22.484299999999998,5.5206999999999997,7.3061000000000007,19.253200000000003
dem-canyon-b50000-transactional-t8,A,16,0,15413007637658623849,49999,2352,160,33,33,33,20,0,3413,555,77.608001708984375,16.465299999999999,22.8721,6.6039999999999992,8.0391000000000012,19.720399999999998
dem-canyon-b50000-transactional-t8,A,17,0,7549672549049250863,49999,2871,160,30,30,30,16,0,3330,505,70.107597351074219,19.347300000000001,18.413,5.9335000000000004,4.8883000000000001,17.384799999999998
dem-canyon-b50000-transactional-t8,A,18,0,9752041901628189213,49999,3541,160,25,25,25,15,0,2906,288,71.454002380371094,17.0839,19.714200000000002,6.4119000000000002,4.0823999999999998,20.703099999999999
dem-canyon-b50000-transactional-t8,A,19,0,3517127108890787122,49999,4382,160,31,31,31,15,0,3823,322,62.556900024414062,16.998699999999999,17.351900000000001,5.9807000000000006,3.4903999999999997,15.5145
dem-canyon-b50000-transactional-t8,A,20,0,2893658964334425346,49999,5393,160,43,43,43,19,0,5387,682,77.447502136230469,16.482699999999998,23.229199999999999,6.3039000000000005,8.1936,19.703299999999999
dem-canyon-b50000-transactional-t8,A,21,0,11431810750440976177,49999,6600,160,27,27,27,9,0,3667,157,54.664199829101562,16.751899999999999,17.465700000000002,7.0276999999999994,2.3132000000000001,9.2431999999999999
dem-canyon-b50000-transactional-t8,A,22,0,13417415923984203321,49999,7920,160,31,31,31,11,0,4257,195,73.003501892089844,15.550800000000001,26.374100000000002,6.4802,2.6713999999999998,18.9192
dem-canyon-b50000-transactional-t8,A,23,0,13149676034599784473,49999,9420,160,29,29,29,9,0,3895,178,67.278297424316406,15.873000000000001,25.0654,6.3797999999999995,2.1534,15.067399999999999
dem-canyon-b50000-transactional-t8,A,24,0,10526567125082675985,49999,11047,160,23,23,23,14,0,1939,220,70.29840087890625,16.240000000000002,22.504000000000001,4.7197999999999993,2.7146000000000003,21.176000000000002
dem-canyon-b50000-transactional-t8,A,25,0,15630851195669865353,50000,12772,160,29,28,28,14,1,3020,273,65.048202514648438,15.5593,18.0961,5.2769000000000004,3.6347,19.562999999999999
dem-canyon-b50000-transactional-t8,A,26,0,11303720191912657722,50000,14446,160,36,36,36,17,0,4327,325,67.565299987792969,15.844199999999999,21.677,4.5427999999999997,3.4087000000000001,19.0946
dem-canyon-b50000-transactional-t8,A,27,0,1863468358108283395,50000,16405,160,34,34,34,13,0,4403,99,61.334598541259766,17.178100000000001,18.002800000000001,4.7039,1.6427,17.118499999999997
dem-canyon-b50000-transactional-t8,A,28,0,17861956447361228252,50000,18217,160,39,39,39,16,0,5143,105,61.472698211669922,14.7174,18.8935,5.1893000000000002,2.4784999999999999,16.973499999999998
dem-canyon-b50000-transactional-t8,A,29,0,12389367839223306153,50000,19882,160,46,46,46,20,0,5616,469,66.904998779296875,15.6174,17.3962,4.9826000000000006,5.3030999999999997,20.226700000000001
dem-canyon-b50000-transactional-t8,A,30,0,3612647205717519113,50000,21382,160,43,43,43,18,0,5125,873,72.052902221679688,15.822800000000001,20.393699999999999,5.125,9.6498000000000008,16.231200000000001
dem-canyon-b50000-transactional-t8,A,31,0,6756983710398557472,50000,22619,160,47,47,47,26,0,4926,662,84.605003356933594,15.878300000000001,17.840000000000003,4.9245000000000001,8.297600000000001,32.037299999999995
dem-canyon-b50000-transactional-t8,A,32,0,17471783984539291566,50000,23010,160,22,22,22,14,0,2051,311,57.380298614501953,17.555199999999999,17.148900000000001,4.9230999999999998,2.6821000000000002,12.526900000000001
dem-canyon-b50000-transactional-t8,A,33,0,4279705837030116883,49999,21802,160,12,12,12,10,0,1306,7,57.771499633789062,15.082000000000001,19.217100000000002,5.2674999999999992,0.78349999999999997,14.761700000000001
dem-canyon-b50000-transactional-t8,A,34,0,14137545371487332322,49999,20352,160,16,16,16,5,0,2278,229,46.881599426269531,14.867099999999999,17.646599999999999,5.3414999999999999,2.3454999999999999,5.3810000000000002
dem-canyon-b50000-transactional-t8,A,35,0,9927644494595892667,49999,18799,160,16,16,16,4,0,2280,36,44.6083984375,16.689,14.4686,5.9161999999999999,0.80699999999999994,5.3906000000000001
dem-canyon-b50000-transactional-t8,A,36,0,11663448119803983407,49999,17000,160,15,15,15,5,0,2051,2,46.397701263427734,16.4071,16.482299999999999,5.9109999999999996,0.38630000000000003,5.5595999999999997
dem-canyon-b50000-transactional-t8,A,37,0,6502355762706830907,49999,15051,160,16,16,16,6,0,2158,35,48.218898773193359,16.019500000000001,14.4635,6.0889999999999995,0.95840000000000003,9.4207000000000001
dem-canyon-b50000-transactional-t8,A,38,0,9998073468188249383,49999,13258,160,12,12,12,7,0,1321,117,46.956298828125,14.276,17.2453,5.1628000000000007,1.4915,7.1581000000000001
dem-canyon-b50000-transactional-t8,A,39,0,6957605208019022595,49999,11601,160,3,3,3,2,0,245,2,41.427101135253906,17.407800000000002,14.286,6.1554000000000002,0.12459999999999999,2.5327000000000002
dem-canyon-b50000-transactional-t8,A,40,0,3483041679717917684,49999,9889,160,6,6,6,4,0,662,26,43.362598419189453,16.342300000000002,15.0266,6.6014999999999997,0.44690000000000002,4.0581999999999994
dem-canyon-b50000-transactional-t8,A,41,0,4918836378839299407,49999,8412,160,10,10,10,5,0,1276,48,50.155498504638672,18.720299999999998,15.629199999999999,7.3188999999999993,0.95269999999999999,6.2165999999999997
dem-canyon-b50000-transactional-t8,A,42,0,13449280684687990017,49999,7078,160,9,9,9,6,0,877,47,45.044399261474609,17.030100000000001,12.5723,5.4836999999999998,0.87280000000000002,7.6268000000000002
dem-canyon-b50000-transactional-t8,A,43,0,578027143649923264,49999,5746,160,14,14,14,7,0,1533,144,50.330600738525391,16.1753,16.273499999999999,6.5552000000000001,2.1556999999999999,7.6593
dem-canyon-b50000-transactional-t8,A,44,0,5000254767443653696,49999,4707,160,11,11,11,7,0,1159,146,55.473300933837891,15.7494,19.764799999999997,8.5070999999999994,1.9343999999999999,7.6785999999999994
dem-canyon-b50000-transactional-t8,A,45,0,10909419231827520647,49999,3816,160,14,14,14,10,0,1374,59,60.238601684570312,16.605899999999998,18.2818,7.8000999999999996,1.7252999999999998,12.779399999999999
dem-canyon-b50000-transactional-t8,A,46,0,611993561243985995,49999,3074,160,17,17,17,10,0,1889,258,55.143100738525391,19.041499999999999,16.1906,6.6260000000000003,1.8391,9.9254999999999995
