scene,frame,event,warmup,cpuMs,receiverMs,donorMs,viewMs,exchanges,free,examined,receiver_stage,task_wall_sum_receiver_certification,task_wall_sum_pointwise_quality,task_wall_sum_proposal,pointwise_batch,fit_bound_failed,shape_infeasible,quality_samples,quality_exact_samples
dem-canyon,40,return,0,96.427299499511719,66.458299999999994,12.457800000000001,16.410299999999999,0,0,160,0.0704862,0.1477256,0.1927079,0.013847599999999996,0,625,199,4625,811
dem-canyon,41,return,0,93.333000183105469,62.847899999999996,12.375499999999999,17.1783,0,0,160,0.0664523,0.14160480000000003,0.1700451,0.014778199999999997,0,676,200,4046,657
dem-canyon,42,return,0,105.3572998046875,73.396699999999996,14.4038,16.9849,0,0,160,0.0723832,0.14575329999999997,0.1588476,0.014674999999999995,0,684,240,3825,647
dem-canyon,43,return,0,139.11210632324219,109.00749999999999,12.1562,17.2315,0,0,160,0.0999032,0.1365602,0.20025020000000004,0.014427499999999998,0,611,272,5817,861
dem-canyon,44,return,0,106.22769927978516,75.986799999999988,12.3163,17.2469,0,0,160,0.0790331,0.1513975,0.13915499999999997,0.015828799999999997,0,600,361,3538,610
dem-canyon,45,return,0,103.70240020751953,73.951699999999988,12.2395,16.9666,0,0,160,0.0887409,0.16556969999999996,0.13775400000000002,0.0166393,0,606,367,3494,610
dem-canyon,46,return,0,118.41799926757812,88.557999999999993,13.761000000000001,15.656000000000001,0,0,160,0.0848966,0.15841389999999997,0.1408806,0.016190399999999994,0,524,461,3463,597
dem-canyon,47,return,0,130.8916015625,100.5197,12.826000000000001,17.083000000000002,0,0,160,0.0884171,0.1617388,0.1677621,0.0167184,0,489,438,4097,704
dem-canyon,48,return,0,120.08470153808594,88.121500000000012,13.423,18.1754,0,0,160,0.0943528,0.17175420000000005,0.1523291,0.016971299999999998,0,504,463,3894,658
dem-canyon,49,return,0,130.65280151367188,99.018300000000011,13.7232,17.482500000000002,0,0,160,0.0984456,0.17303999999999994,0.1425403,0.017250499999999995,0,490,526,3709,656
dem-canyon,50,return,0,115.82820129394531,97.471500000000006,0,18.140599999999999,0,0,160,0.1137715,0.1787615,0.08710310000000002,0.017536999999999997,0,517,535,2496,574
dem-canyon,51,return,0,123.75209808349609,91.203599999999994,14.063499999999999,18.023199999999999,0,0,160,0.1136327,0.18848469999999987,0.14703519999999998,0.0186365,0,554,456,3852,684
dem-canyon,52,return,0,127.53079986572266,97.651799999999994,11.7178,17.796599999999998,0,0,160,0.0951059,0.16882339999999998,0.136464,0.017708099999999994,0,562,463,3713,680
dem-canyon,53,return,0,126.61119842529297,96.679600000000008,11.914599999999998,17.6219,0,0,160,0.1119821,0.19553759999999998,0.1418528,0.0185029,0,551,486,3775,714
dem-canyon,54,return,0,126.17440032958984,107.96409999999999,0,18.029300000000003,0,0,160,0.106061,0.21605210000000002,0.10576000000000002,0.017720500000000004,0,578,463,2854,766
dem-canyon,55,return,0,107.81610107421875,89.978200000000001,0,17.692900000000002,0,0,160,0.1090244,0.21688840000000006,0.10881349999999998,0.018142,0,580,461,2944,825
dem-canyon,56,return,0,85.268699645996094,68.310299999999998,0,16.732400000000002,0,0,160,0.0817475,0.17689699999999997,0.09515569999999998,0.016335499999999996,0,582,470,2679,724
dem-canyon,57,return,0,101.63950347900391,71.403900000000007,11.6471,18.2196,0,0,160,0.0815666,0.15261880000000005,0.12682759999999998,0.014710899999999996,0,609,444,3677,731
dem-canyon,58,return,0,89.84100341796875,59.040799999999997,11.8787,18.393799999999999,0,0,160,0.0624304,0.11640759999999999,0.10544419999999999,0.012611799999999996,0,650,414,3129,538
dem-canyon,59,return,0,95.918800354003906,62.217799999999997,15.824999999999999,17.5395,0,0,160,0.0627817,0.11844019999999997,0.14962140000000002,0.011988599999999997,0,681,382,6039,781
dem-canyon,60,return,0,169.47430419921875,137.7081,13.201700000000001,18.000499999999999,0,0,160,0.1356502,0.0957433,0.1835853,0.009960399999999996,0,723,322,8375,1143
dem-canyon,61,return,0,68.572898864746094,49.424399999999999,0,18.732100000000003,0,0,160,0.0476911,0.08976139999999999,0.040132600000000004,0.008742199999999999,0,878,219,1632,425
dem-canyon,62,return,0,44.077499389648438,25.973099999999999,0,17.910800000000002,0,0,160,0.0236486,0.07852649999999999,0.012106999999999998,0.007906599999999998,0,925,186,414,141
dem-canyon,63,return,0,53.391899108886719,19.267800000000001,13.567400000000001,20.177799999999998,0,0,160,0.0202989,0.0788312,0.053285799999999994,0.0074138999999999984,0,895,185,1280,76
dem-canyon,64,recovery,0,58.964599609375,17.017399999999999,20.9376,18.5093,2,1,160,0.0162106,0.07124779999999997,0.0609985,0.007220099999999997,7.52e-05,902,185,1651,79
dem-canyon,65,recovery,0,10.661299705505371,10.557399999999999,0,0,0,0,160,0.0112528,0.069249,0,0.0071443999999999995,0,934,186,0,0
dem-canyon,66,recovery,0,11.827899932861328,11.662600000000001,0,0,0,0,160,0.0112332,0.0735014,0,0.007753299999999998,0,934,186,0,0
dem-canyon,67,recovery,0,11.683899879455566,11.473100000000001,0,0,0,0,160,0.011116,0.07318460000000002,0,0.007877199999999996,0,934,186,0,0
dem-canyon,68,recovery,0,11.814900398254395,11.6921,0,0,0,0,160,0.0112941,0.06902980000000002,0,0.007563299999999999,0,934,186,0,0
dem-canyon,69,recovery,0,11.48900032043457,11.324499999999999,0,0,0,0,160,0.0119411,0.074004,0,0.007712799999999999,0,934,186,0,0
dem-canyon,70,recovery,0,35.047401428222656,34.852899999999998,0,0,0,0,160,0.0104756,0.06432819999999997,0,0.007499599999999998,0,934,186,0,0
dem-canyon,71,recovery,0,41.173599243164062,40.874899999999997,0,0,0,0,160,0.0114954,0.07158890000000001,0,0.007674799999999997,0,934,186,0,0
dem-canyon,72,recovery,0,25.870599746704102,25.4468,0,0,0,0,160,0.010439,0.06956470000000001,0,0.007325699999999999,0,934,186,0,0
dem-canyon,73,recovery,0,17.084699630737305,16.8581,0,0,0,0,160,0.0108283,0.06696540000000002,0,0.007080699999999999,0,934,186,0,0
dem-canyon,74,recovery,0,16.600200653076172,16.302099999999999,0,0,0,0,160,0.0118031,0.0730642,0,0.007645299999999999,0,934,186,0,0
dem-canyon,75,recovery,0,11.174200057983398,10.9984,0,0,0,0,160,0.0108784,0.06975699999999999,0,0.0077063999999999995,0,934,186,0,0
dem-canyon,76,recovery,0,12.135800361633301,11.953200000000001,0,0,0,0,160,0.0105748,0.06436930000000002,0,0.007110999999999997,0,934,186,0,0
dem-canyon,77,recovery,0,12.193499565124512,12.0572,0,0,0,0,160,0.0117643,0.0699701,0,0.0073120999999999985,0,934,186,0,0
dem-canyon,78,recovery,0,12.093799591064453,11.9725,0,0,0,0,160,0.0106187,0.06980800000000001,0,0.007515799999999999,0,934,186,0,0
dem-canyon,79,recovery,0,11.161399841308594,11.053100000000001,0,0,0,0,160,0.0110734,0.07206429999999998,0,0.007743999999999997,0,934,186,0,0
dem-canyon,80,recovery,0,12.413800239562988,12.2721,0,0,0,0,160,0.011114,0.0706494,0,0.0077218999999999986,0,934,186,0,0
dem-canyon,81,recovery,0,11.317700386047363,11.209899999999999,0,0,0,0,160,0.0115488,0.0719036,0,0.007946699999999998,0,934,186,0,0
dem-canyon,82,recovery,0,10.754799842834473,10.552900000000001,0,0,0,0,160,0.0119664,0.07062230000000001,0,0.0070739,0,934,186,0,0
dem-canyon,83,recovery,0,10.983699798583984,10.803500000000001,0,0,0,0,160,0.0124261,0.07630210000000001,0,0.007832299999999999,0,934,186,0,0
dem-canyon,84,recovery,0,11.895199775695801,11.6282,0,0,0,0,160,0.0114391,0.07106410000000002,0,0.007528599999999999,0,934,186,0,0
dem-canyon,85,recovery,0,11.773099899291992,11.5844,0,0,0,0,160,0.0115763,0.068241,0,0.007034199999999997,0,934,186,0,0
dem-canyon,86,recovery,0,12.193699836730957,12.036799999999999,0,0,0,0,160,0.0109904,0.0737903,0,0.007411199999999997,0,934,186,0,0
dem-canyon,87,recovery,0,12.058799743652344,11.849,0,0,0,0,160,0.0116413,0.0736143,0,0.008119499999999998,0,934,186,0,0
dem-canyon,88,recovery,0,12.14430046081543,11.9907,0,0,0,0,160,0.0116074,0.0779456,0,0.007808199999999999,0,934,186,0,0
dem-canyon,89,recovery,0,10.396300315856934,10.2014,0,0,0,0,160,0.0125932,0.07859909999999999,0,0.008044599999999996,0,934,186,0,0
dem-canyon,90,recovery,0,11.271599769592285,11.0642,0,0,0,0,160,0.0115727,0.07464579999999998,0,0.0077824,0,934,186,0,0
dem-canyon,91,recovery,0,11.823300361633301,11.707100000000001,0,0,0,0,160,0.0118261,0.0738555,0,0.007863499999999995,0,934,186,0,0
dem-canyon,92,recovery,0,11.677200317382812,11.510400000000001,0,0,0,0,160,0.0114844,0.07038679999999999,0,0.007343099999999999,0,934,186,0,0
dem-canyon,93,recovery,0,11.945899963378906,11.7736,0,0,0,0,160,0.0117125,0.0736496,0,0.007672,0,934,186,0,0
dem-canyon,94,recovery,0,10.064000129699707,9.9291999999999998,0,0,0,0,160,0.0109613,0.07096699999999999,0,0.007846899999999997,0,934,186,0,0
dem-canyon,95,recovery,0,10.751299858093262,10.6417,0,0,0,0,160,0.0116981,0.0724274,0,0.007176499999999998,0,934,186,0,0
