frame,thread,records,boundsBuilds,exactBuilds,boundsSides,exactSides,boundsHeights,exactHeights
15,6,6,6,3,67,11,10,2
15,6,6,6,6,596,65,142,14
15,6,12,12,12,10354,438,900,80
15,6,12,12,12,35952,696,3268,56
15,6,6,6,6,803,78,168,14
16,6,6,6,6,310,40,62,6
16,6,12,12,12,10780,414,868,40
16,6,12,12,12,13532,504,1668,88
16,6,12,12,12,10238,398,868,116
16,6,12,12,12,11880,392,868,32
16,6,12,12,12,13532,504,1668,12
16,6,12,12,12,13532,504,1668,80
17,6,6,6,6,596,65,142,14
17,6,12,12,12,10780,414,868,88
17,6,12,12,12,6840,316,468,92
17,6,12,12,12,35952,696,3268,160
17,6,12,12,12,12108,482,1668,44
18,6,6,5,4,60,12,14,6
18,6,6,6,4,111,18,28,8
18,6,4,3,3,72,16,22,8
18,6,20,20,19,2578,199,286,132
18,6,6,5,4,60,12,14,6
18,6,12,12,12,11880,392,868,4
18,6,12,12,12,7152,332,468,88
18,6,12,12,12,8302,335,644,52
19,6,6,5,4,60,12,14,6
19,6,6,6,4,111,18,28,8
19,6,4,3,3,72,16,22,8
19,6,20,20,19,2578,199,286,132
19,6,12,12,12,13532,504,1668,56
19,6,12,12,12,20096,610,2500,144
20,6,6,3,3,57,15,16,2
20,6,6,6,6,310,40,62,6
20,6,6,6,6,947,91,196,4
20,6,12,12,12,37911,725,4068,188
20,6,12,12,12,23752,638,2500,92
20,6,12,12,12,13532,504,1668,36
21,6,6,6,6,596,65,142,14
21,6,6,5,4,60,12,14,6
21,6,12,12,12,20032,597,1700,160
21,6,12,12,12,11880,392,868,44
21,6,12,12,12,35896,704,3268,128
22,6,6,6,6,596,65,142,14
22,6,6,6,5,531,49,108,6
22,6,6,3,3,63,15,18,2
22,6,12,12,12,8364,331,668,100
22,6,12,12,12,20032,597,1700,128
22,6,6,5,4,237,26,48,4
23,6,6,3,3,57,15,16,2
23,6,6,6,6,1327,87,242,6
23,6,6,5,4,237,26,48,4
23,6,12,12,12,35952,696,3268,100
23,6,6,5,5,497,48,108,4
23,6,12,12,12,13628,488,1668,44
23,6,12,12,12,18830,559,1700,120
24,6,6,3,3,63,15,18,2
24,6,12,12,12,10354,438,900,136
24,6,12,12,12,10780,414,868,80
24,6,12,12,12,23752,638,2500,192
24,6,6,6,6,1959,178,396,58
25,6,6,6,6,1327,87,242,6
25,6,6,5,5,497,48,108,4
25,6,6,3,2,64,14,16,0
25,6,6,6,6,2522,149,488,18
25,6,6,3,3,106,25,28,8
25,6,12,12,12,19792,603,1700,144
25,6,12,12,12,11856,400,868,48
25,6,6,6,6,1095,89,212,10
25,6,6,6,6,1004,95,212,14
25,6,6,6,6,1034,68,160,26
25,6,4,4,4,580,66,140,20
25,6,18,18,18,7697,312,792,202
25,6,14,14,14,3858,199,440,106
26,6,6,6,6,1327,87,242,6
26,6,6,6,6,2522,149,488,18
26,6,12,12,12,11740,433,1268,124
26,6,12,12,12,18830,559,1700,188
26,6,12,12,12,20096,610,2500,156
27,6,6,6,6,596,65,142,14
27,6,6,6,6,479,67,106,10
27,6,6,3,2,64,14,16,0
27,6,12,12,12,6840,316,468,72
27,6,6,5,5,624,64,160,14
27,6,6,5,4,103,18,22,6
27,6,6,6,5,237,44,52,10
27,6,4,4,4,603,72,146,14
27,6,18,18,14,3519,155,348,74
27,6,14,14,14,3371,208,446,106
27,6,18,18,18,9275,361,940,314
28,6,6,6,6,596,65,142,14
28,6,6,3,3,32,11,10,2
28,6,8,8,8,7178,354,708,188
28,6,12,12,12,10354,438,900,124
28,6,12,12,12,10354,438,900,96
28,6,6,6,5,500,49,70,2
28,6,12,12,12,20450,622,2468,32
28,6,12,12,12,35952,696,3268,176
28,6,6,3,3,75,25,24,10
28,6,6,6,6,809,78,170,8
29,6,6,6,6,742,71,136,10
29,6,6,6,4,430,36,80,8
29,6,6,6,6,1124,114,246,10
29,6,6,6,6,222,34,42,2
29,6,4,4,4,717,86,174,14
29,6,18,18,18,8024,343,730,144
29,6,18,18,18,14891,432,1320,402
29,6,14,14,14,5902,362,680,234
30,6,6,6,6,310,40,62,6
30,6,12,12,12,34820,672,3236,72
30,6,12,12,12,35952,696,3268,44
30,6,12,12,12,13628,488,1668,60
30,6,6,6,6,2379,157,488,8
30,6,12,12,12,20450,622,2468,36
31,6,6,6,6,432,61,96,14
31,6,12,12,12,20032,597,1700,140
31,6,6,6,6,2379,157,488,8
31,6,6,6,4,188,24,36,8
31,6,12,12,12,13532,504,1668,24
31,6,12,12,12,7186,336,468,40
3,7,12,12,12,12895,473,1300,148
4,7,12,12,12,33535,673,3268,92
5,7,6,6,6,310,40,62,6
5,7,6,6,6,775,83,136,10
5,7,6,3,2,64,14,16,0
5,7,6,6,3,67,10,10,4
6,7,6,6,6,596,65,142,14
6,7,6,5,4,60,12,14,6
6,7,12,12,12,16004,493,1252,116
7,7,6,6,6,310,40,62,6
7,7,6,6,6,396,54,88,10
7,7,6,6,6,1548,125,302,36
7,7,12,12,12,19091,607,2468,112
8,7,6,6,6,310,40,62,6
8,7,6,3,2,64,14,16,0
8,7,12,12,12,15090,488,1300,0
9,7,12,12,12,7152,332,468,48
9,7,6,6,3,67,10,10,4
10,7,6,6,6,596,65,142,14
10,7,6,6,6,365,42,68,12
10,7,6,6,6,396,54,88,10
10,7,6,6,6,335,69,78,14
10,7,12,12,12,4386,276,260,44
10,7,6,6,6,458,57,96,10
11,7,6,6,3,67,11,10,2
11,7,12,12,12,10354,438,900,128
11,7,12,12,12,11856,400,868,40
11,7,12,12,12,10354,438,900,132
12,7,6,6,6,458,57,96,10
12,7,12,12,12,10238,398,868,64
12,7,12,12,12,5128,288,452,40
12,7,12,12,12,35896,704,3268,44
12,7,12,12,12,15691,465,1268,32
13,7,6,6,6,310,40,62,6
13,7,12,12,12,18830,559,1700,108
13,7,12,12,12,13532,504,1668,32
14,7,6,6,4,111,18,28,8
14,7,6,6,6,310,40,62,6
14,7,12,12,12,10936,470,900,136
14,7,12,12,12,35896,704,3268,80
15,7,6,6,6,310,40,62,6
15,7,6,6,6,360,50,78,2
15,7,6,6,6,396,54,88,10
15,7,12,12,12,15691,465,1268,48
15,7,6,5,4,53,12,12,2
15,7,12,12,12,16804,451,1268,92
16,7,6,5,4,60,12,14,6
16,7,6,6,4,111,18,28,8
16,7,4,3,3,72,16,22,8
16,7,20,20,19,2578,199,286,132
16,7,6,6,6,396,54,88,10
16,7,6,6,5,306,42,42,12
16,7,12,12,12,13532,504,1668,88
16,7,12,12,12,20032,594,2468,104
16,7,12,12,12,7090,312,468,88
16,7,12,12,12,13532,504,1668,80
17,7,6,5,4,53,12,12,2
17,7,6,6,5,306,42,42,12
17,7,12,12,12,10936,470,900,120
17,7,6,6,6,12979,387,2402,108
17,7,12,12,12,20032,594,2468,0
17,7,6,6,6,1012,74,152,22
17,7,6,6,6,5788,263,1242,108
17,7,6,3,3,57,15,16,4
17,7,4,4,4,3508,176,842,104
18,7,6,6,4,111,18,28,8
18,7,6,6,6,360,50,78,2
18,7,6,6,6,596,65,142,14
18,7,6,3,3,57,15,16,2
18,7,12,12,12,10238,398,868,116
18,7,6,6,6,803,69,172,12
18,7,12,12,12,20538,630,2500,100
18,7,6,6,6,947,91,196,4
19,7,6,6,6,360,50,78,2
19,7,6,6,6,596,65,142,14
19,7,6,6,6,12979,387,2402,108
19,7,12,12,12,23752,638,2500,20
20,7,6,6,6,360,50,78,2
20,7,6,6,6,596,65,142,14
20,7,6,6,6,310,40,62,6
20,7,6,6,6,678,78,130,14
20,7,12,12,12,15691,465,1268,32
20,7,12,12,12,13532,504,1668,96
20,7,12,12,12,13532,504,1668,32
20,7,6,5,5,233,43,38,12
20,7,6,6,5,129,25,22,16
20,7,12,12,12,35896,704,3268,36
21,7,6,6,6,12979,387,2402,108
21,7,12,12,12,10354,438,900,176
21,7,6,6,5,531,49,108,6
21,7,12,12,12,10238,398,868,68
21,7,6,3,2,64,14,16,0
21,7,12,12,12,13532,504,1668,88
21,7,12,12,12,35952,696,3268,68
22,7,6,6,4,111,18,28,8
22,7,6,6,6,947,91,196,4
22,7,6,6,6,596,65,142,14
22,7,6,6,6,1327,87,242,6
22,7,6,6,4,249,28,38,0
22,7,12,12,12,11942,450,1252,76
22,7,6,3,2,64,14,16,0
22,7,12,12,12,13628,488,1668,88
22,7,6,5,4,237,26,48,4
23,7,6,6,6,310,40,62,6
23,7,12,12,12,7790,347,676,148
23,7,12,12,12,13628,488,1668,44
23,7,12,12,12,20032,597,1700,132
23,7,12,12,12,23536,606,2468,60
23,7,12,12,12,18830,559,1700,120
24,7,6,3,3,63,15,18,2
24,7,6,5,4,237,26,48,4
24,7,12,12,12,7186,336,468,96
24,7,12,12,12,10936,470,900,112
24,7,12,12,12,23752,638,2500,192
24,7,12,12,12,13628,488,1668,96
25,7,6,3,3,63,15,18,2
25,7,6,3,2,64,14,16,0
25,7,6,6,6,2522,149,488,18
25,7,6,3,3,106,25,28,8
25,7,6,6,6,538,53,102,12
25,7,6,6,6,531,73,124,26
25,7,12,12,12,13628,488,1668,124
25,7,12,12,12,11856,400,868,48
25,7,12,12,12,23752,638,2500,92
26,7,6,5,5,497,48,108,4
26,7,6,6,6,842,82,166,12
26,7,6,6,6,1959,178,396,58
26,7,6,6,6,6946,295,1322,84
26,7,12,12,12,7357,348,660,24
26,7,12,12,12,10780,414,868,76
26,7,12,12,12,20096,610,2500,156
27,7,6,6,6,310,40,62,6
27,7,6,6,6,2522,149,488,18
27,7,6,6,5,174,44,38,6
27,7,12,12,12,20450,622,2468,124
27,7,6,6,6,2128,115,376,26
27,7,6,6,6,2812,148,522,4
27,7,6,3,3,840,64,224,18
27,7,4,4,4,1036,88,250,18
27,7,18,18,18,11509,404,1176,376
27,7,16,10,8,3040,142,460,116
27,7,18,18,12,7900,222,762,166
28,7,6,6,6,596,65,142,14
28,7,6,6,6,2128,115,376,26
28,7,6,6,6,2812,148,522,4
28,7,6,3,3,840,64,224,18
28,7,4,4,4,1036,88,250,18
28,7,20,20,20,12297,460,1176,376
28,7,16,10,8,3040,142,460,116
28,7,18,18,12,7900,222,762,166
29,7,6,6,6,310,40,62,6
29,7,6,6,5,500,49,70,2
29,7,6,6,6,809,78,170,8
29,7,6,3,3,162,22,48,2
29,7,12,12,12,18830,559,1700,104
29,7,12,12,12,13628,488,1668,60
29,7,12,12,12,11856,400,868,24
29,7,12,12,12,15691,465,1268,40
29,7,12,12,12,10410,402,868,56
30,7,6,6,5,404,36,60,6
30,7,6,3,3,78,19,24,10
30,7,12,12,12,10238,398,868,40
30,7,12,12,12,11942,450,1252,56
30,7,12,12,12,35952,696,3268,88
30,7,6,6,6,2379,157,488,8
30,7,6,6,5,684,65,114,26
31,7,6,6,6,310,40,62,6
31,7,6,3,3,78,19,24,10
31,7,12,12,12,19965,591,1700,180
31,7,6,6,4,188,24,36,8
31,7,12,12,12,10354,438,900,140
31,7,12,12,12,13532,504,1668,4
31,7,6,6,4,188,24,36,6
3,8,6,6,6,310,40,62,6
3,8,6,6,6,396,54,88,10
4,8,6,6,6,310,40,62,6
4,8,6,6,6,596,65,142,14
4,8,6,3,2,64,14,16,0
4,8,6,6,6,775,83,136,10
4,8,6,6,3,67,10,10,4
5,8,12,12,12,16638,538,1700,176
5,8,12,12,12,18484,571,1700,148
6,8,6,6,6,310,40,62,6
6,8,6,6,6,365,42,68,12
6,8,6,6,6,396,54,88,10
6,8,6,6,6,335,69,78,14
6,8,6,6,3,67,10,10,4
6,8,12,12,12,4160,236,244,24
7,8,6,6,6,365,42,68,12
7,8,6,6,6,396,54,88,10
7,8,6,6,6,335,69,78,14
7,8,6,3,3,88,25,24,4
8,8,6,6,6,596,65,142,14
8,8,6,6,6,365,42,68,12
8,8,6,6,6,396,54,88,10
8,8,6,6,6,335,69,78,14
8,8,6,5,4,60,12,14,6
8,8,6,3,2,64,14,16,0
8,8,12,12,12,10238,398,868,44
9,8,6,3,3,170,28,52,0
9,8,6,3,3,170,28,52,0
9,8,12,12,12,8364,331,668,100
10,8,6,6,3,67,11,10,2
10,8,12,12,12,13628,488,1668,84
11,8,6,3,3,170,28,52,0
11,8,6,6,6,596,65,142,14
11,8,12,12,12,13532,504,1668,84
11,8,12,12,12,10354,438,900,132
12,8,6,6,6,458,57,96,10
12,8,12,12,12,6840,316,468,72
12,8,12,12,12,5128,288,452,40
12,8,12,12,12,35896,704,3268,44
13,8,6,6,6,458,57,96,10
13,8,6,6,6,596,65,142,14
13,8,12,12,12,18830,559,1700,108
13,8,12,12,12,20450,622,2468,24
14,8,6,6,6,596,65,142,14
14,8,6,6,6,360,50,78,2
14,8,12,12,12,16804,451,1268,84
14,8,12,12,12,19746,561,1700,140
15,8,6,6,4,111,18,28,8
15,8,6,6,6,310,40,62,6
15,8,12,12,12,15730,516,1300,48
15,8,12,12,12,7357,348,660,0
15,8,6,5,4,60,12,14,6
15,8,12,12,12,35952,696,3268,56
16,8,6,6,6,360,50,78,2
16,8,6,6,6,596,65,142,14
16,8,12,12,12,10354,438,900,128
16,8,12,12,12,18977,565,1700,132
16,8,6,6,5,230,31,46,10
16,8,12,12,12,19631,555,1700,120
16,8,12,12,12,7090,312,468,88
16,8,12,12,12,15691,465,1268,24
17,8,6,6,6,360,50,78,2
17,8,6,6,6,596,65,142,14
17,8,12,12,12,10780,414,868,88
17,8,12,12,12,6840,316,468,92
17,8,12,12,12,13532,504,1668,96
17,8,6,6,6,1377,113,276,26
17,8,6,6,6,963,107,218,16
17,8,6,6,5,177,51,38,24
17,8,4,4,4,670,88,162,32
17,8,16,16,16,8825,361,916,356
17,8,18,18,18,7582,372,748,134
17,8,12,12,12,3813,239,546,258
18,8,6,6,6,310,40,62,6
18,8,12,12,12,10780,414,868,132
18,8,6,6,4,113,15,16,0
18,8,6,6,6,1018,92,220,28
18,8,12,12,12,23536,606,2468,88
19,8,6,3,3,57,15,16,2
19,8,6,6,6,12979,387,2402,108
19,8,12,12,12,13532,504,1668,44
20,8,6,6,6,12979,387,2402,108
20,8,12,12,12,15691,465,1268,32
20,8,12,12,12,13532,504,1668,96
20,8,12,12,12,13532,504,1668,32
20,8,6,5,5,233,43,38,12
20,8,6,3,3,63,15,18,2
21,8,6,3,3,75,25,24,10
21,8,12,12,12,10238,398,868,132
21,8,6,6,6,310,40,62,6
21,8,12,12,12,10238,398,868,88
21,8,6,6,5,531,49,108,6
21,8,12,12,12,13532,504,1668,28
21,8,12,12,12,13276,540,1668,120
22,8,6,6,6,947,91,196,4
22,8,6,6,6,1327,87,242,6
22,8,6,6,4,249,28,38,0
22,8,12,12,12,6914,320,468,84
22,8,12,12,12,13532,504,1668,88
22,8,12,12,12,10936,470,900,140
23,8,6,6,6,596,65,142,14
23,8,6,6,6,1140,89,190,0
23,8,6,6,6,430,47,62,18
23,8,6,6,5,285,45,64,18
23,8,4,4,4,310,46,62,18
23,8,18,18,18,4662,242,298,120
23,8,18,16,16,6678,252,638,262
23,8,12,12,10,572,56,64,18
23,8,6,5,5,392,52,94,4
23,8,12,12,12,20032,594,2468,96
24,8,12,12,12,15042,435,1252,96
24,8,6,6,6,310,40,62,6
24,8,12,12,12,4657,206,348,100
24,8,12,12,12,7186,336,468,96
24,8,12,12,12,10936,470,900,112
24,8,12,12,12,13532,504,1668,68
24,8,6,6,6,2522,149,488,18
24,8,12,12,12,13628,488,1668,96
25,8,6,6,6,596,65,142,14
25,8,12,12,12,16213,521,1300,212
25,8,6,6,6,479,67,106,10
25,8,6,3,3,32,11,10,2
25,8,12,12,12,15691,465,1268,64
25,8,6,3,3,348,36,102,12
25,8,12,12,12,42916,904,6404,156
26,8,6,6,6,310,40,62,6
26,8,12,12,12,35896,704,3268,220
26,8,12,12,12,7357,348,660,24
26,8,6,6,6,5788,263,1242,74
26,8,12,12,12,16804,451,1268,88
26,8,12,12,12,16804,451,1268,32
27,8,6,5,5,497,48,108,4
27,8,6,3,3,32,11,10,2
27,8,6,3,2,64,14,16,0
27,8,6,6,6,742,71,136,10
27,8,12,12,12,13628,488,1668,36
27,8,12,12,12,20538,630,2500,92
27,8,12,12,12,31502,788,3268,120
27,8,12,12,12,13628,488,1668,40
28,8,6,6,6,310,40,62,6
28,8,6,6,6,742,71,136,10
28,8,6,6,3,108,15,16,2
28,8,12,12,12,18830,559,1700,168
28,8,12,12,12,13628,488,1668,116
28,8,6,6,5,214,35,34,4
28,8,12,12,12,35952,696,3268,176
28,8,6,3,3,75,25,24,10
29,8,6,6,6,596,65,142,14
29,8,6,6,3,108,15,16,2
29,8,12,12,12,20538,630,2500,104
29,8,6,3,3,146,40,38,14
29,8,12,12,12,35952,696,3268,56
29,8,12,12,12,11856,400,868,24
29,8,6,3,3,78,19,24,10
29,8,12,12,12,13628,488,1668,56
29,8,6,3,3,146,40,38,18
30,8,6,6,6,310,40,62,6
30,8,12,12,12,10354,438,900,132
30,8,12,12,12,13532,504,1668,24
30,8,12,12,12,35952,696,3268,40
30,8,12,12,12,13532,504,1668,76
31,8,6,3,3,162,22,48,2
31,8,12,12,12,18977,565,1700,104
31,8,12,12,12,19965,591,1700,180
31,8,12,12,12,35896,704,3268,60
31,8,12,12,12,13628,488,1668,24
3,9,6,6,6,365,42,68,12
3,9,6,6,6,396,54,88,10
3,9,6,6,6,335,69,78,14
3,9,6,6,3,67,10,10,4
3,9,6,6,4,116,18,22,0
3,9,12,12,12,29110,751,3268,132
4,9,12,12,12,6087,303,468,104
4,9,6,6,6,775,83,136,10
4,9,6,6,6,1386,97,342,14
5,9,12,12,12,16638,538,1700,176
6,9,12,12,12,14367,483,1300,140
6,9,12,12,12,10410,402,868,20
7,9,6,6,6,596,65,142,14
7,9,6,5,4,60,12,14,6
7,9,6,6,6,481,71,112,16
8,9,6,6,4,111,18,28,8
8,9,6,6,6,310,40,62,6
8,9,6,3,3,88,25,24,4
8,9,12,12,12,15691,465,1268,52
9,9,6,5,4,60,12,14,6
9,9,6,6,4,111,18,28,8
9,9,4,3,3,72,16,22,8
9,9,20,20,19,2578,199,286,132
9,9,6,6,3,67,10,10,4
9,9,12,12,12,8364,331,668,100
10,9,12,12,12,7152,332,468,100
10,9,6,3,2,64,14,16,0
11,9,6,6,4,111,18,28,8
11,9,6,3,3,170,28,52,0
11,9,6,6,6,458,57,96,10
11,9,12,12,12,11880,392,868,28
11,9,12,12,12,16974,500,1300,76
12,9,6,6,4,111,18,28,8
12,9,6,3,3,170,28,52,0
12,9,6,6,6,596,65,142,14
12,9,12,12,12,6914,320,468,76
12,9,12,12,12,15691,465,1268,36
12,9,12,12,12,13628,488,1668,76
12,9,12,12,12,13628,488,1668,84
13,9,6,3,3,170,28,52,0
13,9,6,6,6,596,65,142,14
13,9,6,6,6,360,50,78,2
13,9,12,12,12,6840,316,468,56
13,9,6,5,4,60,12,14,6
13,9,12,12,12,20450,622,2468,24
14,9,6,6,6,365,42,68,12
14,9,6,6,6,396,54,88,10
14,9,6,6,6,335,69,78,14
14,9,12,12,12,10936,470,900,136
14,9,12,12,12,35896,704,3268,80
15,9,6,5,4,60,12,14,6
15,9,6,6,4,111,18,28,8
15,9,4,3,3,72,16,22,8
15,9,20,20,19,2578,199,286,132
15,9,12,12,12,18830,559,1700,76
15,9,12,12,12,13628,488,1668,96
15,9,12,12,12,15691,465,1268,8
15,9,12,12,12,5128,288,452,20
16,9,6,6,6,310,40,62,6
16,9,6,5,4,53,12,12,2
16,9,12,12,12,11880,392,868,72
16,9,12,12,12,4304,244,244,40
16,9,6,5,4,60,12,14,6
16,9,12,12,12,10238,398,868,116
16,9,12,12,12,13532,504,1668,56
16,9,12,12,12,13532,504,1668,12
16,9,6,6,6,12979,387,2402,108
17,9,6,6,5,306,42,42,12
17,9,12,12,12,10780,414,868,76
17,9,12,12,12,11740,433,1268,84
17,9,12,12,12,35952,696,3268,160
18,9,6,6,6,310,40,62,6
18,9,6,6,6,12979,387,2402,108
18,9,6,6,6,1371,107,266,28
18,9,12,12,12,31458,796,3332,116
19,9,6,6,6,310,40,62,6
19,9,12,12,12,6914,320,468,44
19,9,6,6,6,947,91,196,4
19,9,6,6,6,287,49,54,4
19,9,12,12,12,13532,504,1668,44
20,9,6,6,6,12979,387,2402,108
20,9,12,12,12,13532,504,1668,104
20,9,6,6,6,1327,87,242,6
21,9,6,6,4,111,18,28,8
21,9,6,3,3,75,25,24,10
21,9,12,12,12,10238,398,868,132
21,9,6,6,6,947,91,196,4
21,9,12,12,12,10238,398,868,76
21,9,6,6,6,1327,87,242,6
21,9,12,12,12,11880,392,868,44
21,9,12,12,12,35896,704,3268,128
22,9,6,3,3,57,15,16,2
22,9,6,6,6,310,40,62,6
22,9,6,6,5,531,49,108,6
22,9,12,12,12,10238,398,868,92
22,9,6,3,2,64,14,16,0
22,9,12,12,12,11856,400,868,0
22,9,6,6,6,1140,89,190,0
22,9,6,6,6,430,47,62,18
22,9,6,6,5,285,45,64,18
22,9,4,4,4,310,46,62,18
22,9,18,18,18,4662,242,298,120
22,9,18,16,16,6678,252,638,262
22,9,12,12,10,572,56,64,18
23,9,6,3,3,63,15,18,2
23,9,12,12,12,10238,398,868,72
23,9,12,12,12,11856,400,868,100
23,9,12,12,12,13532,504,1668,48
23,9,12,12,12,23536,606,2468,60
23,9,6,6,6,1365,125,340,14
23,9,12,12,12,20032,594,2468,96
24,9,12,12,12,15042,435,1252,96
24,9,6,6,6,310,40,62,6
24,9,6,5,4,237,26,48,4
24,9,6,5,5,497,48,108,4
24,9,12,12,12,10238,398,868,92
24,9,6,3,2,64,14,16,0
24,9,12,12,12,20032,597,1700,204
24,9,12,12,12,35952,696,3268,144
25,9,8,8,8,1514,107,72,40
25,9,6,5,5,497,48,108,4
25,9,12,12,12,11993,396,868,88
25,9,12,12,12,35896,704,3268,220
25,9,12,12,12,31226,724,3268,80
26,9,6,6,6,1327,87,242,6
26,9,6,6,6,1959,178,396,58
26,9,12,12,12,18830,559,1700,228
26,9,12,12,12,10936,470,900,100
26,9,12,12,12,18830,559,1700,228
27,9,6,6,6,596,65,142,14
27,9,6,6,6,1959,178,396,58
27,9,12,12,12,16197,553,1300,212
27,9,12,12,12,35896,704,3268,128
27,9,6,3,3,52,14,16,4
27,9,12,12,12,19746,561,1700,64
27,9,12,12,12,13628,488,1668,40
27,9,12,12,12,19631,555,1700,36
28,9,6,6,6,742,71,136,10
28,9,6,3,3,90,19,24,0
28,9,6,6,5,500,49,70,2
28,9,6,6,6,486,49,70,2
28,9,4,4,4,332,50,68,2
28,9,18,18,18,8304,309,948,304
28,9,16,12,10,922,60,76,6
28,9,12,12,12,35896,704,3268,20
28,9,12,12,12,35896,704,3268,48
29,9,6,6,6,596,65,142,14
29,9,6,6,5,500,49,70,2
29,9,6,6,6,809,78,170,8
29,9,12,12,12,23752,638,2500,64
29,9,12,12,12,13628,488,1668,8
29,9,12,12,12,15730,516,1300,156
29,9,12,12,12,15090,488,1300,104
29,9,12,12,12,16804,451,1268,24
30,9,6,6,6,742,71,136,10
30,9,6,3,3,162,22,48,2
30,9,6,3,3,78,19,24,10
30,9,6,5,5,497,48,108,18
30,9,6,6,5,177,51,38,24
30,9,12,12,12,19792,603,1700,100
30,9,12,12,12,35952,696,3268,104
30,9,12,12,12,20450,622,2468,36
31,9,6,6,6,310,40,62,6
31,9,6,6,5,404,36,60,6
31,9,12,12,12,18977,565,1700,104
31,9,12,12,12,20032,597,1700,128
31,9,12,12,12,13628,488,1668,28
31,9,12,12,12,13532,504,1668,4
31,9,12,12,12,13628,488,1668,24
