case,system,event,metric,statistic,beforeMs,afterMs,deltaMs,relative
dem-canyon-P,windows,return,uploadMs,median,0.005249999929219484,0.0055500001180917025,0.00030000018887221813,0.05714289388891847
dem-canyon-P,windows,return,uploadMs,p95,0.009800000116229057,0.01039000004529953,0.0005899999290704724,0.06020407368091929
dem-canyon-P,windows,return,uploadMs,max,0.011300000362098217,0.010599999688565731,-0.000700000673532486,-0.0619469602744781
dem-canyon-P,windows,reveal,cpuMs,mean,89.61647559856546,59.864696765768116,-29.751778832797342,-0.33199005689611827
dem-canyon-P,windows,reveal,cpuMs,median,88.74710083007812,59.18519973754883,-29.561901092529297,-0.3331027246639948
dem-canyon-P,windows,reveal,cpuMs,p95,125.11641998291014,67.84698181152343,-57.26943817138671,-0.45772919477083207
dem-canyon-P,windows,reveal,cpuMs,max,133.92359924316406,77.78710174560547,-56.136497497558594,-0.4191680765361748
dem-canyon-P,windows,reveal,viewMs,mean,15.297155172413794,15.398734482758622,0.10157931034482814,0.006640405304118913
dem-canyon-P,windows,reveal,viewMs,median,15.2148,15.456100000000001,0.24130000000000074,0.01585955779898529
dem-canyon-P,windows,reveal,viewMs,p95,17.269579999999998,17.845339999999997,0.5757599999999989,0.03333954850089005
dem-canyon-P,windows,reveal,viewMs,max,18.2285,20.0731,1.8445999999999998,0.10119318649367748
dem-canyon-P,windows,reveal,receiverMs,mean,59.7644724137931,29.81483448275862,-29.94963793103448,-0.501127789159942
dem-canyon-P,windows,reveal,receiverMs,median,58.3629,29.2825,-29.080400000000004,-0.4982685918622961
dem-canyon-P,windows,reveal,receiverMs,p95,82.10347999999999,35.6051,-46.49837999999999,-0.5663387227922616
dem-canyon-P,windows,reveal,receiverMs,max,98.0547,35.8454,-62.2093,-0.6344346573902118
dem-canyon-P,windows,reveal,donorMs,mean,11.281944827586207,11.44113448275862,0.15918965517241368,0.014110125302436272
dem-canyon-P,windows,reveal,donorMs,median,10.7492,10.5629,-0.18629999999999924,-0.017331522345848893
dem-canyon-P,windows,reveal,donorMs,p95,18.00951999999999,18.656859999999988,0.6473399999999963,0.03594432278039594
dem-canyon-P,windows,reveal,donorMs,max,20.880300000000002,21.2766,0.39629999999999654,0.018979612361891274
dem-canyon-P,windows,reveal,reservationMs,mean,0.34805862068965515,0.33654137931034483,-0.011517241379310317,-0.03308994719478475
dem-canyon-P,windows,reveal,reservationMs,median,0.3383,0.29,-0.04830000000000001,-0.14277268696423295
dem-canyon-P,windows,reveal,reservationMs,p95,0.68238,0.6606799999999997,-0.021700000000000275,-0.031800463085084996
dem-canyon-P,windows,reveal,reservationMs,max,0.8296,0.7326,-0.09699999999999998,-0.11692381870781099
dem-canyon-P,windows,reveal,sampleRepairMs,mean,1.7690896551724138,1.8278344827586206,0.058744827586206805,0.03320624673512196
dem-canyon-P,windows,reveal,sampleRepairMs,median,1.3664,1.3166,-0.049800000000000066,-0.03644613583138179
dem-canyon-P,windows,reveal,sampleRepairMs,p95,4.662319999999999,4.775859999999998,0.11353999999999864,0.024352682784536173
dem-canyon-P,windows,reveal,sampleRepairMs,max,6.0719,6.7054,0.6334999999999997,0.10433307531415204
dem-canyon-P,windows,reveal,uploadMs,mean,0.0989448285725867,0.08773448411375284,-0.011210344458833857,-0.113298942658836
dem-canyon-P,windows,reveal,uploadMs,median,0.011800000444054604,0.00930000003427267,-0.002500000409781933,-0.21186443353411488
dem-canyon-P,windows,reveal,uploadMs,p95,0.4824599906802161,0.5649599924683552,0.08250000178813904,0.1709986390204563
dem-canyon-P,windows,reveal,uploadMs,max,1.7517000436782837,1.3437000513076782,-0.40799999237060547,-0.23291658514426483
