frame,root,ordinal,kind,capture,path,oldReason,oldFitHeight,sampleCount,sourceHeight,unchangedBoundaryControl,status,domain0_accepted,domain0_visible,domain0_deltaLower,domain0_deltaUpper,domain0_oldMaxSquared,domain0_newMaxSquared,domain0_screenViolations,domain0_heightViolations,domain1_accepted,domain1_visible,domain1_deltaLower,domain1_deltaUpper,domain1_oldMaxSquared,domain1_newMaxSquared,domain1_screenViolations,domain1_heightViolations
95,-272,0,E,dem-sierra-b50000-transactional-t8-capture,benchmark-output/cpu-refinement/qpc-04g/run-01/dem-sierra-b50000-transactional-t8-capture/proposal-95--272-0.json,fit_bound_failed,5.394480729304996,61,5.491086063165272,,accepted,True,61,727458511320000213951706801756739208819/170141183460469231731687303715884105728,1454917022640000427903413603513478417657/340282366920938463463374607431768211456,910428045293902092174319196130021938379441223106493047693926885920440198156517376/721185366439911073891088670777097513579592692446706427520092533427363451771643609,910428045293902092174319196130021938379441223106493047693926885920440198156517376/721185366439911073891088670777097513579592692446706427520092533427363451771643609,0,0,True,61,1454917797223985280300405456743867576703/340282366920938463463374607431768211456,727458898611992640150202728371933788361/170141183460469231731687303715884105728,12634734605918922767447259736024864712228335849694183556499111936/10008457489855540656079785391200346589150443011546514214424958929,12634734605918922767447259736024864712228335849694183556499111936/10008457489855540656079785391200346589150443011546514214424958929,0,0
95,-272,1,E,dem-sierra-b50000-transactional-t8-capture,benchmark-output/cpu-refinement/qpc-04g/run-01/dem-sierra-b50000-transactional-t8-capture/proposal-95--272-1.json,fit_bound_failed,5.426662469112125,65,5.524060798307992,,accepted,True,65,817818755822378671109310086846492355965/170141183460469231731687303715884105728,102227344477797333888663760855811544497/21267647932558653966460912964485513216,910428045293902092174319196130021938379441223106493047693926885920440198156517376/721185366439911073891088670777097513579592692446706427520092533427363451771643609,910428045293902092174319196130021938379441223106493047693926885920440198156517376/721185366439911073891088670777097513579592692446706427520092533427363451771643609,0,0,True,65,817819047878714373099682937587188320153/170141183460469231731687303715884105728,204454761969678593274920734396797080041/42535295865117307932921825928971026432,12634734605918922767447259736024864712228335849694183556499111936/10008457489855540656079785391200346589150443011546514214424958929,12634734605918922767447259736024864712228335849694183556499111936/10008457489855540656079785391200346589150443011546514214424958929,0,0
95,-272,2,E,dem-sierra-b50000-transactional-t8-capture,benchmark-output/cpu-refinement/qpc-04g/run-01/dem-sierra-b50000-transactional-t8-capture/proposal-95--272-2.json,fit_bound_failed,5.4206976890563965,87,5.47364750131095,,accepted,True,87,390831129635680799681629741972857970803/340282366920938463463374607431768211456,390831129635680799681629741972857970813/340282366920938463463374607431768211456,910428045293902092174319196130021938379441223106493047693926885920440198156517376/721185366439911073891088670777097513579592692446706427520092533427363451771643609,910428045293902092174319196130021938379441223106493047693926885920440198156517376/721185366439911073891088670777097513579592692446706427520092533427363451771643609,0,0,True,87,195415902345401263566217371465226692279/170141183460469231731687303715884105728,48853975586350315891554342866306673071/42535295865117307932921825928971026432,12634734605918922767447259736024864712228335849694183556499111936/10008457489855540656079785391200346589150443011546514214424958929,12634734605918922767447259736024864712228335849694183556499111936/10008457489855540656079785391200346589150443011546514214424958929,0,0
95,-272,3,F,dem-sierra-b50000-transactional-t8-capture,benchmark-output/cpu-refinement/qpc-04g/run-01/dem-sierra-b50000-transactional-t8-capture/proposal-95--272-3.json,fit_bound_failed,5.413946962491172,35,5.511800960883136,,accepted,True,35,703158063353281616866322828709975779447/340282366920938463463374607431768211456,703158063353281616866322828709975779457/340282366920938463463374607431768211456,910428045293902092174319196130021938379441223106493047693926885920440198156517376/721185366439911073891088670777097513579592692446706427520092533427363451771643609,910428045293902092174319196130021938379441223106493047693926885920440198156517376/721185366439911073891088670777097513579592692446706427520092533427363451771643609,0,0,True,35,703158286542118125143065515128990394285/340282366920938463463374607431768211456,703158286542118125143065515128990394295/340282366920938463463374607431768211456,12634734605918922767447259736024864712228335849694183556499111936/10008457489855540656079785391200346589150443011546514214424958929,12634734605918922767447259736024864712228335849694183556499111936/10008457489855540656079785391200346589150443011546514214424958929,0,0
95,-272,4,H,dem-sierra-b50000-transactional-t8-capture,benchmark-output/cpu-refinement/qpc-04g/run-01/dem-sierra-b50000-transactional-t8-capture/proposal-95--272-4.json,fit_bound_failed,5.413946962491172,113,5.511800960883136,,accepted,True,113,703158063353281616866322828709975779447/340282366920938463463374607431768211456,703158063353281616866322828709975779457/340282366920938463463374607431768211456,910428045293902092174319196130021938379441223106493047693926885920440198156517376/721185366439911073891088670777097513579592692446706427520092533427363451771643609,910428045293902092174319196130021938379441223106493047693926885920440198156517376/721185366439911073891088670777097513579592692446706427520092533427363451771643609,0,0,True,113,703158286542118125143065515128990394285/340282366920938463463374607431768211456,703158286542118125143065515128990394295/340282366920938463463374607431768211456,12634734605918922767447259736024864712228335849694183556499111936/10008457489855540656079785391200346589150443011546514214424958929,12634734605918922767447259736024864712228335849694183556499111936/10008457489855540656079785391200346589150443011546514214424958929,0,0
95,-272,5,H,dem-sierra-b50000-transactional-t8-capture,benchmark-output/cpu-refinement/qpc-04g/run-01/dem-sierra-b50000-transactional-t8-capture/proposal-95--272-5.json,fit_bound_failed,5.413946962491172,313,5.511800960883136,,accepted,True,313,703158063353281616866322828709975779447/340282366920938463463374607431768211456,703158063353281616866322828709975779457/340282366920938463463374607431768211456,910428045293902092174319196130021938379441223106493047693926885920440198156517376/721185366439911073891088670777097513579592692446706427520092533427363451771643609,910428045293902092174319196130021938379441223106493047693926885920440198156517376/721185366439911073891088670777097513579592692446706427520092533427363451771643609,0,0,True,313,703158286542118125143065515128990394285/340282366920938463463374607431768211456,703158286542118125143065515128990394295/340282366920938463463374607431768211456,12634734605918922767447259736024864712228335849694183556499111936/10008457489855540656079785391200346589150443011546514214424958929,12634734605918922767447259736024864712228335849694183556499111936/10008457489855540656079785391200346589150443011546514214424958929,0,0
95,-272,6,H,dem-sierra-b50000-transactional-t8-capture,benchmark-output/cpu-refinement/qpc-04g/run-01/dem-sierra-b50000-transactional-t8-capture/proposal-95--272-6.json,fit_bound_failed,5.413946962491172,217,5.511800960883136,,accepted,True,217,703158063353281616866322828709975779447/340282366920938463463374607431768211456,703158063353281616866322828709975779457/340282366920938463463374607431768211456,910428045293902092174319196130021938379441223106493047693926885920440198156517376/721185366439911073891088670777097513579592692446706427520092533427363451771643609,910428045293902092174319196130021938379441223106493047693926885920440198156517376/721185366439911073891088670777097513579592692446706427520092533427363451771643609,0,0,True,217,703158286542118125143065515128990394285/340282366920938463463374607431768211456,703158286542118125143065515128990394295/340282366920938463463374607431768211456,12634734605918922767447259736024864712228335849694183556499111936/10008457489855540656079785391200346589150443011546514214424958929,12634734605918922767447259736024864712228335849694183556499111936/10008457489855540656079785391200346589150443011546514214424958929,0,0
15,599,0,E,peking547-b50000-transactional-t8-capture,benchmark-output/cpu-refinement/qpc-04g/run-01/peking547-b50000-transactional-t8-capture/proposal-15-599-0.json,fit_bound_failed,1.6404095888137817,7073,1.7389462691691462,,quality_rejected,False,7073,1302415186688659721466213435338579973479547/340282366920938463463374607431768211456,1302415186688659721466213435338579973484383/340282366920938463463374607431768211456,108224601762587599089047545798483827264643113682810239227506944/27149542493787070066223407298725517717439713212246851617332561,108224601762587599089047545798483827264643113682810239227506944/27149542493787070066223407298725517717439713212246851617332561,691,531,False,7073,651207770169570260019756466265460370527197/170141183460469231731687303715884105728,651207770169570260019756466265460370529615/170141183460469231731687303715884105728,108224601762587599089047545798483827264643113682810239227506944/27149542493787070066223407298725517717439713212246851617332561,108224601762587599089047545798483827264643113682810239227506944/27149542493787070066223407298725517717439713212246851617332561,691,531
15,599,1,B,peking547-b50000-transactional-t8-capture,benchmark-output/cpu-refinement/qpc-04g/run-01/peking547-b50000-transactional-t8-capture/proposal-15-599-1.json,certified,1.8889219501029983,3571,1.8889219501029983,True,quality_rejected,False,3571,675130042063980292064395215257258544112945/340282366920938463463374607431768211456,675130042063980292064395215257258544115265/340282366920938463463374607431768211456,108224601762587599089047545798483827264643113682810239227506944/27149542493787070066223407298725517717439713212246851617332561,220820061870371709510970743832744937527879734654814800324502683904/59250689161219523660910797417049120192030081100217319091972348041,682,577,False,3571,337565026938407718626399621018405184130495/170141183460469231731687303715884105728,337565026938407718626399621018405184131655/170141183460469231731687303715884105728,108224601762587599089047545798483827264643113682810239227506944/27149542493787070066223407298725517717439713212246851617332561,220820061870371709510970743832744937527879734654814800324502683904/59250689161219523660910797417049120192030081100217319091972348041,682,577
15,599,2,E,peking547-b50000-transactional-t8-capture,benchmark-output/cpu-refinement/qpc-04g/run-01/peking547-b50000-transactional-t8-capture/proposal-15-599-2.json,fit_bound_failed,1.6363469362258911,5322,1.6742360952162967,,quality_rejected,False,5322,8599203533315419885354523285233243600809/21267647932558653966460912964485513216,137587256533046718165672372563731897615215/340282366920938463463374607431768211456,108224601762587599089047545798483827264643113682810239227506944/27149542493787070066223407298725517717439713212246851617332561,108224601762587599089047545798483827264643113682810239227506944/27149542493787070066223407298725517717439713212246851617332561,375,315,False,5322,137587154223998400778462309288277191981941/340282366920938463463374607431768211456,34396788555999600194615577322069297996053/85070591730234615865843651857942052864,108224601762587599089047545798483827264643113682810239227506944/27149542493787070066223407298725517717439713212246851617332561,108224601762587599089047545798483827264643113682810239227506944/27149542493787070066223407298725517717439713212246851617332561,375,315
15,599,3,F,peking547-b50000-transactional-t8-capture,benchmark-output/cpu-refinement/qpc-04g/run-01/peking547-b50000-transactional-t8-capture/proposal-15-599-3.json,shape_infeasible,1.6707407633463542,3571,,,shape_rejected,,,,,,,,,,,,,,,,
15,599,4,H,peking547-b50000-transactional-t8-capture,benchmark-output/cpu-refinement/qpc-04g/run-01/peking547-b50000-transactional-t8-capture/proposal-15-599-4.json,shape_infeasible,1.6707407633463542,17154,,,shape_rejected,,,,,,,,,,,,,,,,
