case,cpuMs,viewMs,receiverMs,donorMs,reservationMs,sampleRepairMs,unattributedCpuMs,dodCpuMs,dodUnattributedMs,ratioToDod,reservationFraction
dem-canyon-b50000-transactional-t8,17.550564517257033,10.35611577060932,4.55406917562724,0.9471598566308244,0.4560043010752688,0.8825222222222222,0.22379032370864613,19.52056243855466,10.747027314672376,0.8990808831713413,0.025982315305407476
dem-sierra-b50000-transactional-t8,11.736845880426387,7.349614336917563,3.786267383512545,0.0,0.009987813620071685,0.40232974910394265,0.14040932128660147,2.3896609267026294,1.0065860194850906,4.91151098018808,0.0008509793620727717
generated-ridge-b50000-transactional-t8,35.28795383138896,11.151183870967742,22.007455913978493,0.0,0.024668458781362007,1.754394265232975,0.21375849088716828,1.4959017963392334,0.5660172072923526,23.58975296222355,0.0006990617506254836
peking547-b100000-transactional-t8,61.52025277273995,17.716001587301587,11.515139682539683,1.2124079365079365,25.31957619047619,3.7477984126984127,0.8498464235336058,142.93172321622333,35.34437238762066,0.4304170647944525,0.41156489203658586
peking547-b200000-transactional-t8,501.4693773057726,28.85753650793651,23.388873015873017,2.3270285714285714,432.2712650793651,8.25287619047619,2.472990004185268,329.3419643583752,91.20024148474396,1.522640390764464,0.8620092963638462
peking547-b50000-transactional-t8,37.81468935239883,12.499780952380952,7.5903238095238095,1.6327698412698413,10.734220634920634,3.907114285714286,0.5272084000178742,60.0991759830051,13.913660435857883,0.6292047891487248,0.28386377936064394
