frame,sample,event,warmup,poseHash,projectionHash,faces,budget,workers,sequence,hash,cpuMs,uploadMs,uploadBytes,beginMs,waitMs,renderMs,presentMs,frameMs,evidenceMs,split,merge,splitScoreMs,mergeScoreMs,splitTopologyMs,mergeTopologyMs,meshEmitMs,status,updated,cold,seedFaces,samples,raw,examined,receivers,need,feasible,exchanges,free,pairs,conflicts,donorReuse,touches,evaluations,vertexWrites,indexWrites,seedMs,initializeMs,viewMs,receiverMs,donorMs,reservationMs,topologyPrepareMs,topologyPublishMs,sampleRepairMs,meshPrepareMs,continuationMs,adapterMs,image,artifact
10,38,move,0,16208258721931065280,17521257528436544202,49999,50000,8,11,15762542199413221791,22.888399124145508,,,,,,,22.889199999999999,6.8865999999999996,0,0,,,,,,0,1,0,49999,1790881,49301,160,0,0,0,0,0,0,0,0,0,1790881,0,0,0,0,19.608599999999999,3.0650999999999997,0,0.00019999999999999998,0,0,0,0,0,0.013400000000000745,,
11,42,move,0,11028519151052505000,16236283286663530050,49999,50000,8,12,15762542199413221791,23.490999221801758,,,,,,,23.491399999999999,6.8209,0,0,,,,,,0,1,0,49999,1790881,49301,160,0,0,0,0,0,0,0,0,0,1790881,0,0,0,0,20.2805,3.0636000000000001,0,9.9999999999999991e-05,0,0,0,0,0,0.0090000000000003411,,
12,46,move,0,11940239614335221990,15439483516352650996,49999,50000,8,13,14622218410974098622,43.299800872802734,,,,,,,43.300600000000003,6.4851999999999999,0,0,,,,,,0,1,0,49999,1790881,46722,160,16,16,16,9,0,1207,1064,68,13115,1794306,162,324,0,0,19.544599999999999,7.0986000000000002,1.8854,8.0888000000000009,0.64729999999999999,0.16550000000000001,4.9131,0.052699999999999997,0.29389999999999999,0.014599999999994395,,
13,50,move,0,8272989952420283224,2757038174588326354,49999,50000,8,14,7998238746400112540,99.086502075195312,,,,,,,99.086799999999997,6.4229000000000003,0,0,,,,,,0,1,0,49999,1790881,46361,160,54,54,54,25,0,5207,4300,736,62015,1805544,456,906,0,0,19.182399999999998,13.7376,1.9311,43.917699999999996,2.0219,0.77369999999999994,15.530900000000001,0.14499999999999999,0.83699999999999997,0.015799999999998704,,
14,54,move,0,10617017952949460516,15663023974893778134,49999,50000,8,15,16259704771137361412,54.756698608398438,,,,,,,54.756999999999998,6.5106999999999999,0,0,,,,,,0,1,0,49999,1790881,49930,160,23,23,23,12,0,1838,1684,142,40362,1800075,216,429,0,0,18.724399999999999,12.4491,1.7077,9.4772999999999996,0.65479999999999994,0.19070000000000001,10.2851,0.072399999999999992,0.47800000000000004,0.016300000000001091,,
15,58,move,0,13198516499610291869,489952494327513795,49999,50000,8,16,10475014748678183350,37.866298675537109,,,,,,,37.866900000000001,6.7674000000000003,0,0,,,,,,0,1,0,49999,1790881,49999,160,2,2,2,1,0,161,159,1,16538,1793512,18,36,0,0,19.158899999999999,13.9788,1.5813999999999999,0.87980000000000003,0.078700000000000006,0.015900000000000001,1.6692,0.0287,0.11649999999999999,0.012100000000003774,,
16,14,recovery,0,3166611947957068695,12300297263685901889,49999,50000,8,17,10475014748678183350,23.170600891113281,,,,,,,23.170999999999999,6.6619000000000002,0,0,,,,,,0,1,0,49999,1790881,49999,160,0,0,0,0,0,0,0,0,0,1790881,0,0,0,0,20.436800000000002,2.5801000000000003,0,0.00029999999999999997,0,0,0,0,0,0.0098000000000020293,,
17,14,recovery,0,3166611947957068695,12300297263685901889,49999,50000,8,18,10475014748678183350,3.0704998970031738,,,,,,,3.0710000000000002,6.7698,0,0,,,,,,0,1,0,49999,1790881,49999,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8089,0,0.00059999999999999995,0,0,0,0,0,0.014299999999999979,,
18,14,recovery,0,3166611947957068695,12300297263685901889,49999,50000,8,19,10475014748678183350,2.9286999702453613,,,,,,,2.9291,7.3453999999999997,0,0,,,,,,0,1,0,49999,1790881,49999,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7557,0,9.9999999999999991e-05,0,0,0,0,0,0.011299999999999866,,
19,14,recovery,0,3166611947957068695,12300297263685901889,49999,50000,8,20,10475014748678183350,2.9581000804901123,,,,,,,2.9582999999999999,6.4325000000000001,0,0,,,,,,0,1,0,49999,1790881,49999,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8390999999999997,0,9.9999999999999991e-05,0,0,0,0,0,0.0070000000000001172,,
20,14,recovery,0,3166611947957068695,12300297263685901889,49999,50000,8,21,10475014748678183350,2.5573000907897949,,,,,,,2.5579000000000001,6.6859000000000002,0,0,,,,,,0,1,0,49999,1790881,49999,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3884000000000003,0,0.00019999999999999998,0,0,0,0,0,0.009300000000000086,,
21,14,recovery,0,3166611947957068695,12300297263685901889,49999,50000,8,22,10475014748678183350,2.8324999809265137,,,,,,,2.8330000000000002,6.5614999999999997,0,0,,,,,,0,1,0,49999,1790881,49999,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7097000000000002,0,0.00019999999999999998,0,0,0,0,0,0.0076000000000000512,,
22,14,recovery,0,3166611947957068695,12300297263685901889,49999,50000,8,23,10475014748678183350,2.8512001037597656,,,,,,,2.8521000000000001,6.6890000000000001,0,0,,,,,,0,1,0,49999,1790881,49999,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6570999999999998,0,9.9999999999999991e-05,0,0,0,0,0,0.013700000000000045,,
23,14,recovery,0,3166611947957068695,12300297263685901889,49999,50000,8,24,10475014748678183350,2.8635001182556152,,,,,,,2.8637000000000001,6.4939999999999998,0,0,,,,,,0,1,0,49999,1790881,49999,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7606000000000002,0,0.00019999999999999998,0,0,0,0,0,0.0064999999999999503,,
