frame,sample,event,warmup,poseHash,projectionHash,faces,budget,workers,sequence,hash,cpuMs,uploadMs,uploadBytes,beginMs,waitMs,renderMs,presentMs,frameMs,evidenceMs,split,merge,splitScoreMs,mergeScoreMs,splitTopologyMs,mergeTopologyMs,meshEmitMs,status,updated,cold,seedFaces,samples,raw,examined,receivers,need,feasible,exchanges,free,pairs,conflicts,donorReuse,touches,evaluations,vertexWrites,indexWrites,seedMs,initializeMs,viewMs,receiverMs,donorMs,reservationMs,topologyPrepareMs,topologyPublishMs,sampleRepairMs,meshPrepareMs,continuationMs,adapterMs,image,artifact
10,38,move,0,16208258721931065280,17521257528436544202,49999,50000,8,11,15762542199413221791,21.195400238037109,,,,,,,21.196300000000001,6.4729999999999999,0,0,,,,,,0,1,0,49999,1790881,49301,160,0,0,0,0,0,0,0,0,0,1790881,0,0,0,0,18.5669,2.4604000000000004,0,9.9999999999999991e-05,0,0,0,0,0,0.011499999999998067,,
11,42,move,0,11028519151052505000,16236283286663530050,49999,50000,8,12,15762542199413221791,20.994300842285156,,,,,,,20.994800000000001,6.9446000000000003,0,0,,,,,,0,1,0,49999,1790881,49301,160,0,0,0,0,0,0,0,0,0,1790881,0,0,0,0,18.722999999999999,2.1311,0,0.00019999999999999998,0,0,0,0,0,0.011499999999998067,,
12,46,move,0,11940239614335221990,15439483516352650996,49999,50000,8,13,14622218410974098622,41.445701599121094,,,,,,,41.446100000000001,6.5125999999999999,0,0,,,,,,0,1,0,49999,1790881,46722,160,16,16,16,9,0,1207,1064,68,13115,1794306,162,324,0,0,19.768599999999999,6.8345000000000002,1.7476,7.5760999999999994,0.47150000000000003,0.12760000000000002,3.9076,0.045499999999999999,0.28060000000000002,0.013200000000004763,,
13,50,move,0,8272989952420283224,2757038174588326354,49999,50000,8,14,7998238746400112540,98.502998352050781,,,,,,,98.504199999999997,7.2643000000000004,0,0,,,,,,0,1,0,49999,1790881,46361,160,54,54,54,25,0,5207,4300,736,62015,1805544,456,906,0,0,20.2608,15.1083,1.8092999999999999,43.892899999999997,1.8492,0.53470000000000006,12.518700000000001,0.11950000000000001,1.0058999999999998,0.033799999999999386,,
14,54,move,0,10617017952949460516,15663023974893778134,49999,50000,8,15,16259704771137361412,50.247898101806641,,,,,,,50.2485,7.2062999999999997,0,0,,,,,,0,1,0,49999,1790881,49930,160,23,23,23,12,0,1838,1684,142,40362,1800075,216,429,0,0,16.959299999999999,12.327299999999999,1.7589999999999999,9.099400000000001,0.72420000000000007,0.1961,7.5234999999999994,0.093900000000000011,0.71860000000000002,0.017099999999999227,,
15,58,move,0,13198516499610291869,489952494327513795,49999,50000,8,16,10475014748678183350,43.783599853515625,,,,,,,43.784700000000001,7.5826000000000002,0,0,,,,,,0,1,0,49999,1790881,49999,160,2,2,2,1,0,161,159,1,16538,1793512,18,36,0,0,24.099299999999999,13.735799999999999,1.8108,1.1846000000000001,0.1235,0.015900000000000001,2.1309,0.0315,0.1283,0.017499999999998295,,
16,14,recovery,0,3166611947957068695,12300297263685901889,49999,50000,8,17,10475014748678183350,21.809000015258789,,,,,,,21.809999999999999,7.0376000000000003,0,0,,,,,,0,1,0,49999,1790881,49999,160,0,0,0,0,0,0,0,0,0,1790881,0,0,0,0,18.777799999999999,2.8199000000000001,0,0.00039999999999999996,0,0,0,0,0,0.011600000000001387,,
17,14,recovery,0,3166611947957068695,12300297263685901889,49999,50000,8,18,10475014748678183350,3.062999963760376,,,,,,,3.0638000000000001,6.8832000000000004,0,0,,,,,,0,1,0,49999,1790881,49999,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8273000000000001,0,0.00019999999999999998,0,0,0,0,0,0.017600000000000282,,
18,14,recovery,0,3166611947957068695,12300297263685901889,49999,50000,8,19,10475014748678183350,2.9965000152587891,,,,,,,2.9973000000000001,6.6849999999999996,0,0,,,,,,0,1,0,49999,1790881,49999,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7444000000000002,0,0.00019999999999999998,0,0,0,0,0,0.013800000000000257,,
19,14,recovery,0,3166611947957068695,12300297263685901889,49999,50000,8,20,10475014748678183350,2.4511001110076904,,,,,,,2.4517000000000002,6.4954999999999998,0,0,,,,,,0,1,0,49999,1790881,49999,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2978000000000001,0,9.9999999999999991e-05,0,0,0,0,0,0.010299999999999976,,
20,14,recovery,0,3166611947957068695,12300297263685901889,49999,50000,8,21,10475014748678183350,2.4572000503540039,,,,,,,2.4581,6.6304999999999996,0,0,,,,,,0,1,0,49999,1790881,49999,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3038999999999996,0,9.9999999999999991e-05,0,0,0,0,0,0.010499999999999954,,
21,14,recovery,0,3166611947957068695,12300297263685901889,49999,50000,8,22,10475014748678183350,2.9066998958587646,,,,,,,2.9073000000000002,6.8089000000000004,0,0,,,,,,0,1,0,49999,1790881,49999,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7504999999999997,0,0.00019999999999999998,0,0,0,0,0,0.0074999999999998401,,
22,14,recovery,0,3166611947957068695,12300297263685901889,49999,50000,8,23,10475014748678183350,2.5708000659942627,,,,,,,2.5716000000000001,6.9836,0,0,,,,,,0,1,0,49999,1790881,49999,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3626,0,0.00019999999999999998,0,0,0,0,0,0.010800000000000143,,
23,14,recovery,0,3166611947957068695,12300297263685901889,49999,50000,8,24,10475014748678183350,2.6607999801635742,,,,,,,2.6617999999999999,7.1547000000000001,0,0,,,,,,0,1,0,49999,1790881,49999,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4116,0,9.9999999999999991e-05,0,0,0,0,0,0.012000000000000011,,
