case,sourceFrame,frame,phase,witness,u,v,reference,height,heightResidual,visible,error,futureError,returnError,face,priority,rank
peking547-b50000-transactional-t8,15,6,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,2.3663739572307367,1.9965571109865088,6.6811463661772326,599,24.66595351755786,10
peking547-b50000-transactional-t8,15,6,before,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,0,2.3390773643103859,1.9808580779439462,6.6522773242829096,599,24.66595351755786,10
peking547-b50000-transactional-t8,15,6,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,2.3663739572307367,1.9965571109865088,6.6811463661772326,599,24.66595351755786,11
peking547-b50000-transactional-t8,15,6,after,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,0,2.3390773643103859,1.9808580779439462,6.6522773242829096,599,24.66595351755786,11
peking547-b50000-transactional-t8,15,7,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.6014810047512031,1.9965571109865088,6.6811463661772326,599,12.819106117220278,53
peking547-b50000-transactional-t8,15,7,before,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,1,1.5826218218995849,1.9808580779439462,6.6522773242829096,599,12.819106117220278,53
peking547-b50000-transactional-t8,15,7,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.6014810047512031,1.9965571109865088,6.6811463661772326,-112,7.0158833406135406,275
peking547-b50000-transactional-t8,15,7,after,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,1,1.5826218218995849,1.9808580779439462,6.6522773242829096,-112,7.0158833406135406,275
peking547-b50000-transactional-t8,15,8,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.2204044592723202,1.9965571109865088,6.6811463661772326,-112,5.4148273745849114,974
peking547-b50000-transactional-t8,15,8,before,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,1,1.2061665767903249,1.9808580779439462,6.6522773242829096,-112,5.4148273745849114,974
peking547-b50000-transactional-t8,15,8,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.2204044592723202,1.9965571109865088,6.6811463661772326,-112,5.4148273745849114,962
peking547-b50000-transactional-t8,15,8,after,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,1,1.2061665767903249,1.9808580779439462,6.6522773242829096,-112,5.4148273745849114,962
peking547-b50000-transactional-t8,15,9,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.0273229560612556,1.9965571109865088,6.6811463661772326,-112,4.5391085625264225,1499
peking547-b50000-transactional-t8,15,9,before,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,1,1.015573038391592,1.9808580779439462,6.6522773242829096,-112,4.5391085625264225,1499
peking547-b50000-transactional-t8,15,9,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.0273229560612556,1.9965571109865088,6.6811463661772326,-112,4.5391085625264225,1553
peking547-b50000-transactional-t8,15,9,after,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,1,1.015573038391592,1.9808580779439462,6.6522773242829096,-112,4.5391085625264225,1553
peking547-b50000-transactional-t8,15,10,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,0.94040052148450148,1.9965571109865088,6.6811463661772326,-112,4.0982038926026449,1687
peking547-b50000-transactional-t8,15,10,before,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,1,0.92991040701903516,1.9808580779439462,6.6522773242829096,-112,4.0982038926026449,1687
peking547-b50000-transactional-t8,15,10,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,0.94040052148450148,1.9965571109865088,6.6811463661772326,-112,4.0982038926026449,1687
peking547-b50000-transactional-t8,15,10,after,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,1,0.92991040701903516,1.9808580779439462,6.6522773242829096,-112,4.0982038926026449,1687
peking547-b50000-transactional-t8,15,11,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,0.92739438634700966,1.9965571109865088,6.6811463661772326,-112,4.5142148104942192,1669
peking547-b50000-transactional-t8,15,11,before,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,1,0.91735529935101756,1.9808580779439462,6.6522773242829096,-112,4.5142148104942192,1669
peking547-b50000-transactional-t8,15,11,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,0.92739438634700966,1.9965571109865088,6.6811463661772326,-112,4.5142148104942192,1669
peking547-b50000-transactional-t8,15,11,after,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,1,0.91735529935101756,1.9808580779439462,6.6522773242829096,-112,4.5142148104942192,1669
peking547-b50000-transactional-t8,15,12,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,0.98466026703632992,1.9965571109865088,6.6811463661772326,-112,5.4915066592192057,1368
peking547-b50000-transactional-t8,15,12,before,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,1,0.9744032178627825,1.9808580779439462,6.6522773242829096,-112,5.4915066592192057,1368
peking547-b50000-transactional-t8,15,12,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,0.98466026703632992,1.9965571109865088,6.6811463661772326,-112,5.4915066592192057,1381
peking547-b50000-transactional-t8,15,12,after,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,1,0.9744032178627825,1.9808580779439462,6.6522773242829096,-112,5.4915066592192057,1381
peking547-b50000-transactional-t8,15,13,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.1335417903781437,1.9965571109865088,6.6811463661772326,-112,7.1442881168498964,794
peking547-b50000-transactional-t8,15,13,before,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,1,1.1223544440973661,1.9808580779439462,6.6522773242829096,-112,7.1442881168498964,794
peking547-b50000-transactional-t8,15,13,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.1335417903781437,1.9965571109865088,6.6811463661772326,-112,7.1442881168498964,806
peking547-b50000-transactional-t8,15,13,after,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,1,1.1223544440973661,1.9808580779439462,6.6522773242829096,-112,7.1442881168498964,806
peking547-b50000-transactional-t8,15,14,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.4301017879185511,1.9965571109865088,6.6811463661772326,-112,10.152259588543943,326
peking547-b50000-transactional-t8,15,14,before,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,1,1.4171160593615728,1.9808580779439462,6.6522773242829096,-112,10.152259588543943,326
peking547-b50000-transactional-t8,15,14,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.4301017879185511,1.9965571109865088,6.6811463661772326,-112,10.152259588543943,318
peking547-b50000-transactional-t8,15,14,after,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,1,1.4171160593615728,1.9808580779439462,6.6522773242829096,-112,10.152259588543943,318
peking547-b50000-transactional-t8,15,15,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.9965571109865088,1.9965571109865088,6.6811463661772326,-112,15.972323772634594,194
peking547-b50000-transactional-t8,15,15,before,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,1,1.9808580779439462,1.9808580779439462,6.6522773242829096,-112,15.972323772634594,194
peking547-b50000-transactional-t8,15,15,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.9965571109865088,1.9965571109865088,6.6811463661772326,-112,15.972323772634594,192
peking547-b50000-transactional-t8,15,15,after,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,1,1.9808580779439462,1.9808580779439462,6.6522773242829096,-112,15.972323772634594,192
peking547-b50000-transactional-t8,15,16,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,16,before,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,0,6.6522773242829096,1.9808580779439462,6.6522773242829096,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,16,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,16,after,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,0,6.6522773242829096,1.9808580779439462,6.6522773242829096,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,17,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,17,before,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,0,6.6522773242829096,1.9808580779439462,6.6522773242829096,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,17,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,17,after,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,0,6.6522773242829096,1.9808580779439462,6.6522773242829096,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,18,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,18,before,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,0,6.6522773242829096,1.9808580779439462,6.6522773242829096,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,18,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,18,after,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,0,6.6522773242829096,1.9808580779439462,6.6522773242829096,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,19,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,19,before,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,0,6.6522773242829096,1.9808580779439462,6.6522773242829096,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,19,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,19,after,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,0,6.6522773242829096,1.9808580779439462,6.6522773242829096,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,20,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,20,before,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,0,6.6522773242829096,1.9808580779439462,6.6522773242829096,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,20,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,20,after,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,0,6.6522773242829096,1.9808580779439462,6.6522773242829096,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,21,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,21,before,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,0,6.6522773242829096,1.9808580779439462,6.6522773242829096,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,21,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,21,after,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,0,6.6522773242829096,1.9808580779439462,6.6522773242829096,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,22,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,22,before,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,0,6.6522773242829096,1.9808580779439462,6.6522773242829096,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,22,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,22,after,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,0,6.6522773242829096,1.9808580779439462,6.6522773242829096,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,23,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,23,before,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,0,6.6522773242829096,1.9808580779439462,6.6522773242829096,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,23,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,-112,71.703627117365869,2
peking547-b50000-transactional-t8,15,23,after,1,0.97619044780731201,1,1.9023117645186836,1.7364330595446518,-0.16587870497403179,0,6.6522773242829096,1.9808580779439462,6.6522773242829096,-112,71.703627117365869,2
peking547-b200000-transactional-t8,15,0,seed,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,599,122.12060242830425,2
peking547-b200000-transactional-t8,15,0,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,599,122.12060242830425,2
peking547-b200000-transactional-t8,15,0,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,599,122.12060242830425,2
peking547-b200000-transactional-t8,15,1,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,599,122.12060242830425,2
peking547-b200000-transactional-t8,15,1,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,599,122.12060242830425,2
peking547-b200000-transactional-t8,15,2,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,599,122.12060242830425,2
peking547-b200000-transactional-t8,15,2,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,599,122.12060242830425,2
peking547-b200000-transactional-t8,15,3,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.0030205434553681,1.9965571109865088,6.6811463661772326,599,102.86446369913142,2
peking547-b200000-transactional-t8,15,3,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.0030205434553681,1.9965571109865088,6.6811463661772326,599,102.86446369913142,2
peking547-b200000-transactional-t8,15,4,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,5.2692072769524971,1.9965571109865088,6.6811463661772326,599,84.890211632656317,2
peking547-b200000-transactional-t8,15,4,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,5.2692072769524971,1.9965571109865088,6.6811463661772326,599,84.890211632656317,2
peking547-b200000-transactional-t8,15,5,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,3.9696287902578851,1.9965571109865088,6.6811463661772326,599,56.147145736393554,2
peking547-b200000-transactional-t8,15,5,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,3.9696287902578851,1.9965571109865088,6.6811463661772326,599,56.147145736393554,2
peking547-b200000-transactional-t8,15,6,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,2.3663739572307367,1.9965571109865088,6.6811463661772326,599,24.66595351755786,13
peking547-b200000-transactional-t8,15,6,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,2.3663739572307367,1.9965571109865088,6.6811463661772326,599,24.66595351755786,14
peking547-b200000-transactional-t8,15,7,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.6014810047512031,1.9965571109865088,6.6811463661772326,599,12.819106117220278,58
peking547-b200000-transactional-t8,15,7,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.6014810047512031,1.9965571109865088,6.6811463661772326,-461,7.0158833406135406,125
peking547-b200000-transactional-t8,15,8,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.2204044592723202,1.9965571109865088,6.6811463661772326,-461,5.4148273745849114,109
peking547-b200000-transactional-t8,15,8,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.2204044592723202,1.9965571109865088,6.6811463661772326,-461,5.4148273745849114,108
peking547-b200000-transactional-t8,15,9,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.0273229560612556,1.9965571109865088,6.6811463661772326,-461,4.5391085625264225,689
peking547-b200000-transactional-t8,15,9,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.0273229560612556,1.9965571109865088,6.6811463661772326,-461,4.5391085625264225,555
peking547-b200000-transactional-t8,15,10,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,0.94040052148450148,1.9965571109865088,6.6811463661772326,-461,4.0982038926026449,1560
peking547-b200000-transactional-t8,15,10,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,0.94040052148450148,1.9965571109865088,6.6811463661772326,-461,4.0982038926026449,1560
peking547-b200000-transactional-t8,15,11,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,0.92739438634700966,1.9965571109865088,6.6811463661772326,-461,4.5142148104942192,1690
peking547-b200000-transactional-t8,15,11,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,0.92739438634700966,1.9965571109865088,6.6811463661772326,-461,4.5142148104942192,1689
peking547-b200000-transactional-t8,15,12,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,0.98466026703632992,1.9965571109865088,6.6811463661772326,-461,5.4915066592192057,892
peking547-b200000-transactional-t8,15,12,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,0.98466026703632992,1.9965571109865088,6.6811463661772326,-461,5.4915066592192057,867
peking547-b200000-transactional-t8,15,13,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.1335417903781437,1.9965571109865088,6.6811463661772326,-461,7.1442881168498964,54
peking547-b200000-transactional-t8,15,13,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.1335417903781437,1.9965571109865088,6.6811463661772326,-461,7.1442881168498964,44
peking547-b200000-transactional-t8,15,14,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.4301017879185511,1.9965571109865088,6.6811463661772326,-461,10.152259588543943,161
peking547-b200000-transactional-t8,15,14,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.4301017879185511,1.9965571109865088,6.6811463661772326,-461,10.152259588543943,159
peking547-b200000-transactional-t8,15,15,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.9965571109865088,1.9965571109865088,6.6811463661772326,-461,15.972323772634594,104
peking547-b200000-transactional-t8,15,15,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,1,1.9965571109865088,1.9965571109865088,6.6811463661772326,-461,15.972323772634594,104
peking547-b200000-transactional-t8,15,16,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,-461,71.703627117365869,2
peking547-b200000-transactional-t8,15,16,after,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,-461,71.703627117365869,2
peking547-b200000-transactional-t8,15,17,before,0,0.97435897588729858,1,1.9037766066970527,1.736194959252316,-0.16758164744473669,0,6.6811463661772326,1.9965571109865088,6.6811463661772326,-461,71.703627117365869,2
