case,sourceFrame,frame,witness,root,rank,priority,threshold,sampleMaxPx,stage,selected,details
peking547-b50000-transactional-t8,15,0,0,599,2,122.12060242830425,0.25,0,shape_infeasible,False,"{""frame"":0,""witness"":0,""root"":599,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,0,1,599,2,122.12060242830425,0.25,0,shape_infeasible,False,"{""frame"":0,""witness"":1,""root"":599,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,1,0,599,2,122.12060242830425,0.25,0,shape_infeasible,False,"{""frame"":1,""witness"":0,""root"":599,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,1,1,599,2,122.12060242830425,0.25,0,shape_infeasible,False,"{""frame"":1,""witness"":1,""root"":599,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,2,0,599,2,122.12060242830425,0.25,0,shape_infeasible,False,"{""frame"":2,""witness"":0,""root"":599,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,2,1,599,2,122.12060242830425,0.25,0,shape_infeasible,False,"{""frame"":2,""witness"":1,""root"":599,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,3,0,599,2,102.86446369913142,0.25,0,shape_infeasible,False,"{""frame"":3,""witness"":0,""root"":599,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,3,1,599,2,102.86446369913142,0.25,0,shape_infeasible,False,"{""frame"":3,""witness"":1,""root"":599,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,4,0,599,2,84.89021163265632,0.25,0,shape_infeasible,False,"{""frame"":4,""witness"":0,""root"":599,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,4,1,599,2,84.89021163265632,0.25,0,shape_infeasible,False,"{""frame"":4,""witness"":1,""root"":599,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,5,0,599,2,56.147145736393554,0.25,0,shape_infeasible,False,"{""frame"":5,""witness"":0,""root"":599,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,5,1,599,2,56.147145736393554,0.25,0,shape_infeasible,False,"{""frame"":5,""witness"":1,""root"":599,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,6,0,599,10,24.66595351755786,0.25,0,shape_infeasible,False,"{""frame"":6,""witness"":0,""root"":599,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,6,1,599,10,24.66595351755786,0.25,0,shape_infeasible,False,"{""frame"":6,""witness"":1,""root"":599,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,7,0,599,53,12.819106117220278,0.25,1.6014810205145198,certified,False,"{""frame"":7,""witness"":0,""root"":599,""stage"":""certified"",""attempts"":[[""E"",""certified""]],""selected"":false,""donorCertified"":159,""donorQuality"":159,""internalFeasible"":159,""unused"":158,""available"":0}"
peking547-b50000-transactional-t8,15,7,1,599,53,12.819106117220278,0.25,1.6014810205145198,certified,False,"{""frame"":7,""witness"":1,""root"":599,""stage"":""certified"",""attempts"":[[""E"",""certified""]],""selected"":false,""donorCertified"":159,""donorQuality"":159,""internalFeasible"":159,""unused"":158,""available"":0}"
peking547-b50000-transactional-t8,15,8,0,-112,974,5.414827374584911,0.25,1.2204044711716298,outside_prefix,False,"{""frame"":8,""witness"":0,""root"":-112,""stage"":""outside_prefix""}"
peking547-b50000-transactional-t8,15,8,1,-112,974,5.414827374584911,0.25,1.2204044711716298,outside_prefix,False,"{""frame"":8,""witness"":1,""root"":-112,""stage"":""outside_prefix""}"
peking547-b50000-transactional-t8,15,9,0,-112,1499,4.5391085625264225,0.25,1.0273229658789789,outside_prefix,False,"{""frame"":9,""witness"":0,""root"":-112,""stage"":""outside_prefix""}"
peking547-b50000-transactional-t8,15,9,1,-112,1499,4.5391085625264225,0.25,1.0273229658789789,outside_prefix,False,"{""frame"":9,""witness"":1,""root"":-112,""stage"":""outside_prefix""}"
peking547-b50000-transactional-t8,15,10,0,-112,1687,4.098203892602645,0.25,0.9404005302470634,outside_prefix,False,"{""frame"":10,""witness"":0,""root"":-112,""stage"":""outside_prefix""}"
peking547-b50000-transactional-t8,15,10,1,-112,1687,4.098203892602645,0.25,0.9404005302470634,outside_prefix,False,"{""frame"":10,""witness"":1,""root"":-112,""stage"":""outside_prefix""}"
peking547-b50000-transactional-t8,15,11,0,-112,1669,4.514214810494219,0.25,0.9273943947301059,outside_prefix,False,"{""frame"":11,""witness"":0,""root"":-112,""stage"":""outside_prefix""}"
peking547-b50000-transactional-t8,15,11,1,-112,1669,4.514214810494219,0.25,0.9273943947301059,outside_prefix,False,"{""frame"":11,""witness"":1,""root"":-112,""stage"":""outside_prefix""}"
peking547-b50000-transactional-t8,15,12,0,-112,1368,5.491506659219206,0.25,0.9846602755979127,outside_prefix,False,"{""frame"":12,""witness"":0,""root"":-112,""stage"":""outside_prefix""}"
peking547-b50000-transactional-t8,15,12,1,-112,1368,5.491506659219206,0.25,0.9846602755979127,outside_prefix,False,"{""frame"":12,""witness"":1,""root"":-112,""stage"":""outside_prefix""}"
peking547-b50000-transactional-t8,15,13,0,-112,794,7.144288116849896,0.25,1.1335417997111112,outside_prefix,False,"{""frame"":13,""witness"":0,""root"":-112,""stage"":""outside_prefix""}"
peking547-b50000-transactional-t8,15,13,1,-112,794,7.144288116849896,0.25,1.1335417997111112,outside_prefix,False,"{""frame"":13,""witness"":1,""root"":-112,""stage"":""outside_prefix""}"
peking547-b50000-transactional-t8,15,14,0,-112,326,10.152259588543943,0.25,1.4301017987432558,outside_prefix,False,"{""frame"":14,""witness"":0,""root"":-112,""stage"":""outside_prefix""}"
peking547-b50000-transactional-t8,15,14,1,-112,326,10.152259588543943,0.25,1.4301017987432558,outside_prefix,False,"{""frame"":14,""witness"":1,""root"":-112,""stage"":""outside_prefix""}"
peking547-b50000-transactional-t8,15,15,0,-112,194,15.972323772634594,0.25,1.9965571240575115,outside_prefix,False,"{""frame"":15,""witness"":0,""root"":-112,""stage"":""outside_prefix""}"
peking547-b50000-transactional-t8,15,15,1,-112,194,15.972323772634594,0.25,1.9965571240575115,outside_prefix,False,"{""frame"":15,""witness"":1,""root"":-112,""stage"":""outside_prefix""}"
peking547-b50000-transactional-t8,15,16,0,-112,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":16,""witness"":0,""root"":-112,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,16,1,-112,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":16,""witness"":1,""root"":-112,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,17,0,-112,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":17,""witness"":0,""root"":-112,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,17,1,-112,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":17,""witness"":1,""root"":-112,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,18,0,-112,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":18,""witness"":0,""root"":-112,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,18,1,-112,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":18,""witness"":1,""root"":-112,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,19,0,-112,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":19,""witness"":0,""root"":-112,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,19,1,-112,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":19,""witness"":1,""root"":-112,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,20,0,-112,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":20,""witness"":0,""root"":-112,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,20,1,-112,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":20,""witness"":1,""root"":-112,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,21,0,-112,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":21,""witness"":0,""root"":-112,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,21,1,-112,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":21,""witness"":1,""root"":-112,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,22,0,-112,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":22,""witness"":0,""root"":-112,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,22,1,-112,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":22,""witness"":1,""root"":-112,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,23,0,-112,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":23,""witness"":0,""root"":-112,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b50000-transactional-t8,15,23,1,-112,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":23,""witness"":1,""root"":-112,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b200000-transactional-t8,15,0,0,599,2,122.12060242830425,0.25,0,shape_infeasible,False,"{""frame"":0,""witness"":0,""root"":599,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b200000-transactional-t8,15,1,0,599,2,122.12060242830425,0.25,0,shape_infeasible,False,"{""frame"":1,""witness"":0,""root"":599,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b200000-transactional-t8,15,2,0,599,2,122.12060242830425,0.25,0,shape_infeasible,False,"{""frame"":2,""witness"":0,""root"":599,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b200000-transactional-t8,15,3,0,599,2,102.86446369913142,0.25,0,shape_infeasible,False,"{""frame"":3,""witness"":0,""root"":599,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b200000-transactional-t8,15,4,0,599,2,84.89021163265632,0.25,0,shape_infeasible,False,"{""frame"":4,""witness"":0,""root"":599,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b200000-transactional-t8,15,5,0,599,2,56.147145736393554,0.25,0,shape_infeasible,False,"{""frame"":5,""witness"":0,""root"":599,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b200000-transactional-t8,15,6,0,599,13,24.66595351755786,0.25,0,shape_infeasible,False,"{""frame"":6,""witness"":0,""root"":599,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b200000-transactional-t8,15,7,0,599,58,12.819106117220278,0.25,1.6014810205145198,certified,False,"{""frame"":7,""witness"":0,""root"":599,""stage"":""certified"",""attempts"":[[""E"",""certified""]],""selected"":false,""donorCertified"":640,""donorQuality"":640,""internalFeasible"":640,""unused"":639,""available"":0}"
peking547-b200000-transactional-t8,15,8,0,-461,109,5.414827374584911,0.25,1.2204044711716298,shape_infeasible,False,"{""frame"":8,""witness"":0,""root"":-461,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""fit_bound_failed""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b200000-transactional-t8,15,9,0,-461,689,4.5391085625264225,0.25,1.0273229658789789,outside_prefix,False,"{""frame"":9,""witness"":0,""root"":-461,""stage"":""outside_prefix""}"
peking547-b200000-transactional-t8,15,10,0,-461,1560,4.098203892602645,0.25,0.9404005302470634,outside_prefix,False,"{""frame"":10,""witness"":0,""root"":-461,""stage"":""outside_prefix""}"
peking547-b200000-transactional-t8,15,11,0,-461,1690,4.514214810494219,0.25,0.9273943947301059,outside_prefix,False,"{""frame"":11,""witness"":0,""root"":-461,""stage"":""outside_prefix""}"
peking547-b200000-transactional-t8,15,12,0,-461,892,5.491506659219206,0.25,0.9846602755979127,outside_prefix,False,"{""frame"":12,""witness"":0,""root"":-461,""stage"":""outside_prefix""}"
peking547-b200000-transactional-t8,15,13,0,-461,54,7.144288116849896,0.25,1.1335417997111112,shape_infeasible,False,"{""frame"":13,""witness"":0,""root"":-461,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""fit_bound_failed""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b200000-transactional-t8,15,14,0,-461,161,10.152259588543943,0.25,1.4301017987432558,shape_infeasible,False,"{""frame"":14,""witness"":0,""root"":-461,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""fit_bound_failed""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b200000-transactional-t8,15,15,0,-461,104,15.972323772634594,0.25,1.9965571240575115,shape_infeasible,False,"{""frame"":15,""witness"":0,""root"":-461,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""fit_bound_failed""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b200000-transactional-t8,15,16,0,-461,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":16,""witness"":0,""root"":-461,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b200000-transactional-t8,15,17,0,-461,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":17,""witness"":0,""root"":-461,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b200000-transactional-t8,15,18,0,-461,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":18,""witness"":0,""root"":-461,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b200000-transactional-t8,15,19,0,-461,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":19,""witness"":0,""root"":-461,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b200000-transactional-t8,15,20,0,-461,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":20,""witness"":0,""root"":-461,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b200000-transactional-t8,15,21,0,-461,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":21,""witness"":0,""root"":-461,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b200000-transactional-t8,15,22,0,-461,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":22,""witness"":0,""root"":-461,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
peking547-b200000-transactional-t8,15,23,0,-461,2,71.70362711736587,0.25,0,shape_infeasible,False,"{""frame"":23,""witness"":0,""root"":-461,""stage"":""shape_infeasible"",""attempts"":[[""E"",""shape_infeasible""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
dem-canyon-b50000-transactional-t8,48,0,0,803,3,14.184362480618574,4,0,shape_infeasible,False,"{""frame"":0,""witness"":0,""root"":803,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
dem-canyon-b50000-transactional-t8,48,0,1,803,3,14.184362480618574,4,0,shape_infeasible,False,"{""frame"":0,""witness"":1,""root"":803,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
dem-canyon-b50000-transactional-t8,48,0,2,624,33,7.70550559005338,4,0,no_screen_samples,False,"{""frame"":0,""witness"":2,""root"":624,""stage"":""no_screen_samples"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""no_screen_samples""],[""H"",""no_screen_samples""]],""selected"":false}"
dem-canyon-b50000-transactional-t8,48,1,0,803,5,13.681080055505968,4,0,shape_infeasible,False,"{""frame"":1,""witness"":0,""root"":803,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
dem-canyon-b50000-transactional-t8,48,1,1,803,5,13.681080055505968,4,0,shape_infeasible,False,"{""frame"":1,""witness"":1,""root"":803,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
dem-canyon-b50000-transactional-t8,48,1,2,624,46,7.274589387315542,4,0,no_screen_samples,False,"{""frame"":1,""witness"":2,""root"":624,""stage"":""no_screen_samples"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""no_screen_samples""],[""H"",""no_screen_samples""]],""selected"":false}"
dem-canyon-b50000-transactional-t8,48,2,0,803,7,13.247827076493897,4,0,shape_infeasible,False,"{""frame"":2,""witness"":0,""root"":803,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
dem-canyon-b50000-transactional-t8,48,2,1,803,7,13.247827076493897,4,0,shape_infeasible,False,"{""frame"":2,""witness"":1,""root"":803,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
dem-canyon-b50000-transactional-t8,48,2,2,624,58,6.901029496837199,4,0,no_screen_samples,False,"{""frame"":2,""witness"":2,""root"":624,""stage"":""no_screen_samples"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""no_screen_samples""],[""H"",""no_screen_samples""]],""selected"":false}"
dem-canyon-b50000-transactional-t8,48,3,0,803,7,12.87666961060256,4,0,shape_infeasible,False,"{""frame"":3,""witness"":0,""root"":803,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
dem-canyon-b50000-transactional-t8,48,3,1,803,7,12.87666961060256,4,0,shape_infeasible,False,"{""frame"":3,""witness"":1,""root"":803,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
dem-canyon-b50000-transactional-t8,48,3,2,624,72,6.576809263892465,4,2.440016960344966,fit_bound_failed,False,"{""frame"":3,""witness"":2,""root"":624,""stage"":""fit_bound_failed"",""attempts"":[[""E"",""fit_bound_failed""],[""E"",""fit_bound_failed""],[""F"",""fit_bound_failed""],[""H"",""fit_bound_failed""]],""selected"":false}"
dem-canyon-b50000-transactional-t8,48,4,0,803,7,12.56079578280215,4,0,shape_infeasible,False,"{""frame"":4,""witness"":0,""root"":803,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
dem-canyon-b50000-transactional-t8,48,4,1,803,7,12.56079578280215,4,0,shape_infeasible,False,"{""frame"":4,""witness"":1,""root"":803,""stage"":""shape_infeasible"",""attempts"":[[""E"",""no_screen_samples""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
dem-canyon-b50000-transactional-t8,48,4,2,624,12,10.42698246259769,4,10.42698246259769,fit_bound_failed,False,"{""frame"":4,""witness"":2,""root"":624,""stage"":""fit_bound_failed"",""attempts"":[[""E"",""fit_bound_failed""],[""E"",""fit_bound_failed""],[""F"",""fit_bound_failed""],[""H"",""fit_bound_failed""]],""selected"":false}"
dem-canyon-b50000-transactional-t8,48,5,0,803,10,12.294349890799388,4,0,shape_infeasible,False,"{""frame"":5,""witness"":0,""root"":803,""stage"":""shape_infeasible"",""attempts"":[[""E"",""fit_bound_failed""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
dem-canyon-b50000-transactional-t8,48,5,1,803,10,12.294349890799388,4,0,shape_infeasible,False,"{""frame"":5,""witness"":1,""root"":803,""stage"":""shape_infeasible"",""attempts"":[[""E"",""fit_bound_failed""],[""E"",""no_screen_samples""],[""F"",""shape_infeasible""],[""H"",""shape_infeasible""]],""selected"":false}"
dem-canyon-b50000-transactional-t8,48,5,2,624,15,10.22370444044235,4,10.22370444044235,fit_bound_failed,False,"{""frame"":5,""witness"":2,""root"":624,""stage"":""fit_bound_failed"",""attempts"":[[""E"",""fit_bound_failed""],[""E"",""fit_bound_failed""],[""F"",""fit_bound_failed""],[""H"",""fit_bound_failed""]],""selected"":false}"
dem-canyon-b50000-transactional-t8,48,6,0,803,9,12.072308107181582,4,1.0927300636677049,certified,True,"{""frame"":6,""witness"":0,""root"":803,""stage"":""certified"",""attempts"":[[""E"",""certified""]],""selected"":true}"
dem-canyon-b50000-transactional-t8,48,6,1,803,9,12.072308107181582,4,1.0927300636677049,certified,True,"{""frame"":6,""witness"":1,""root"":803,""stage"":""certified"",""attempts"":[[""E"",""certified""]],""selected"":true}"
dem-canyon-b50000-transactional-t8,48,6,2,624,20,10.038562564687696,4,10.038562564687696,fit_bound_failed,False,"{""frame"":6,""witness"":2,""root"":624,""stage"":""fit_bound_failed"",""attempts"":[[""E"",""fit_bound_failed""],[""E"",""fit_bound_failed""],[""F"",""fit_bound_failed""],[""H"",""fit_bound_failed""]],""selected"":false}"
